Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
cg11228126,0.667086472,0.552123893,0.783072356,0.948786492,0.7339202,0.649814798,0.892902267,0.929364572
cg11245181,0.3369543,0.36313704,0.177517311,0.498179582,0.064642127,0.029427971,0.115447494,0.505389673
cg11291081,0.922252335,0.933822253,0.933859396,0.926086124,0.937331226,0.931691599,0.719463562,0.943333144
cg11322797,0.027082468,0.032081267,0.020445725,0.029045822,0.026460124,0.032066272,0.034209374,0.034484074
cg11351987,0.892284972,0.919587275,0.898497739,0.930637776,0.889034733,0.943639086,0.679866447,0.914392456
cg11363527,0.621894759,0.497112753,0.531666178,0.379732098,0.554951552,0.9389632,0.411613815,0.917269367
cg11376198,0.015436356,0.018724989,0.02909497,0.022225426,0.008890333,0.430502311,0.010787863,0.053796992
cg11413657,0.894756837,0.911906729,0.901854398,0.920564305,0.930862349,0.866306458,0.112857278,0.928411071
cg11503210,0.341298931,0.471276136,0.50845989,0.097370079,0.402746806,0.112597884,0.390735323,0.147732095
cg11522683,0.626101674,0.861655674,0.124327194,0.101313932,0.094279815,0.114099538,0.185715835,0.116366878
cg11524454,0.49782872,0.378024312,0.208953888,0.281965506,0.550503525,0.088505456,0.100772743,0.082741081
cg11544420,0.442589282,0.229726711,0.220073899,0.114534617,0.086136329,0.053209786,0.910231347,0.088855741
cg11586189,0.684713449,0.743319387,0.651023378,0.831329103,0.684179021,0.7120773,0.496390204,0.904799233
cg11588844,0.486373402,0.069687461,0.286373735,0.846868855,0.029865375,0.653226259,0.624825975,0.8969597
cg11596009,0.620491061,0.320930995,0.891466142,0.958468323,0.956392502,0.854804541,0.495265107,0.908686631
cg11600596,0.587648308,0.623438778,0.594062612,0.959189467,0.633853218,0.944771979,0.641068096,0.940799924
cg11608150,0.023033646,0.017166716,0.394941238,0.095011742,0.550388529,0.075521747,0.029069416,0.140606199
cg11617938,0.755633724,0.884033512,0.930842586,0.921769349,0.93727428,0.941091619,0.879053133,0.923611426
cg11653233,0.141991193,0.045059668,0.045152096,0.037940629,0.107040386,0.061470119,0.046575532,0.035121012
cg11656177,0.561777496,0.459003212,0.503198105,0.907142117,0.446286768,0.953172228,0.48178576,0.920508703
cg11702085,0.954021082,0.965006047,0.939915922,0.912999219,0.970292836,0.960643184,0.92478931,0.948563616
cg11719362,0.85414394,0.713464877,0.87069866,0.855233811,0.913973501,0.943365575,0.681340934,0.930799529
cg11738485,0.032172218,0.027469262,0.071803283,0.027747134,0.033002838,0.02922563,0.076406711,0.047709896
cg11738486,0.13613388,0.126096503,0.165765642,0.137795721,0.031836984,0.024453575,0.226963526,0.117802602
cg11749010,0.0286276,0.01919267,0.016879281,0.015462809,0.043967209,0.031087506,0.046630675,0.031645901
cg11800117,0.083055676,0.084558635,0.061780732,0.084806207,0.256632246,0.201873719,0.095157089,0.043325166
cg11828983,0.183512293,0.073720267,0.083102668,0.074562535,0.106279024,0.058679611,0.071239072,0.071401052
cg11835209,0.600874752,0.551746242,0.88333814,0.947544364,0.944465687,0.666262384,0.657481961,0.549285059
cg11860005,0.815223672,0.855431241,0.883478744,0.909666743,0.933969976,0.959825212,0.791960028,0.914520193
cg11871991,0.547771649,0.430042977,0.112245768,0.495166182,0.071150549,0.546251183,0.453412338,0.471793923
cg11965913,0.830677307,0.928133576,0.474766353,0.445817927,0.238729654,0.2406064,0.607843133,0.45553586
cg11989576,0.544008443,0.361474155,0.579247252,0.548524035,0.626228854,0.220711162,0.145915407,0.482829141
cg12041401,0.558303183,0.883387318,0.846540348,0.472303968,0.9015716,0.514436849,0.80530378,0.535000995
cg12054318,0.548190978,0.939823736,0.557208348,0.582319467,0.440490514,0.551500512,0.235163057,0.587257027
cg12064504,0.698631675,0.926734702,0.586876669,0.63737816,0.74211131,0.447661678,0.100586804,0.693027162
cg12080831,0.542580427,0.521848396,0.713621172,0.885917723,0.869863512,0.556532347,0.84582688,0.897525451
cg12135344,0.561281569,0.568904339,0.549470295,0.568333007,0.404976112,0.719080673,0.053782969,0.572225866
cg12152384,0.641903266,0.89564623,0.460216338,0.403592794,0.077424983,0.11551334,0.426495314,0.05905688
cg12174804,0.516127165,0.5614866,0.74545568,0.558911181,0.650962662,0.523480364,0.778313528,0.71012815
cg12215294,0.406758374,0.417054002,0.437975009,0.931518876,0.866104232,0.90616308,0.341321259,0.910836813
cg12253469,0.088295367,0.031796381,0.033767572,0.028032873,0.010792025,0.102432902,0.060125274,0.044275922
cg12319143,0.579081625,0.507525725,0.528571742,0.551077258,0.578393546,0.580950326,0.585420871,0.6286241
cg12324629,0.112313383,0.12510612,0.823773919,0.885485226,0.958113938,0.909777218,0.552725903,0.931119386
cg12350309,0.66873808,0.583362696,0.60494726,0.610144862,0.602352486,0.438529991,0.723785573,0.567541622
cg12404181,0.084343027,0.108318758,0.151477065,0.141790189,0.465058004,0.027249154,0.78618558,0.047382526
cg12450708,0.581254544,0.573800423,0.635947243,0.629977671,0.497802319,0.306225511,0.595011856,0.543767249
cg12460175,0.072206073,0.084468992,0.10633755,0.366292611,0.426566932,0.150013611,0.134698525,0.19834581
cg12473775,0.319789274,0.27231555,0.342990874,0.567055036,0.297633724,0.90840562,0.453243273,0.879884536
cg12492938,0.887069771,0.87812041,0.863425021,0.896191101,0.930824746,0.915996518,0.899993658,0.894434454
cg12500876,0.362168313,0.406570658,0.098239443,0.10050763,0.154116091,0.017598862,0.07565588,0.046199359
cg12553689,0.939542388,0.931185715,0.50866564,0.920150416,0.875925178,0.94353947,0.926529356,0.92602036
cg12574576,0.290127267,0.058261269,0.130520747,0.101028178,0.141775211,0.112617284,0.152386232,0.425328583
cg12586386,0.290471672,0.490824817,0.248503682,0.438394341,0.452238659,0.384046166,0.492306118,0.471347761
cg12588917,0.834680514,0.882055907,0.824788038,0.824693649,0.882707896,0.779717882,0.608676429,0.831976298
cg12615761,0.424687527,0.493871941,0.496839898,0.503329981,0.214509992,0.505517637,0.838772494,0.525347934
cg12668399,0.700847699,0.550355207,0.355064138,0.936044755,0.947112299,0.916837379,0.628175197,0.947028024
cg12690119,0.181423985,0.053441621,0.135443098,0.085787654,0.052032024,0.037300578,0.455177209,0.050388643
cg12705353,0.894074957,0.926630701,0.918472677,0.947162768,0.947612117,0.955589817,0.814202132,0.930556979
cg12765123,0.464283949,0.532712073,0.474446293,0.499614482,0.379725088,0.133789575,0.496895806,0.520324212
cg12798194,0.233137895,0.057004934,0.221960149,0.465731733,0.100159629,0.288245179,0.51753706,0.519983075
cg12809031,0.330315844,0.099197481,0.523987211,0.126084841,0.478510158,0.067004109,0.117305446,0.088526121
cg12840312,0.895328912,0.969002172,0.802331398,0.701346389,0.940304765,0.952473395,0.795173463,0.954471098
cg12844324,0.364379965,0.40478242,0.443545571,0.437128155,0.179511205,0.438943552,0.368173228,0.426279227
cg12850379,0.095470851,0.080732588,0.06720439,0.057181452,0.15899081,0.053454732,0.460719578,0.059101943
cg12908916,0.838549123,0.512336209,0.802609523,0.883330395,0.834931987,0.556416712,0.487192117,0.899860065
cg12924430,0.071441053,0.033011885,0.050162313,0.033770906,0.012819521,0.017592692,0.407362806,0.025205098
cg12927753,0.690461812,0.624745353,0.086422758,0.651592172,0.467853835,0.661623806,0.172083097,0.649509862
cg12938556,0.142222879,0.090076845,0.134165102,0.096539599,0.012272964,0.019099183,0.207602773,0.046674542
cg12944343,0.193385247,0.084303403,0.308938708,0.575552067,0.107980166,0.575800459,0.488723448,0.543585161
cg13027206,0.331693083,0.342617531,0.261987494,0.372335399,0.193996966,0.057062167,0.230437107,0.142295073
cg13033722,0.79996135,0.846879358,0.239076178,0.119090487,0.157191317,0.133732852,0.538219181,0.103983885
cg13050716,0.570495321,0.881693766,0.778250139,0.514798565,0.555169673,0.617616214,0.721574555,0.497558612
cg13126871,0.903005095,0.674906227,0.869169305,0.543390077,0.900656122,0.789198696,0.841244835,0.235517819
cg13128596,0.124621859,0.071641887,0.10566316,0.101487072,0.18621718,0.025324992,0.080891785,0.060321753
cg13132497,0.777150244,0.543819543,0.666301548,0.549401212,0.896981619,0.935338016,0.36179187,0.561755315
cg13172549,0.084605784,0.071748518,0.098298897,0.031069799,0.05128537,0.036812029,0.056813597,0.05589503
cg13176979,0.323057063,0.500594207,0.622742861,0.750368123,0.394377823,0.593201499,0.38860311,0.530639053
cg13186228,0.815842007,0.960711316,0.96069634,0.946833279,0.926333128,0.960493199,0.96624495,0.970102519
cg13198297,0.099028101,0.056799329,0.274908025,0.29273906,0.085346997,0.146947151,0.918091733,0.057849366
cg13207180,0.899087284,0.912339587,0.818929486,0.914644007,0.88838143,0.894650775,0.908447802,0.90236282
cg13252700,0.046083349,0.080867727,0.415686615,0.070661419,0.047797701,0.034438747,0.090204857,0.191108515
cg13278353,0.410392209,0.52388492,0.508290003,0.484345445,0.628454582,0.393597907,0.538818359,0.534985133
cg13289019,0.811158481,0.951109433,0.953669128,0.949130371,0.870864564,0.624217519,0.917592633,0.944091558
cg13307058,0.755978528,0.962485402,0.729571093,0.968100051,0.43226295,0.772532078,0.712277573,0.941809446
cg13316472,0.172660991,0.096726736,0.585649651,0.943801607,0.774056145,0.888040919,0.722862818,0.930086377
cg13377056,0.564368567,0.148037081,0.178320052,0.576463951,0.121719964,0.583559466,0.477692961,0.525397245
cg13393036,0.137369784,0.08589673,0.251992532,0.064026754,0.292416712,0.349205336,0.321558394,0.088855439
cg13405775,0.515025693,0.602834741,0.498571014,0.066782476,0.664184744,0.233552672,0.889743274,0.062160631
cg13428066,0.140531364,0.105186075,0.179804891,0.12149157,0.10498633,0.126220859,0.464324328,0.184720989
cg13477101,0.861104595,0.934723445,0.915479336,0.923216943,0.897138995,0.914184637,0.90524903,0.933559951
cg13500113,0.158699834,0.132240158,0.403193012,0.607250365,0.218149641,0.178566153,0.661044692,0.101320174
cg13522882,0.405863756,0.746212822,0.34668105,0.188069212,0.362754623,0.455664286,0.585835518,0.185667864
cg13567405,0.496883571,0.249861631,0.103593652,0.042755408,0.102852456,0.076951338,0.048470625,0.035198498
cg13572782,0.152511321,0.115730043,0.093014521,0.114426423,0.050798687,0.023226858,0.090006101,0.082825563
cg13668471,0.480430845,0.481870241,0.577376458,0.540706063,0.525820586,0.658910818,0.413256274,0.529391094
cg13681655,0.168748595,0.302189673,0.187903721,0.098059077,0.036403204,0.029331194,0.347863658,0.397968077
cg13683194,0.465849708,0.086567501,0.396558184,0.191634104,0.033760603,0.241360015,0.613608303,0.412850608
cg13687570,0.92307577,0.970334938,0.968513506,0.96173408,0.963178463,0.936274463,0.950062331,0.948265029
cg13697378,0.956493493,0.982445143,0.961938217,0.978755704,0.99372459,0.786317098,0.924270512,0.989343309
cg13734401,0.884474045,0.936654366,0.889873757,0.94546704,0.907114171,0.660718251,0.642276417,0.923103095
cg13736514,0.894652139,0.954434562,0.816789715,0.949575392,0.86884289,0.841597319,0.937677409,0.935056164
cg13805518,0.084230527,0.099695134,0.143000473,0.123081959,0.067968412,0.011596494,0.252688192,0.036455118
cg13809441,0.06712293,0.031266678,0.072460342,0.333934043,0.022340259,0.146375992,0.030789828,0.036975414
cg13812291,0.840131226,0.613929861,0.210978996,0.052881658,0.040225313,0.099578204,0.940386621,0.047558494
cg13835029,0.107746061,0.052177036,0.064339581,0.044345403,0.164788433,0.027088397,0.597414063,0.057159259
cg13845105,0.563518952,0.848806672,0.33399328,0.194156489,0.182017666,0.099582639,0.847129904,0.078209196
cg13865488,0.858040617,0.686930043,0.894764063,0.787893177,0.954824813,0.923684889,0.914407337,0.923865025
cg13884376,0.712258103,0.524631813,0.884793278,0.615808492,0.611688546,0.14867218,0.696316909,0.077096487
cg13904574,0.785411374,0.84614227,0.840042017,0.880049819,0.861362411,0.94838696,0.571857653,0.873224181
cg13928427,0.078231053,0.055197926,0.534086817,0.845788179,0.547780886,0.821659597,0.380100554,0.827669597
cg13952159,0.433547949,0.487331426,0.639290072,0.79697348,0.935687586,0.945769382,0.633355042,0.926701357
cg13972423,0.466351385,0.456537088,0.392708931,0.525060878,0.384672708,0.64387876,0.381860891,0.450148729
cg13975106,0.440318814,0.739615264,0.377782808,0.588123077,0.108052813,0.062930448,0.545362328,0.041244487
cg13978566,0.424491722,0.412802744,0.51363423,0.619736929,0.530412591,0.821489103,0.07961042,0.641349898
cg13980266,0.19971945,0.061364933,0.70342775,0.676027128,0.859952585,0.867560218,0.059206318,0.630539718
cg13981838,0.92278096,0.928066173,0.89291898,0.919008622,0.844400515,0.948944185,0.525148204,0.944076365
cg13989519,0.585874331,0.555685508,0.12278941,0.048427389,0.042761399,0.076094618,0.933268291,0.043819821
cg14032732,0.786958912,0.905030371,0.872011549,0.902786429,0.763613551,0.820563426,0.544951843,0.878585774
cg14047153,0.411701424,0.437540414,0.256213506,0.053949271,0.044713347,0.049386912,0.603136656,0.169572358
cg14058329,0.840910969,0.668572998,0.917052824,0.617104343,0.825427008,0.888251512,0.958985079,0.959443514
cg14068301,0.047656347,0.036953743,0.045659856,0.031033736,0.024534195,0.028532549,0.244265766,0.042952636
cg14076977,0.593206242,0.095190237,0.519176003,0.037413995,0.696561097,0.025226034,0.483981463,0.019902228
cg14093127,0.346575689,0.219463861,0.794159566,0.133326617,0.8280696,0.939163051,0.840864075,0.127194984
cg14113351,0.829753932,0.905661559,0.878360456,0.914215818,0.88741559,0.691459895,0.486920443,0.890662965
cg14166009,0.927353829,0.95872851,0.955903131,0.966099813,0.938904244,0.896986725,0.944496144,0.942857328
cg14202048,0.727067469,0.933646311,0.694255984,0.931951943,0.938781853,0.940285129,0.904480239,0.923310082
cg14242696,0.923216333,0.724516425,0.948124165,0.958883166,0.944030367,0.868551229,0.448449632,0.942649036
cg14340463,0.750224457,0.719461479,0.618794814,0.930564371,0.366136521,0.610509422,0.789882344,0.897700382
cg14386312,0.897205385,0.874334846,0.887700275,0.894079972,0.955805386,0.96130906,0.858492114,0.874905989
cg14413354,0.846690754,0.922044921,0.920223385,0.944448364,0.879997971,0.870690696,0.766516464,0.929014671
cg14417784,0.37855045,0.479191205,0.443413769,0.454353827,0.101027604,0.532159174,0.454765584,0.442098577
cg14562054,0.46939561,0.311871232,0.234898249,0.344676283,0.224643604,0.223019417,0.53735003,0.185364171
cg14580228,0.94460852,0.5235881,0.626758242,0.967748788,0.928428398,0.771241339,0.543462891,0.517179693
cg14595683,0.383593732,0.38007874,0.599679048,0.627360201,0.599133559,0.647129361,0.439176321,0.39793487
cg14604066,0.103303238,0.035750633,0.471842612,0.193428836,0.539410192,0.271112645,0.20947291,0.088015035
cg14637144,0.675159121,0.521377727,0.619982877,0.732384017,0.931158542,0.310671241,0.191918997,0.533836754
cg14643390,0.815120301,0.941107907,0.502006811,0.939310351,0.506151725,0.772602001,0.041423264,0.925345705
cg14644378,0.458920815,0.657790821,0.668681732,0.664549877,0.424199238,0.617006266,0.665583016,0.640253571
cg14693391,0.420766097,0.802997967,0.642404452,0.894849069,0.889045423,0.904491378,0.845451335,0.859801863
cg14700230,0.566733196,0.594806708,0.52280655,0.595653128,0.450431966,0.465087541,0.549051194,0.593713214
cg14759494,0.233123526,0.937066308,0.886734078,0.475124134,0.901607582,0.29223604,0.55587614,0.477699362
cg14794655,0.286592646,0.212140806,0.155336266,0.100749898,0.034555447,0.136815957,0.093715511,0.069881693
cg14837974,0.466735219,0.201054867,0.563246252,0.524586993,0.42661681,0.213360777,0.479612141,0.576191762
cg14847483,0.037740474,0.036368006,0.072313971,0.052769553,0.176542796,0.068381812,0.025436363,0.025569961
cg14850026,0.289914055,0.204636459,0.163611156,0.549602932,0.034031946,0.356333087,0.140419543,0.200340251
cg14866167,0.298693091,0.089189879,0.191196256,0.56793112,0.061582085,0.788540903,0.367768807,0.64647785
cg14883961,0.094976227,0.304017064,0.139006354,0.420187335,0.154467741,0.124345803,0.326953341,0.397905459
cg14893161,0.805864285,0.925265217,0.728711671,0.884829069,0.51865385,0.6873271,0.67006708,0.917458469
cg14934242,0.712461826,0.877678885,0.831549871,0.905788988,0.912885383,0.963363902,0.471558434,0.876794708
cg14952312,0.051681963,0.045240716,0.466643254,0.537084041,0.562430609,0.691722477,0.411957182,0.565540139
cg14965694,0.520181406,0.412351395,0.733351334,0.48485351,0.827722573,0.342568088,0.540924679,0.476220834
cg15002904,0.205119961,0.04769872,0.099580233,0.138390299,0.038992987,0.010350847,0.29145699,0.326353963
cg15007983,0.903371121,0.914367191,0.922826652,0.875321402,0.885370221,0.649403494,0.678025224,0.915474961
cg15008743,0.821542752,0.832820147,0.807023195,0.848576447,0.864035309,0.924467493,0.830427543,0.871251673
cg15117372,0.030321655,0.020831296,0.049287284,0.031382542,0.022727208,0.300564084,0.031493053,0.02905878
cg15147215,0.507979989,0.533983134,0.49661029,0.904704887,0.392873336,0.95615327,0.502444499,0.901857158
cg15199987,0.147004228,0.082108355,0.085454808,0.051819999,0.023480831,0.13477889,0.074651841,0.073947828
cg15200445,0.839478929,0.662576202,0.510151072,0.372100281,0.376805612,0.192742072,0.737605564,0.400012172
cg15212455,0.908896182,0.947129688,0.947273881,0.837863686,0.952584608,0.932441979,0.933260302,0.933743837
cg15224459,0.406314949,0.651520054,0.261201019,0.497126895,0.177453961,0.033726184,0.261053668,0.166175271
cg15235999,0.638493612,0.644304295,0.603888256,0.701564999,0.4919079,0.90022942,0.435513422,0.704528136
cg15241074,0.854882592,0.491007112,0.493050334,0.956128579,0.56696709,0.624303943,0.498698375,0.52887456
cg15246712,0.700798314,0.61705263,0.907502814,0.900742765,0.840942567,0.934248754,0.437596805,0.925880476
cg15319824,0.057451204,0.039440766,0.040074703,0.049519442,0.018844744,0.024682686,0.212182503,0.037891969
cg15359390,0.618101044,0.868434649,0.585961322,0.908087261,0.825440014,0.783423052,0.365283021,0.894167324
cg15401418,0.960903135,0.978595169,0.954691805,0.983423067,0.97080958,0.878303701,0.388468186,0.974000436
cg15414638,0.904230162,0.949978583,0.926958433,0.948665239,0.865110576,0.846427671,0.919237127,0.937395404
cg15425811,0.100679574,0.034406915,0.044322154,0.023889681,0.253075244,0.036320751,0.036827284,0.026550601
cg15464821,0.91734842,0.954466101,0.953091777,0.957338945,0.929126207,0.940712965,0.644069366,0.927145419
cg15469871,0.028123206,0.026173146,0.028252772,0.0286971,0.050354221,0.057858898,0.049047124,0.033010043
cg15551981,0.104738688,0.038592983,0.145154884,0.083335486,0.068902805,0.249130053,0.299846633,0.049235757
cg15690542,0.679226118,0.519347456,0.749164338,0.510958122,0.866534753,0.596570632,0.858889032,0.525316234
cg15697225,0.82009633,0.916037798,0.902311256,0.933933429,0.719000702,0.953886592,0.641315566,0.910673999
cg15701794,0.644008069,0.86676374,0.586265477,0.756344149,0.730506909,0.19776561,0.091861418,0.76824052
cg15702949,0.720610121,0.898644893,0.865106475,0.534480036,0.626799681,0.963231694,0.865766504,0.89580627
cg15711727,0.644312193,0.92373009,0.762431852,0.946020288,0.426841385,0.932315337,0.893071756,0.921194196
cg15721243,0.65119594,0.818324486,0.638556253,0.810200834,0.306754101,0.888511139,0.846900101,0.805046433
cg15777261,0.28633096,0.350389653,0.393451461,0.167583216,0.294553946,0.741436943,0.355637011,0.509999662
cg15808472,0.556533042,0.552862792,0.513769521,0.521011036,0.455350956,0.834688471,0.92362287,0.521510873
cg15854394,0.241387429,0.345121997,0.572568621,0.566451417,0.472964223,0.444887727,0.098936398,0.052605069
cg15867944,0.578051974,0.844309924,0.357830481,0.392664013,0.067007561,0.037364535,0.111950492,0.072635864
cg15881597,0.218190508,0.142734795,0.848217709,0.616431758,0.926034521,0.252531049,0.472008136,0.66748924
cg15907060,0.918029853,0.94744427,0.877064029,0.946147145,0.925111481,0.953951108,0.868267306,0.921953745
cg15996644,0.674973117,0.908692757,0.902906046,0.919390353,0.849336134,0.714199945,0.690998492,0.594266714
cg16064054,0.451694203,0.477426425,0.475919873,0.429881468,0.954193769,0.887571549,0.732545902,0.873758465
cg16127514,0.144540425,0.134387299,0.118859641,0.198423907,0.048504597,0.043775262,0.087911407,0.425774228
cg16148270,0.636547316,0.944853262,0.624546112,0.577833118,0.581844657,0.869536587,0.595160432,0.948801015
cg16172549,0.5702096,0.510560731,0.487683595,0.48248945,0.434488399,0.762292245,0.596205428,0.497231262
cg16243243,0.509356737,0.842898275,0.591203225,0.840886588,0.406192573,0.61258965,0.473969038,0.844889699
cg16254756,0.627247296,0.805401285,0.264499553,0.784765707,0.271855259,0.922054847,0.516666967,0.453634275
cg16266669,0.598588661,0.196635774,0.659743649,0.194118858,0.09377495,0.133006697,0.556235249,0.298689522
cg16274899,0.406340265,0.18359249,0.58554299,0.333789594,0.733075409,0.92914126,0.784519207,0.582690731
cg16296679,0.254720384,0.043687045,0.04111726,0.552234516,0.118070005,0.664750288,0.159360032,0.560202132
cg16303742,0.743369988,0.510969677,0.49997324,0.939373689,0.770682192,0.942179889,0.642111979,0.933146944
cg16311302,0.148543896,0.107618146,0.105478891,0.101184859,0.133066277,0.053163798,0.079691062,0.071218063
cg16314899,0.63948921,0.705568844,0.611342124,0.647847989,0.895605332,0.522905834,0.436547712,0.612455463
cg16319129,0.647774314,0.053140745,0.552508942,0.377697215,0.421213908,0.664721091,0.681418276,0.216883942
cg16345566,0.942954618,0.96725481,0.971375462,0.971267973,0.938610042,0.869760235,0.956679482,0.955735726
cg16380632,0.779847949,0.597994201,0.686569515,0.548095136,0.820319469,0.175722983,0.465341048,0.548830816
cg16387467,0.400579277,0.551741412,0.641733758,0.602731746,0.32621636,0.645302863,0.17020813,0.515428892
cg16391973,0.900276645,0.948085266,0.907724993,0.947508175,0.90214077,0.875346552,0.930266889,0.928368107
cg16413785,0.663831913,0.923695504,0.760424697,0.543837246,0.748158989,0.527649431,0.615416796,0.525944196
cg16430166,0.857878983,0.927982433,0.90843914,0.93450305,0.960944841,0.808163786,0.884706918,0.925302574
cg16470716,0.831745092,0.917257875,0.912580689,0.911517985,0.486936892,0.614270189,0.716713352,0.91037246
cg16475891,0.452447269,0.098753014,0.794382408,0.950292683,0.887835035,0.878495251,0.546165785,0.935164737
cg16496269,0.309095455,0.438920472,0.82148637,0.60741862,0.933513217,0.451570917,0.066387545,0.596906186
cg16527418,0.895599167,0.977087732,0.951916348,0.96915115,0.929249048,0.737584459,0.940494361,0.977010199
cg16533146,0.207860999,0.392932997,0.135390528,0.514806784,0.14384103,0.093432947,0.229057647,0.065642762
cg16585333,0.946079393,0.959258335,0.948777945,0.957349908,0.967435945,0.980220812,0.732157217,0.973838415
cg16602369,0.183851148,0.168368966,0.190697243,0.226851996,0.293513628,0.364840241,0.259429328,0.293926344
cg16645423,0.487171968,0.03373381,0.122828385,0.104049932,0.117832694,0.148127637,0.629709461,0.03992888
cg16659026,0.632420498,0.943329796,0.713263246,0.934736122,0.971637369,0.579920132,0.560453983,0.610292666
cg16664617,0.235106057,0.293115357,0.088425294,0.350028302,0.147943615,0.023692672,0.461944057,0.051955847
cg16681083,0.317101826,0.078862194,0.184193978,0.238308475,0.146487311,0.0204164,0.531265952,0.072880321
cg16714096,0.325819995,0.482171999,0.471006354,0.487787157,0.397679708,0.381883432,0.0206613,0.508928158
cg16717267,0.389683653,0.155152526,0.49796513,0.889271913,0.196913302,0.622683373,0.864792844,0.877990081
cg16735509,0.921990908,0.960159471,0.958126269,0.954567322,0.902312252,0.860676453,0.941800723,0.930592156
cg16740427,0.794276903,0.946434206,0.693805912,0.878116404,0.852330872,0.92814574,0.423548593,0.665581902
cg16743289,0.885798244,0.911033209,0.925093549,0.925490762,0.922863437,0.921780195,0.929934459,0.922397583
cg16752400,0.539928118,0.08427332,0.104002754,0.078409338,0.084662836,0.062468544,0.366139399,0.03998025
cg16814023,0.563965331,0.524817746,0.36861756,0.065549839,0.029997733,0.02267284,0.363586925,0.538062019
cg16852440,0.112469685,0.059366659,0.174497054,0.089946126,0.444202387,0.02986395,0.46635004,0.484174726
cg16893174,0.136067803,0.12673578,0.221338085,0.417555001,0.318804553,0.449386758,0.872033778,0.429775969
cg16926213,0.964873368,0.987988515,0.967747782,0.987112716,0.957851278,0.889019409,0.08707285,0.976054926
cg17006282,0.64544993,0.672276896,0.57819335,0.883470268,0.706840944,0.927935605,0.677535948,0.876785949
cg17016000,0.27259843,0.158864238,0.171739156,0.208460886,0.630569549,0.186847561,0.751362172,0.180853089
cg17074431,0.53242988,0.285367248,0.242006234,0.085907602,0.085818785,0.083367145,0.799273848,0.050961538
cg17098387,0.513539832,0.37082822,0.78041079,0.377846252,0.625116558,0.614913829,0.4664325,0.291079359
cg17118836,0.781578301,0.644285544,0.932730347,0.951347904,0.952910256,0.932909204,0.790549146,0.936437753
cg17174814,0.525836174,0.277837041,0.982234619,0.470782259,0.910294777,0.977716998,0.973504731,0.94044573
cg17186388,0.528522396,0.581480193,0.233338935,0.214518308,0.217278322,0.240472468,0.364137198,0.245975965
cg17191109,0.094602368,0.050040409,0.052747247,0.187538619,0.096639239,0.349165769,0.050613397,0.558692277
cg17254383,0.457217042,0.542589235,0.504424399,0.693544188,0.512681775,0.536754736,0.420596879,0.60740246
cg17259096,0.554290254,0.476231773,0.442053916,0.897365721,0.534583185,0.54255024,0.486399803,0.431927517
cg17306686,0.575137927,0.869364962,0.354662938,0.036938728,0.619290455,0.078621988,0.556688428,0.037252174
cg17333886,0.649697145,0.38307899,0.468289602,0.363876069,0.140433378,0.407127725,0.836393016,0.494753745
cg17393917,0.87258768,0.920079155,0.724597361,0.55724051,0.812759991,0.381349067,0.719355487,0.600892708
cg17397069,0.417054187,0.115443913,0.405567772,0.284604397,0.690432167,0.678595749,0.198585686,0.124080788
cg17420585,0.172047272,0.370137559,0.438862613,0.269496249,0.141410176,0.314634695,0.465485518,0.062430796
cg17434008,0.498794117,0.081965448,0.533994642,0.31402147,0.6045867,0.525280777,0.547137297,0.053768412
cg17445212,0.424221774,0.525956927,0.397816113,0.765370624,0.150612259,0.292221618,0.413079214,0.476856694
cg17468100,0.027321971,0.031359892,0.036504455,0.02698524,0.09713146,0.187319428,0.039316956,0.027096302
cg17491987,0.867067918,0.943617133,0.968951242,0.9516445,0.989938057,0.985611843,0.95538133,0.96911973
cg17500703,0.749386039,0.743231267,0.400027992,0.63886778,0.424788093,0.841251797,0.65970704,0.520661621
cg17511472,0.192174194,0.121533556,0.205938572,0.386583715,0.241579709,0.654167424,0.106300709,0.083526005
cg17605021,0.056144342,0.044037351,0.026762837,0.034735057,0.042598154,0.039050049,0.039422168,0.042799064
cg17610933,0.914182793,0.916647102,0.902797737,0.918212898,0.955566373,0.96491209,0.413921948,0.894002045
cg17668731,0.649316635,0.763676733,0.471919017,0.539787729,0.560389751,0.784187524,0.902366161,0.527149754
cg17680092,0.471795317,0.506935846,0.884306926,0.541996037,0.851829939,0.859011452,0.051977444,0.922041135
cg17692971,0.486044099,0.503115061,0.534311045,0.107980077,0.121578212,0.094691987,0.699012646,0.043124368
cg17694351,0.022932961,0.017505925,0.04311855,0.017772904,0.019371437,0.013863434,0.283493838,0.020749797
cg17713488,0.888572595,0.629534916,0.883005139,0.945138528,0.963235717,0.922934448,0.703145106,0.747440987
cg17723381,0.32355244,0.150412771,0.260985451,0.195203305,0.266969672,0.209513855,0.625111596,0.371820838
cg17795240,0.694072654,0.694812296,0.620545682,0.9595749,0.716152222,0.933909807,0.045814253,0.939098788
cg17805072,0.654473094,0.491671984,0.074345413,0.462876414,0.905203354,0.372387013,0.337923274,0.510439849
cg17820828,0.17401021,0.057747927,0.043821185,0.032814261,0.040676615,0.022462562,0.059163326,0.042445691
cg17839611,0.607817648,0.893200661,0.848753445,0.496950154,0.948486595,0.201003223,0.562573234,0.474307588
cg17877220,0.771130752,0.903381881,0.877912618,0.88843871,0.875031169,0.701366742,0.86112899,0.882612423
