Labels,FA L 7,FA L 8,FA Lla,FA LLb,FB L 5,FB L 6,FB Lla,FB LLb
cg11228126,0.881883326,0.729851334,0.930309566,0.869609462,0.889779911,0.907081606,0.653009432,0.91337136
cg11245181,0.863525534,0.92664653,0.828083248,0.905420362,0.175797623,0.91664524,0.271736567,0.673989777
cg11291081,0.811105306,0.725629213,0.939480758,0.932321008,0.867379183,0.855791961,0.931232941,0.943210308
cg11322797,0.014934311,0.013148708,0.033152203,0.028560212,0.019757045,0.015329361,0.016106415,0.026146963
cg11351987,0.483505698,0.449712757,0.498388303,0.522630245,0.07107471,0.481927642,0.03892713,0.191308777
cg11363527,0.591498117,0.593267999,0.936481471,0.787556467,0.66463347,0.818637979,0.910229293,0.936634439
cg11376198,0.855719416,0.602507105,0.78702717,0.446981954,0.828518338,0.799476394,0.966056789,0.978649034
cg11413657,0.057542587,0.2738066,0.226241578,0.285208003,0.900794652,0.080631232,0.51258517,0.27926014
cg11503210,0.792408422,0.739223486,0.781849749,0.655637777,0.490476052,0.829608524,0.830340123,0.864925619
cg11522683,0.444399054,0.622838304,0.868460438,0.720734206,0.118620339,0.564021061,0.089515227,0.344708466
cg11524454,0.712331944,0.278324935,0.819386421,0.549503523,0.761730256,0.796023951,0.529732687,0.571890374
cg11544420,0.147559469,0.335436045,0.065426778,0.159873504,0.11584521,0.137242912,0.045070298,0.063034175
cg11586189,0.678977222,0.694919135,0.631427509,0.57578394,0.606534939,0.611043899,0.477227983,0.502109535
cg11588844,0.360368808,0.500969238,0.18080574,0.362421439,0.124513222,0.451947063,0.066669308,0.187231207
cg11596009,0.61518407,0.648540556,0.811294072,0.812274,0.637339513,0.916868721,0.844907946,0.547138144
cg11600596,0.932755975,0.782433745,0.907013123,0.785510792,0.934788988,0.924686171,0.939386933,0.894852394
cg11608150,0.980985792,0.903847255,0.984352024,0.983568506,0.977936957,0.974966058,0.983792419,0.964390324
cg11617938,0.610898623,0.499559745,0.705421492,0.930700395,0.879960563,0.849844901,0.395815816,0.916271304
cg11653233,0.333616811,0.106090456,0.342972178,0.277429287,0.946319901,0.909320258,0.870409514,0.828865515
cg11656177,0.463138233,0.50943113,0.501416898,0.675176292,0.890001182,0.466158509,0.835519707,0.801231512
cg11702085,0.931663869,0.814508069,0.824031468,0.959348141,0.931192323,0.920666547,0.960720075,0.963701034
cg11719362,0.885132317,0.751688303,0.940809794,0.927018664,0.46567365,0.900208637,0.379210976,0.650206864
cg11738485,0.030543762,0.018457872,0.050426214,0.028603329,0.027567339,0.026651948,0.026761215,0.040232378
cg11738486,0.238986372,0.501400818,0.071656145,0.312132453,0.232535824,0.287169422,0.063299248,0.226326412
cg11749010,0.951566727,0.694144345,0.933098809,0.926565154,0.954466785,0.919158547,0.957402252,0.905359175
cg11800117,0.137228725,0.286243087,0.22057127,0.187679943,0.05911697,0.097629106,0.224155001,0.222510776
cg11828983,0.91079951,0.844343218,0.85099662,0.876358368,0.916079698,0.894688787,0.898193423,0.921408646
cg11835209,0.939058071,0.895875068,0.928651494,0.914932883,0.935689426,0.931491676,0.948207966,0.934578099
cg11860005,0.501979427,0.576824071,0.376794704,0.414965894,0.092916767,0.260785692,0.097979313,0.107721708
cg11871991,0.122125922,0.332167272,0.088170372,0.341942524,0.074576921,0.138577122,0.035891039,0.310263682
cg11965913,0.950831763,0.94627951,0.871924379,0.909271571,0.94244768,0.934603177,0.918221098,0.907810042
cg11989576,0.934643711,0.92121655,0.817296026,0.918196204,0.936996731,0.93709224,0.898886485,0.907280524
cg12041401,0.809777214,0.662661251,0.937944106,0.903770169,0.820843491,0.833259118,0.922257552,0.877177725
cg12054318,0.820342839,0.641448003,0.745037195,0.897127741,0.66237749,0.900927628,0.72123602,0.763022587
cg12064504,0.575247826,0.647150158,0.62727359,0.495850884,0.577787519,0.58036922,0.610961133,0.390031136
cg12080831,0.874209977,0.733299241,0.769807904,0.831708471,0.788555267,0.844462217,0.923236831,0.849444474
cg12135344,0.980569776,0.859582669,0.744184666,0.988098707,0.973124621,0.960570041,0.987173259,0.989980026
cg12152384,0.937437075,0.897291419,0.715199509,0.825380305,0.579773658,0.928648208,0.876159233,0.635005563
cg12174804,0.937123118,0.766646971,0.69997652,0.882846504,0.948750232,0.930008355,0.959683298,0.956490745
cg12215294,0.479874695,0.431245517,0.838994728,0.605014201,0.52472672,0.482199064,0.601762323,0.600776458
cg12253469,0.150865208,0.346454694,0.094988914,0.024915383,0.174892977,0.181800018,0.218318244,0.121292506
cg12319143,0.088765658,0.154773145,0.913629261,0.101805005,0.058616012,0.072178792,0.028128096,0.030616485
cg12324629,0.910327573,0.772263123,0.895064443,0.933021741,0.908950239,0.917807888,0.899820996,0.953247066
cg12350309,0.083262859,0.3268771,0.205546797,0.362452418,0.9302497,0.084892135,0.767764571,0.438758663
cg12404181,0.890117073,0.786846463,0.9511122,0.922290778,0.913344358,0.581194828,0.946527698,0.906346552
cg12450708,0.764002768,0.548508249,0.644326729,0.458414076,0.522086123,0.070215766,0.539117489,0.528075712
cg12460175,0.083550956,0.38312468,0.177632695,0.215688046,0.122036337,0.154003732,0.047937905,0.067516527
cg12473775,0.503762451,0.462483038,0.924815962,0.837302148,0.506140682,0.517809516,0.341751437,0.296243742
cg12492938,0.881880633,0.798339735,0.871288692,0.921357694,0.88297938,0.865306895,0.93142839,0.921927284
cg12500876,0.176100178,0.484609144,0.18629988,0.153014214,0.14268666,0.203232075,0.1027692,0.129494567
cg12553689,0.084680151,0.332588042,0.115589305,0.224514316,0.060906359,0.128571656,0.192111785,0.286241321
cg12574576,0.370964308,0.305497695,0.352187754,0.353324601,0.474290981,0.497461796,0.168365626,0.588772584
cg12586386,0.458953269,0.4504247,0.391902714,0.484130649,0.430539308,0.401346297,0.444428775,0.131436025
cg12588917,0.064010973,0.225776406,0.344733468,0.089787186,0.044740075,0.068177208,0.013337515,0.016670614
cg12615761,0.038801494,0.044771434,0.099479528,0.071887406,0.047742052,0.034967719,0.112645202,0.111803661
cg12668399,0.894157288,0.720862806,0.949585287,0.927989418,0.885042503,0.904625397,0.94142174,0.887407508
cg12690119,0.863162615,0.510976506,0.719693705,0.867053849,0.880707746,0.833328863,0.926969679,0.914648558
cg12705353,0.435409122,0.479626744,0.486047558,0.362762152,0.452833117,0.448362233,0.414685758,0.523445517
cg12765123,0.836330875,0.739344185,0.667580763,0.511184168,0.842233181,0.828332884,0.849472342,0.67160682
cg12798194,0.156864063,0.750229855,0.567756441,0.43263901,0.238092038,0.844585707,0.14482363,0.176665231
cg12809031,0.303219923,0.843714134,0.919493886,0.871096767,0.504273375,0.278252084,0.912366506,0.422242833
cg12840312,0.534631924,0.519063298,0.896028712,0.381697862,0.510108366,0.514613566,0.600541615,0.516695067
cg12844324,0.407227271,0.433382513,0.24529639,0.455625606,0.422456093,0.420537583,0.448722799,0.384067877
cg12850379,0.046841277,0.125352406,0.051285254,0.040715657,0.036819465,0.040533768,0.061056326,0.063574689
cg12908916,0.920220061,0.870835979,0.858507719,0.914783039,0.507856831,0.867112096,0.562803797,0.562822608
cg12924430,0.979776799,0.987643761,0.929957236,0.897335426,0.971998824,0.98107822,0.965020845,0.958701749
cg12927753,0.939719219,0.836772376,0.82282716,0.836748755,0.938337918,0.936474207,0.832992571,0.842012634
cg12938556,0.356394988,0.423634199,0.254143404,0.523384241,0.153562619,0.339902595,0.086072237,0.023498566
cg12944343,0.118451872,0.62061558,0.412991908,0.516502151,0.115086843,0.097032241,0.278689648,0.323523298
cg13027206,0.852815095,0.653463229,0.871508323,0.871755585,0.82184549,0.841029207,0.939726925,0.854855774
cg13033722,0.33375939,0.550760796,0.352073526,0.31873563,0.586877105,0.86981026,0.575711806,0.621107721
cg13050716,0.792414768,0.74905853,0.857592291,0.935143118,0.614187048,0.808043013,0.608973975,0.722564547
cg13126871,0.210671612,0.155459606,0.352000463,0.456628497,0.125504685,0.318476201,0.220519796,0.247993517
cg13128596,0.3559003579999999,0.537431857,0.768406904,0.604489206,0.520370978,0.520647145,0.632688134,0.639543762
cg13132497,0.368681069,0.742316671,0.870833669,0.746762826,0.81040901,0.345849219,0.728524297,0.803468257
cg13172549,0.1438814,0.379705307,0.225001784,0.820828228,0.138851766,0.151947829,0.214382777,0.129217661
cg13176979,0.589773485,0.495501044,0.847259107,0.737596807,0.103718954,0.135866317,0.436231911,0.749852574
cg13186228,0.482073169,0.495688277,0.468134001,0.544877384,0.482648965,0.544424395,0.430051789,0.431654761
cg13198297,0.405966102,0.402790716,0.258823772,0.700698749,0.929156898,0.135487044,0.809696911,0.569580416
cg13207180,0.932272756,0.953835642,0.775662118,0.888796958,0.804723912,0.940739012,0.826004562,0.796536242
cg13252700,0.125798196,0.331885562,0.785319019,0.768096761,0.060447302,0.544501686,0.022871621,0.430033279
cg13278353,0.947630427,0.741684647,0.7798379,0.852838834,0.959971664,0.921188039,0.963352481,0.949453622
cg13289019,0.379284285,0.361175428,0.332049494,0.371306678,0.391461025,0.417441601,0.388179921,0.343673857
cg13307058,0.809560319,0.529325379,0.450328603,0.667096883,0.864784225,0.821402572,0.775447716,0.645540115
cg13316472,0.537007492,0.503712881,0.92874745,0.562634554,0.501587318,0.924967212,0.731353866,0.668583377
cg13377056,0.865022203,0.799709573,0.662251068,0.886323831,0.530541311,0.902753358,0.648886094,0.732003276
cg13393036,0.481154362,0.541363886,0.511989592,0.29400788,0.362598008,0.424761425,0.374676316,0.553700398
cg13405775,0.93538326,0.809872655,0.862699584,0.941937779,0.9210248,0.90318702,0.878600989,0.791890642
cg13428066,0.524676045,0.603310928,0.697261935,0.723772656,0.606648304,0.65249731,0.535815373,0.588896854
cg13477101,0.885216576,0.738376045,0.852416304,0.88151097,0.847435278,0.889307495,0.790363773,0.921114905
cg13500113,0.650063313,0.936687195,0.344736772,0.860091501,0.100884822,0.731516201,0.567991419,0.491446996
cg13522882,0.374345397,0.462381716,0.765694308,0.69822366,0.279698466,0.296438886,0.256059679,0.208733415
cg13567405,0.933701105,0.817309056,0.871290875,0.918493169,0.531192987,0.898696456,0.739990323,0.717096586
cg13572782,0.235142925,0.487146989,0.164760761,0.223517128,0.223540604,0.239720733,0.25681937,0.10618033
cg13668471,0.859681544,0.679894653,0.676255648,0.863191411,0.863118422,0.843700233,0.345253939,0.938657934
cg13681655,0.325220789,0.532633602,0.145279669,0.586570916,0.38279589,0.36539451,0.7883703,0.541681194
cg13683194,0.58942919,0.792804028,0.899698069,0.869137561,0.549679927,0.540058311,0.737697657,0.73406811
cg13687570,0.465410799,0.452429759,0.443455354,0.34580674,0.470420929,0.485435052,0.566078283,0.644082777
cg13697378,0.97695922,0.853164617,0.990471748,0.93471103,0.971635143,0.9770327,0.988481412,0.987582589
cg13734401,0.708110004,0.402900515,0.563545911,0.931084399,0.504968805,0.089975167,0.428437504,0.61856336
cg13736514,0.501328973,0.462101976,0.696497698,0.5877182,0.511844505,0.513112634,0.54347565,0.658823175
cg13805518,0.911489952,0.819396319,0.906684414,0.847570472,0.87634109,0.922557276,0.937904338,0.548809439
cg13809441,0.912697385,0.7741648,0.938589318,0.944093047,0.938408875,0.908872735,0.935910005,0.947007145
cg13812291,0.088855375,0.306747909,0.195008875,0.289626954,0.066854764,0.104699927,0.078049378,0.084419485
cg13835029,0.149893818,0.502613342,0.416878762,0.56367352,0.840016779,0.17742058,0.167060511,0.526301751
cg13845105,0.056811527,0.21078815,0.035605992,0.07502293,0.067479254,0.092258254,0.048027916,0.110956487
cg13865488,0.88970525,0.767927851,0.942154988,0.957341839,0.903282297,0.909227849,0.939517863,0.953053458
cg13884376,0.654845376,0.651237977,0.35154461,0.788796063,0.891830518,0.930481566,0.809337243,0.728043471
cg13904574,0.821391868,0.661981957,0.938157383,0.773483518,0.819291516,0.810130531,0.85444708,0.761095133
cg13928427,0.787500946,0.708023787,0.855903545,0.768913908,0.788112749,0.529446041,0.862077131,0.786340803
cg13952159,0.555532534,0.480538591,0.554493423,0.715459151,0.48878704,0.448815623,0.549707937,0.840228522
cg13972423,0.838963688,0.517036452,0.878633443,0.78314916,0.915877216,0.889001536,0.902980675,0.866378905
cg13975106,0.938028692,0.886103806,0.893066669,0.842587746,0.478014993,0.939054703,0.45387607,0.825111852
cg13978566,0.045765013,0.034210514,0.038301468,0.060880926,0.043734908,0.518024638,0.022186647,0.146167022
cg13980266,0.08872625,0.359408663,0.043628222,0.228437618,0.093092059,0.089765978,0.050793781,0.143349521
cg13981838,0.087727589,0.189398237,0.109718053,0.295978971,0.517871327,0.516677963,0.834114582,0.606576003
cg13989519,0.94402079,0.928706784,0.928884888,0.878503608,0.933403893,0.943883843,0.928486109,0.884028418
cg14032732,0.859670174,0.65161926,0.85615903,0.874491523,0.823553613,0.831592809,0.92330622,0.887030123
cg14047153,0.95717109,0.979731926,0.495446723,0.882751605,0.742737323,0.444330026,0.765105898,0.561345486
cg14058329,0.982518786,0.946764468,0.890014507,0.986544351,0.976847494,0.989161058,0.980101088,0.979357159
cg14068301,0.071369438,0.272498344,0.187316606,0.19590653,0.061706363,0.086682708,0.054271035,0.038198261
cg14076977,0.011192485,0.010040236,0.013445273,0.027430909,0.011934555,0.050731575,0.01715274,0.017325748
cg14093127,0.90116202,0.751331457,0.910935623,0.92668744,0.381192458,0.896000996,0.729531116,0.475393858
cg14113351,0.853746372,0.7322798,0.919764204,0.905573124,0.841056272,0.67947608,0.649145724,0.847365812
cg14166009,0.439050663,0.455093832,0.377076562,0.356531822,0.449890883,0.432863245,0.540266962,0.551488495
cg14202048,0.899707411,0.80662714,0.941282625,0.933376658,0.880200975,0.876852766,0.919154648,0.930113166
cg14242696,0.056734875,0.063502703,0.13720647,0.289210507,0.052512153,0.571946565,0.20275148,0.374593634
cg14340463,0.090288241,0.321183815,0.228848454,0.38388218,0.103088149,0.12525184,0.211055481,0.16088131
cg14386312,0.890105644,0.820034695,0.842903263,0.929530444,0.89651899,0.895794594,0.941553322,0.94011229
cg14413354,0.224819637,0.473328073,0.084302107,0.461662755,0.052357105,0.043557764,0.071386742,0.052920961
cg14417784,0.450145727,0.392080079,0.290352292,0.470978908,0.445912863,0.446087562,0.298461208,0.449639547
cg14562054,0.353269396,0.332571872,0.115482727,0.338007361,0.237882071,0.325317099,0.285242252,0.417136886
cg14580228,0.785825447,0.920471654,0.933827042,0.902546821,0.547177632,0.959578069,0.849943691,0.944347122
cg14595683,0.354239982,0.357396316,0.299835077,0.384123784,0.183046764,0.408585264,0.124326452,0.406712751
cg14604066,0.814437444,0.950418077,0.982101772,0.981311593,0.977334356,0.97977078,0.992634721,0.989361019
cg14637144,0.789952304,0.696864276,0.92029193,0.813904476,0.670621742,0.56234267,0.84877474,0.905985701
cg14643390,0.940569787,0.953288438,0.846932052,0.797207412,0.564744748,0.953759142,0.568956155,0.726609441
cg14644378,0.126988908,0.182579845,0.090873258,0.213872684,0.082920081,0.05793105,0.046060665,0.30224906
cg14693391,0.535412016,0.588232793,0.699237426,0.785481964,0.79842591,0.779442045,0.834848575,0.70423319
cg14700230,0.573147447,0.830353802,0.624824661,0.530874322,0.497380386,0.496355457,0.441156626,0.504844131
cg14759494,0.939387073,0.892894222,0.840779743,0.773330485,0.935183444,0.93451219,0.930679872,0.893803175
cg14794655,0.838885733,0.765562654,0.931202446,0.76680044,0.817472083,0.496582187,0.899492808,0.525737857
cg14837974,0.883734618,0.467439711,0.101145188,0.310204422,0.890874329,0.908530562,0.817286692,0.512550319
cg14847483,0.946810961,0.790659222,0.906586589,0.896961126,0.935467122,0.933616944,0.899697065,0.910291525
cg14850026,0.465174242,0.519630065,0.096982304,0.547825034,0.183378674,0.824782315,0.594923428,0.460974658
cg14866167,0.754702826,0.81674631,0.674645832,0.776733749,0.482034015,0.459781406,0.870117934,0.708754228
cg14883961,0.707526319,0.820355699,0.937231473,0.859938965,0.599186689,0.852655836,0.789730694,0.689047461
cg14893161,0.925192207,0.910438577,0.919870099,0.942834654,0.934929146,0.933011406,0.959998967,0.931447417
cg14934242,0.868881317,0.52828876,0.957092406,0.936986011,0.89337249,0.494505963,0.907886296,0.962126037
cg14952312,0.080847956,0.472148571,0.261715947,0.313191855,0.336352221,0.112722167,0.218703856,0.170288796
cg14965694,0.86671729,0.714578394,0.867784086,0.858864856,0.824291297,0.867537543,0.85463022,0.763992621
cg15002904,0.905812067,0.870283385,0.950978636,0.948168977,0.667719307,0.963180559,0.951252055,0.969427023
cg15007983,0.908659706,0.706757853,0.736358067,0.775355773,0.460929297,0.466730175,0.873531056,0.862091297
cg15008743,0.905097605,0.692852912,0.795446751,0.770812529,0.821796174,0.856127093,0.781078353,0.277181069
cg15117372,0.02057599,0.031078348,0.022747707,0.031309615,0.070231495,0.020281191,0.094829338,0.140941133
cg15147215,0.137054772,0.344576827,0.021910856,0.013789092,0.106346621,0.136719978,0.114912373,0.030808007
cg15199987,0.506526825,0.941366847,0.834474875,0.875090983,0.941694126,0.936101798,0.860992796,0.809305204
cg15200445,0.254430076,0.585797713,0.831964064,0.45085868,0.521239996,0.537705241,0.284100124,0.436250199
cg15212455,0.942082782,0.868217573,0.574365228,0.909300908,0.794368183,0.89620817,0.76451475,0.788523242
cg15224459,0.334497636,0.253970854,0.450613692,0.28537614,0.407319119,0.360919532,0.321360487,0.322872821
cg15235999,0.934421331,0.739961605,0.927075739,0.882912422,0.938281172,0.917701486,0.952569492,0.914294636
cg15241074,0.801993398,0.829972727,0.580457246,0.825843233,0.91778634,0.913804729,0.865311841,0.860779434
cg15246712,0.106379129,0.324604647,0.099658216,0.565019135,0.080550697,0.933979367,0.153981569,0.456739443
cg15319824,0.099482404,0.30354429,0.090372925,0.155815939,0.110757174,0.091357401,0.101824477,0.380553592
cg15359390,0.071243252,0.47336569,0.068188632,0.208971691,0.45673311,0.13881834,0.485275847,0.459521541
cg15401418,0.934818728,0.79282217,0.952833372,0.978311052,0.920860886,0.946989479,0.983472532,0.971844094
cg15414638,0.921807733,0.749188835,0.902963463,0.832430327,0.874903326,0.909993846,0.797750906,0.878046299
cg15425811,0.909924544,0.733619551,0.584719683,0.454509636,0.91144619,0.886539155,0.928958448,0.922604818
cg15464821,0.24566917,0.07226,0.10692581,0.425812768,0.058812114,0.056001536,0.036764335,0.069507448
cg15469871,0.021079893,0.018121492,0.053005553,0.037668701,0.024777628,0.025009743,0.02073324,0.029607329
cg15551981,0.402579854,0.559780828,0.321401245,0.820993679,0.883680085,0.151870004,0.602981051,0.270832708
cg15690542,0.634918987,0.512989165,0.879959995,0.788864471,0.487558723,0.791992672,0.769722886,0.700300855
cg15697225,0.841565118,0.619477672,0.945936505,0.945291638,0.843350702,0.839439856,0.803391229,0.944935666
cg15701794,0.58936096,0.527295893,0.465633671,0.427771589,0.583897647,0.576827547,0.815557576,0.79839729
cg15702949,0.137005004,0.27839478,0.062198959,0.028369149,0.094109195,0.134093437,0.063581021,0.150372068
cg15711727,0.510703045,0.446581377,0.434518061,0.301339857,0.51539398,0.522571335,0.550147267,0.096900025
cg15721243,0.875035023,0.700461379,0.550401229,0.858435024,0.199437854,0.862167971,0.916022597,0.893089578
cg15777261,0.046789829,0.155275375,0.081320444,0.106271967,0.041745711,0.059605915,0.069789571,0.146352972
cg15808472,0.392850564,0.79997313,0.876663119,0.837341827,0.907856109,0.907761326,0.867531232,0.813349225
cg15854394,0.900832046,0.906632861,0.931788116,0.91285984,0.901678471,0.167625948,0.925584209,0.920245194
cg15867944,0.553472025,0.437944604,0.78424327,0.657520398,0.395346649,0.578544661,0.451731441,0.632794081
cg15881597,0.898304243,0.887916233,0.908085131,0.869554815,0.186374811,0.268530254,0.60806799,0.871418885
cg15907060,0.078906613,0.260335692,0.555696537,0.084318931,0.137430158,0.458623489,0.290943886,0.300991428
cg15996644,0.805546209,0.731226005,0.822947186,0.473928192,0.587338825,0.554006475,0.863007474,0.867354608
cg16064054,0.831650885,0.673025617,0.888585892,0.739140704,0.844421146,0.72306248,0.778030159,0.70495285
cg16127514,0.532706651,0.792214818,0.934133755,0.627970884,0.509759531,0.48170493,0.767748445,0.732259063
cg16148270,0.668980015,0.703323488,0.840639323,0.861409487,0.675621745,0.663563754,0.6963595,0.75393171
cg16172549,0.494304129,0.534832037,0.739757571,0.681438438,0.067799458,0.507994618,0.605016172,0.792042604
cg16243243,0.580036384,0.471624653,0.487789615,0.819232725,0.500481577,0.794239039,0.536583,0.633141268
cg16254756,0.3792071,0.414028329,0.418840626,0.389557854,0.528681155,0.631918211,0.458876451,0.562898734
cg16266669,0.729113491,0.76488588,0.974927667,0.941081457,0.941919216,0.914046152,0.561820525,0.778973614
cg16274899,0.848051899,0.742106965,0.598451913,0.905410168,0.870378699,0.878048464,0.855723265,0.967278512
cg16296679,0.501550138,0.505204932,0.714933458,0.75513321,0.487361306,0.505969124,0.654281054,0.629990858
cg16303742,0.899127033,0.452081922,0.668146905,0.731802355,0.894507048,0.881427732,0.91379915,0.903447263
cg16311302,0.538128656,0.527329136,0.742997098,0.554189359,0.505302318,0.887203711,0.61058469,0.761592122
cg16314899,0.507847927,0.589778422,0.639296866,0.765875219,0.512607408,0.574533544,0.846278977,0.748815681
cg16319129,0.384810315,0.29399366,0.084822873,0.415357809,0.087228913,0.103866949,0.861238461,0.894436347
cg16345566,0.437876119,0.392028321,0.33656875,0.600096996,0.488255656,0.457716065,0.346648155,0.506696492
cg16380632,0.918385246,0.720983161,0.89467689,0.759434533,0.906533638,0.910112267,0.927928502,0.874596274
cg16387467,0.092181955,0.08270065,0.391738575,0.81480144,0.2237918,0.281935654,0.31326204,0.132851071
cg16391973,0.377129494,0.394283639,0.592705348,0.566970387,0.427967739,0.399244408,0.446584831,0.564670135
cg16413785,0.087028063,0.155020429,0.605025227,0.206821246,0.879485703,0.150455735,0.67105785,0.644475421
cg16430166,0.848288235,0.691372498,0.936033322,0.796217734,0.868004209,0.862666127,0.936295995,0.959973232
cg16470716,0.841766133,0.645485444,0.958634203,0.824363296,0.841208513,0.848414321,0.942754922,0.87250298
cg16475891,0.647535631,0.577623867,0.777748344,0.633589801,0.532178378,0.51740099,0.407092779,0.706729706
cg16496269,0.479849634,0.806654533,0.953488099,0.689099934,0.930910733,0.585523043,0.862424116,0.949968885
cg16527418,0.445906399,0.474423951,0.151633837,0.44553314,0.459600149,0.467685483,0.421636737,0.496007021
cg16533146,0.284345965,0.487127597,0.555526014,0.607443959,0.204530276,0.475412108,0.544455775,0.2709609
cg16585333,0.892534977,0.697904326,0.814560876,0.958165075,0.933401164,0.898211218,0.964890375,0.931874483
cg16602369,0.133920091,0.103906208,0.43245462,0.376717741,0.13397543,0.111333359,0.154989951,0.214394768
cg16645423,0.497358972,0.515600055,0.555663191,0.705697935,0.859881705,0.200744433,0.167139786,0.056412814
cg16659026,0.911667133,0.627539133,0.971267377,0.846218538,0.928372439,0.873452946,0.9741383,0.954081961
cg16664617,0.099715553,0.253179569,0.362968431,0.110847886,0.093506482,0.078521796,0.08665729,0.06427417
cg16681083,0.20718518,0.555206078,0.028174502,0.18669064,0.852301448,0.136875446,0.963007927,0.644316657
cg16714096,0.457323963,0.582406971,0.398115681,0.697511815,0.84374454,0.464048754,0.951277474,0.925741727
cg16717267,0.803730329,0.772452484,0.917733776,0.809957552,0.868473958,0.497471121,0.565700324,0.611273047
cg16735509,0.501950332,0.481734978,0.761557626,0.654402439,0.469537873,0.479334678,0.578607911,0.47527653
cg16740427,0.091101676,0.544853645,0.526845411,0.383488255,0.058591759,0.089746679,0.633889229,0.662564563
cg16743289,0.097405628,0.294995414,0.050638168,0.094968874,0.085500757,0.115440487,0.050070936,0.078289909
cg16752400,0.511543194,0.571383124,0.78078037,0.558361986,0.51525083,0.504604304,0.531681836,0.554444425
cg16814023,0.525853474,0.229580677,0.26584435,0.078183576,0.059198399,0.935476106,0.880195868,0.924517843
cg16852440,0.111467225,0.16854661,0.033171774,0.063407897,0.46268645,0.135502054,0.413489384,0.334972969
cg16893174,0.818547759,0.612115373,0.89349344,0.63007274,0.830542451,0.780683079,0.862467266,0.906248856
cg16926213,0.147848294,0.373502598,0.091661882,0.050137387,0.101820546,0.160746607,0.069294563,0.035939265
cg17006282,0.587339787,0.829935114,0.139540379,0.853055314,0.562701772,0.562600063,0.67067142,0.672846002
cg17016000,0.928377044,0.940923436,0.704756022,0.756396074,0.880405576,0.929772269,0.708070217,0.597456763
cg17074431,0.120110327,0.376522348,0.164908839,0.096433805,0.071602322,0.12856056,0.044273356,0.085516638
cg17098387,0.570213777,0.64634368,0.636667337,0.570062743,0.526481971,0.738171087,0.713686526,0.42547429
cg17118836,0.960839317,0.858585409,0.929664557,0.942571179,0.611943558,0.912965362,0.693893482,0.881648946
cg17174814,0.935075463,0.796715695,0.905749826,0.978932816,0.970945628,0.93683719,0.99219543,0.982366518
cg17186388,0.267227668,0.316415958,0.074133301,0.275623997,0.159907131,0.504045035,0.067322976,0.071147171
cg17191109,0.174529116,0.214464806,0.407952221,0.173733398,0.031705084,0.048711771,0.07540372,0.077487002
cg17254383,0.809777754,0.858794988,0.618317753,0.89512804,0.561467307,0.796691862,0.898685186,0.683571623
cg17259096,0.875625842,0.771576877,0.948733292,0.95656874,0.856840741,0.866739887,0.872802148,0.947210393
cg17306686,0.217757222,0.277299467,0.045162362,0.566085049,0.028885109,0.490296303,0.091192974,0.230963821
cg17333886,0.828665251,0.738582435,0.958800017,0.926295737,0.819080382,0.864297742,0.882590128,0.877895067
cg17393917,0.906379697,0.701462312,0.88711115,0.731433455,0.698018497,0.909436336,0.881639718,0.864371669
cg17397069,0.864494385,0.758435923,0.88974112,0.943867168,0.623366061,0.835544993,0.900651135,0.861021444
cg17420585,0.48485497,0.769251296,0.549661138,0.646855943,0.460228785,0.687911642,0.192764614,0.436991854
cg17434008,0.799128653,0.461784426,0.928955386,0.883846562,0.789939038,0.801044148,0.929055187,0.912023237
cg17445212,0.838556278,0.794876335,0.63305533,0.248727145,0.526023728,0.792586781,0.451461895,0.528858244
cg17468100,0.625159713,0.751543958,0.428707768,0.491272752,0.498888806,0.557796856,0.840414788,0.68242194
cg17491987,0.709203911,0.636920392,0.960545965,0.926656379,0.884035217,0.881118544,0.516762951,0.7334343
cg17500703,0.55331929,0.567789906,0.495520441,0.609961566,0.912451357,0.562729011,0.92562715,0.91389625
cg17511472,0.943634834,0.819711326,0.910723344,0.964139438,0.933053892,0.932618296,0.954823484,0.948372782
cg17605021,0.554772519,0.510453255,0.654883499,0.812393082,0.546910592,0.561311631,0.682169393,0.806589207
cg17610933,0.86717402,0.840817521,0.951730829,0.864615235,0.50223376,0.880431458,0.793817525,0.957271849
cg17668731,0.521679317,0.656890868,0.363794727,0.602560894,0.265715773,0.622870161,0.705945689,0.27658116
cg17680092,0.891316701,0.80192401,0.848383583,0.864403505,0.41586433,0.896189829,0.521892718,0.799114285
cg17692971,0.11080224,0.333898349,0.186380979,0.44023251,0.088451513,0.109905503,0.079495935,0.137459331
cg17694351,0.78429642,0.575124529,0.738921182,0.847645673,0.775452055,0.787057015,0.843569107,0.91661044
cg17713488,0.457248072,0.710777107,0.807445081,0.733844445,0.689331247,0.253488069,0.732248503,0.656856064
cg17723381,0.544001188,0.875394095,0.752230041,0.760593211,0.299284374,0.788934947,0.749213325,0.581712251
cg17795240,0.077554852,0.112303025,0.33591434,0.259803139,0.922072536,0.066549886,0.357716532,0.778622115
cg17805072,0.691911148,0.609535405,0.719048275,0.800947628,0.842628845,0.827295562,0.691496486,0.88471647
cg17820828,0.135100875,0.380340752,0.05258836,0.22563611,0.114172434,0.157535516,0.07594451,0.030224911
cg17839611,0.351020593,0.256398058,0.928816895,0.375428814,0.853931702,0.820216447,0.212864629,0.071899202
cg17877220,0.87229562,0.727999606,0.669356901,0.869540171,0.891632736,0.856786754,0.913113808,0.830039137
