Labels,UA L 1,UA  L 2,UB L 3,UB 4,UB L -1,UA L -2,UA L -3,UB L -4
cg11228126,0.592769588,0.584765626,0.201639114,0.476180369,0.389482388,0.673267523,0.61777504,0.52446522
cg11245181,0.119478743,0.193321921,0.138117477,0.337960379,0.516507558,0.209937199,0.260670658,0.295466812
cg11291081,0.899151811,0.682081128,0.679003435,0.666359429,0.647054091,0.913907006,0.630464304,0.607371711
cg11322797,0.020163038,0.019331414,0.018971819,0.019794525,0.024607672,0.026596603,0.025297737,0.028041329
cg11351987,0.039182611,0.321085292,0.031417858,0.104232857,0.129495499,0.061862559,0.319152749,0.289716582
cg11363527,0.529743743,0.799415288,0.707761321,0.534355528,0.714039986,0.542798972,0.75550274,0.603043714
cg11376198,0.950986093,0.980613955,0.970373522,0.962229777,0.979573693,0.965437764,0.972710149,0.958287627
cg11413657,0.051277185,0.041064715,0.044217424,0.048980265,0.061838873,0.112034913,0.059900736,0.049786005
cg11503210,0.486405853,0.583239055,0.487462995,0.478980847,0.437269699,0.553899201,0.577361929,0.295689345
cg11522683,0.472943709,0.507478011,0.099116508,0.386068263,0.158809879,0.523644111,0.420878768,0.137581912
cg11524454,0.542926374,0.745245743,0.635052947,0.654304773,0.44512654,0.585055384,0.809668282,0.488142773
cg11544420,0.553025983,0.520139216,0.51273838,0.534322833,0.520907866,0.482144295,0.515949566,0.515985729
cg11586189,0.381626757,0.724960005,0.195878011,0.329412602,0.293877708,0.62328032,0.478304041,0.28330161
cg11588844,0.355164619,0.437734833,0.313214378,0.324818303,0.279662193,0.398711156,0.385794249,0.235507649
cg11596009,0.671908183,0.954141346,0.953310376,0.952513307,0.940812068,0.948795722,0.906857597,0.937335809
cg11600596,0.952369037,0.730877617,0.672509667,0.704875477,0.609475367,0.920790126,0.890880294,0.673312366
cg11608150,0.572843165,0.554947664,0.383825369,0.357668347,0.289765978,0.585435726,0.531256476,0.407127354
cg11617938,0.59740472,0.861098992,0.709743253,0.694120237,0.391493523,0.765662927,0.862163285,0.328603683
cg11653233,0.567801462,0.512184087,0.344824865,0.413666384,0.198048689,0.479720541,0.596274947,0.497129577
cg11656177,0.336661117,0.371742956,0.15312466,0.12592718,0.321541906,0.302496726,0.299669553,0.333351883
cg11702085,0.917037245,0.946803557,0.951430591,0.958034757,0.963815644,0.957896636,0.958509354,0.967486077
cg11719362,0.934364847,0.91949391,0.935513082,0.928725409,0.937507673,0.916685998,0.931118341,0.888130956
cg11738485,0.024744349,0.02658633,0.025526727,0.026271438,0.031139225,0.032884659,0.032896539,0.035075514
cg11738486,0.717665133,0.955576324,0.182254692,0.380343774,0.440640275,0.666683319,0.82391985,0.205290529
cg11749010,0.028841456,0.024572042,0.024344258,0.023249397,0.0276067,0.026414695,0.025232555,0.027179727
cg11800117,0.291140216,0.352971786,0.366983307,0.451208588,0.473276898,0.144613138,0.171300535,0.253763487
cg11828983,0.314420977,0.546832806,0.265001068,0.356369271,0.382784108,0.418840172,0.527827927,0.295812692
cg11835209,0.103994211,0.082576941,0.440910056,0.438758631,0.333782409,0.065023744,0.09082234,0.531390742
cg11860005,0.253413122,0.553405093,0.75200198,0.837147794,0.589634336,0.451888292,0.532603142,0.819719106
cg11871991,0.089017334,0.079241639,0.054876237,0.10853478,0.151745373,0.053637947,0.200306352,0.471455374
cg11965913,0.341240025,0.353322998,0.33799922,0.358428463,0.303694834,0.316195999,0.321166188,0.323139926
cg11989576,0.50863233,0.8978442,0.513389057,0.485543693,0.440450705,0.506950632,0.647178246,0.443235538
cg12041401,0.807250307,0.801103998,0.471838881,0.550608082,0.587180808,0.40939078,0.671484822,0.440208819
cg12054318,0.420703145,0.373583922,0.429113439,0.406010124,0.393491431,0.378844152,0.32286039,0.343995196
cg12064504,0.660325668,0.415315723,0.415535465,0.432333764,0.219915971,0.541883854,0.449737031,0.177708552
cg12080831,0.540189776,0.221710913,0.04100061,0.040437375,0.050463346,0.502992153,0.550364499,0.093178684
cg12135344,0.051547061,0.027163884,0.020957548,0.056570025,0.020913413,0.024067065,0.024830948,0.025455492
cg12152384,0.078553786,0.362185468,0.32414176,0.470004433,0.439268935,0.08784049,0.159108301,0.517811873
cg12174804,0.93018022,0.953666416,0.963826985,0.963266272,0.927272627,0.91372299,0.935082013,0.921680875
cg12215294,0.888925778,0.87356144,0.914532614,0.894065346,0.925028713,0.914061843,0.875736105,0.869423543
cg12253469,0.425677446,0.526192854,0.596329256,0.583669109,0.546860986,0.406919329,0.479924827,0.560522924
cg12319143,0.309417332,0.388979111,0.460630199,0.398571633,0.364527158,0.335547506,0.351876324,0.387093816
cg12324629,0.909689818,0.91180505,0.916400169,0.898235743,0.953632436,0.898903481,0.936974963,0.939702969
cg12350309,0.438028125,0.603805403,0.575767418,0.370153918,0.578158765,0.575400362,0.583039785,0.366794542
cg12404181,0.402329732,0.426515505,0.457961978,0.211836047,0.287526294,0.336082975,0.41692969,0.250126772
cg12450708,0.666639713,0.672199955,0.186705211,0.426426645,0.425288316,0.680692331,0.665991686,0.343482302
cg12460175,0.113646165,0.138621332,0.407035414,0.571780923,0.509767438,0.222143239,0.275665134,0.291507059
cg12473775,0.502229243,0.756978844,0.642790386,0.728967113,0.848162481,0.615150075,0.65198601,0.750481472
cg12492938,0.851424562,0.867705995,0.842506016,0.854329402,0.859777943,0.863790158,0.847497325,0.868891188
cg12500876,0.099846629,0.09703164,0.069902904,0.116108995,0.067875523,0.077174761,0.12282441,0.149395165
cg12553689,0.497014676,0.478926571,0.487546597,0.471646059,0.467711686,0.489871409,0.461515099,0.541201395
cg12574576,0.629053817,0.45609998,0.130595809,0.278641724,0.345393041,0.519063128,0.760449398,0.184876023
cg12586386,0.031151661,0.060117427,0.034323439,0.051071834,0.033882338,0.051636841,0.072171721,0.070676925
cg12588917,0.022011325,0.096668648,0.023395871,0.015668439,0.018650464,0.017727917,0.026183513,0.017209055
cg12615761,0.911493878,0.93094554,0.929133714,0.926385286,0.839530901,0.872323123,0.841759215,0.794454633
cg12668399,0.598585787,0.914722361,0.895233569,0.902896171,0.870388904,0.621969602,0.943779977,0.894042246
cg12690119,0.365178766,0.106288114,0.040713397,0.078539517,0.041638374,0.125336664,0.279333682,0.043827037
cg12705353,0.625961271,0.612842426,0.599724888,0.660451656,0.630574171,0.573004824,0.676020911,0.527775954
cg12765123,0.582491333,0.542604218,0.348222244,0.470769672,0.467549312,0.480448268,0.558292604,0.443924714
cg12798194,0.082674187,0.289643612,0.594778249,0.525784451,0.410424372,0.250017523,0.252658782,0.503536554
cg12809031,0.117663566,0.10624355,0.29667442,0.144668525,0.443907788,0.113329754,0.117418565,0.08694634
cg12840312,0.945897714,0.968406961,0.963645214,0.94488473,0.961497668,0.956062303,0.962277087,0.950694325
cg12844324,0.068815189,0.061886004,0.040761447,0.076300912,0.042249304,0.068374413,0.06186623,0.049534692
cg12850379,0.518302005,0.93561677,0.925710404,0.684632579,0.71826163,0.653247382,0.943433844,0.682799995
cg12908916,0.040796035,0.049489956,0.263735889,0.461755653,0.396824703,0.050793671,0.043264208,0.21732728
cg12924430,0.905981129,0.977335702,0.970964811,0.980302307,0.975651966,0.97307891,0.969751607,0.967410901
cg12927753,0.389478492,0.663200901,0.871512264,0.768755993,0.701096211,0.61263468,0.493196606,0.688251983
cg12938556,0.137838639,0.517938754,0.082543766,0.114665815,0.1799131,0.345276581,0.47951797,0.219930592
cg12944343,0.817898141,0.64952174,0.648751,0.627465557,0.653239117,0.493954417,0.470906338,0.618479632
cg13027206,0.351793748,0.628049455,0.323047664,0.402015031,0.278404168,0.396322963,0.456071317,0.36707755
cg13033722,0.51564727,0.497056157,0.174037417,0.151896097,0.300850641,0.407318928,0.464030476,0.146212347
cg13050716,0.170594431,0.122310758,0.32622325,0.448622611,0.384045721,0.161307303,0.207402287,0.11294641
cg13126871,0.459728258,0.526724749,0.360914744,0.473095302,0.437923248,0.377722515,0.398491489,0.432328842
cg13128596,0.074243346,0.103780857,0.085256988,0.434848427,0.197090485,0.061080337,0.297176598,0.355146146
cg13132497,0.524914703,0.91384762,0.703382527,0.813445199,0.876539182,0.723044195,0.875650264,0.923797027
cg13172549,0.070630382,0.051537444,0.05119247,0.062301734,0.04282068,0.036005314,0.051158753,0.047749564
cg13176979,0.42793555,0.158161082,0.416923466,0.470962107,0.212650726,0.315561869,0.288255948,0.494355967
cg13186228,0.016405316,0.020756584,0.022044028,0.022175628,0.024022553,0.025052592,0.03186042,0.026251158
cg13198297,0.057064544,0.56570536,0.152991111,0.126104326,0.06113805,0.079344311,0.5926842,0.127117904
cg13207180,0.911455849,0.913140536,0.79238424,0.793964077,0.868166515,0.926315759,0.906489179,0.877805081
cg13252700,0.029614923,0.059338922,0.026050333,0.030430133,0.030759079,0.040924268,0.03692565,0.033434128
cg13278353,0.502002273,0.500145815,0.574704178,0.457063767,0.438229689,0.463065152,0.458282239,0.419381421
cg13289019,0.935998107,0.941612576,0.962603704,0.952515542,0.914984334,0.928033433,0.929502681,0.92217603
cg13307058,0.313349549,0.959437511,0.470377947,0.410283399,0.333250822,0.653847204,0.919561917,0.324849551
cg13316472,0.896150793,0.937140297,0.923859253,0.78626411,0.930990089,0.944948972,0.959005465,0.847905978
cg13377056,0.630327131,0.857297773,0.534487867,0.36237903,0.457071067,0.660924596,0.747004761,0.532874976
cg13393036,0.335499634,0.465396118,0.41875022,0.366429962,0.347933609,0.242683398,0.211442161,0.303450714
cg13405775,0.432085939,0.521997165,0.651452269,0.643434849,0.716956057,0.370179432,0.442932423,0.684645163
cg13428066,0.617548606,0.805281054,0.550483575,0.736436729,0.690636753,0.679213379,0.639248377,0.785769257
cg13477101,0.885863274,0.925930826,0.90168301,0.91828989,0.906302785,0.921582744,0.9558525,0.912426635
cg13500113,0.46717352,0.498850269,0.779859045,0.866243838,0.853760415,0.590040456,0.684039967,0.741347728
cg13522882,0.59016417,0.576326887,0.533490443,0.679228594,0.633771308,0.786231097,0.661150918,0.715006166
cg13567405,0.359298247,0.264708393,0.762048003,0.790080592,0.738175629,0.42452762,0.667576523,0.674085531
cg13572782,0.115065764,0.047812689,0.073864802,0.096736873,0.076612858,0.080449032,0.080555163,0.057132241
cg13668471,0.631517354,0.63661717,0.486685417,0.504038499,0.423070596,0.574768897,0.626931009,0.273580182
cg13681655,0.784034056,0.692427743,0.789508222,0.672219482,0.755945621,0.804100503,0.796747124,0.540954112
cg13683194,0.732090553,0.621417664,0.416639516,0.494119431,0.484106386,0.709383522,0.624913668,0.639091679
cg13687570,0.958918157,0.961983987,0.954896793,0.966398498,0.945029191,0.963680727,0.955313029,0.952627549
cg13697378,0.052566722,0.02119655,0.026543163,0.067150661,0.047065423,0.020142032,0.023867583,0.017619307
cg13734401,0.413873172,0.393539623,0.621837334,0.598872807,0.540497885,0.355451969,0.360279128,0.652052055
cg13736514,0.925423548,0.939435884,0.934024412,0.946706085,0.921169021,0.941919423,0.925957268,0.910885475
cg13805518,0.600948571,0.739519783,0.660653714,0.745055858,0.739593597,0.453988632,0.678757762,0.732502679
cg13809441,0.402942794,0.406153282,0.423603023,0.374065691,0.354477933,0.363970406,0.36870319,0.375765819
cg13812291,0.581473923,0.550750729,0.559084286,0.561590958,0.527714924,0.549870804,0.541733449,0.610917454
cg13835029,0.592152307,0.910458843,0.881076392,0.902008925,0.705597611,0.855780577,0.921486082,0.887766539
cg13845105,0.646257033,0.839814174,0.819870591,0.772163378,0.731088602,0.750418005,0.818620447,0.692263372
cg13865488,0.923679878,0.908141126,0.916800975,0.891538193,0.927611212,0.915087782,0.928304485,0.927134388
cg13884376,0.922828047,0.710528514,0.624252222,0.666649431,0.68435358,0.692769799,0.758575691,0.63837017
cg13904574,0.851223245,0.878059467,0.843392377,0.838568367,0.823245676,0.845389924,0.845909035,0.835975144
cg13928427,0.509451758,0.624996648,0.518740883,0.508365141,0.489760361,0.447368152,0.447619643,0.458315318
cg13952159,0.581489806,0.469248428,0.465448065,0.488759234,0.385650348,0.432232917,0.420691377,0.452693463
cg13972423,0.464578318,0.804264624,0.554503127,0.602728411,0.526222956,0.449283405,0.785126826,0.48848937
cg13975106,0.302897863,0.406112148,0.159061461,0.287004943,0.315443954,0.22173927,0.33302743,0.329359793
cg13978566,0.898225172,0.914616577,0.849423236,0.894945245,0.887953614,0.831596589,0.914416586,0.695075301
cg13980266,0.042519791,0.865765361,0.810791455,0.531394993,0.577037934,0.170593904,0.500522968,0.600369832
cg13981838,0.896622258,0.931260645,0.938615384,0.940987764,0.93476916,0.937276189,0.940627152,0.942025369
cg13989519,0.356704763,0.668170873,0.114864101,0.060421721,0.099103599,0.391551764,0.385291547,0.057034955
cg14032732,0.561078157,0.528194382,0.536145183,0.554381456,0.494689809,0.539956998,0.482266433,0.46850607
cg14047153,0.504833942,0.641082589,0.345416695,0.465497885,0.340777075,0.686157132,0.587355245,0.191479445
cg14058329,0.044397957,0.033878793,0.025608397,0.049285825,0.032172329,0.093390686,0.038502914,0.119315853
cg14068301,0.042788105,0.123571685,0.390488196,0.189493938,0.133683339,0.062740208,0.185047448,0.236014202
cg14076977,0.090516912,0.325352246,0.511280516,0.551722549,0.496214517,0.419389849,0.438668437,0.566786046
cg14093127,0.157513569,0.050446834,0.057180666,0.075384531,0.068703893,0.086192419,0.0680066,0.044662285
cg14113351,0.301529584,0.544710171,0.184560915,0.477153677,0.237581319,0.273080037,0.563694249,0.347514658
cg14166009,0.941039456,0.962070402,0.9545315,0.938543374,0.950826007,0.945583815,0.946844247,0.925692379
cg14202048,0.93017267,0.936367233,0.916118428,0.90974834,0.918778412,0.93076373,0.92196562,0.921026955
cg14242696,0.048052282,0.036070836,0.040471396,0.082844572,0.042457902,0.03919819,0.201199885,0.141402642
cg14340463,0.606085268,0.711684302,0.621187874,0.601723425,0.562678653,0.706791648,0.729119969,0.690112484
cg14386312,0.449331162,0.513258257,0.248051618,0.401916572,0.179614613,0.463484618,0.454988018,0.447537029
cg14413354,0.499802632,0.059201174,0.137966147,0.545617398,0.312803138,0.55810455,0.487452746,0.537165377
cg14417784,0.035928972,0.035268528,0.028878269,0.033804617,0.038043501,0.045718532,0.046815639,0.045174733
cg14562054,0.437690301,0.66578663,0.467486356,0.4498727,0.646886994,0.327905486,0.362086551,0.407674894
cg14580228,0.5222417,0.953390311,0.93649105,0.298556846,0.645807315,0.942717182,0.95275734,0.483779626
cg14595683,0.584462519,0.537752915,0.866142234,0.465059975,0.499110136,0.62720163,0.61666253,0.534617067
cg14604066,0.734369607,0.949031395,0.575160025,0.666946995,0.738621082,0.712607275,0.814148148,0.618404681
cg14637144,0.803261726,0.851373547,0.678413196,0.65157311,0.771191832,0.800628338,0.807543572,0.739926689
cg14643390,0.507575424,0.557546638,0.097209422,0.09012495,0.077323928,0.167129219,0.426413689,0.056019035
cg14644378,0.464052515,0.832924947,0.74944042,0.694875415,0.73498138,0.420083642,0.458132619,0.879657117
cg14693391,0.827406203,0.841855275,0.82469642,0.830531368,0.820286415,0.849494578,0.843966823,0.833335162
cg14700230,0.443437325,0.357997852,0.482724192,0.457539081,0.467311918,0.480904117,0.317517807,0.582262834
cg14759494,0.612952963,0.622879611,0.619136482,0.614757922,0.586805867,0.617316986,0.601628945,0.668120639
cg14794655,0.46180475,0.663395032,0.599804939,0.634913489,0.511538126,0.335511095,0.52953907,0.674941772
cg14837974,0.753624493,0.585504635,0.191827669,0.399605758,0.51559844,0.370523561,0.574218229,0.387530188
cg14847483,0.567890841,0.635412859,0.579103053,0.634951311,0.598520345,0.587738381,0.939186326,0.684839343
cg14850026,0.872957027,0.872865977,0.871939581,0.867433709,0.86432943,0.876046439,0.869188714,0.8674974
cg14866167,0.295027684,0.431922565,0.387696992,0.522686113,0.427370372,0.45555638,0.460704271,0.57742457
cg14883961,0.435389932,0.654681682,0.516818411,0.659772795,0.656309605,0.311278832,0.454034555,0.57009634
cg14893161,0.404789192,0.417807525,0.442615735,0.413565428,0.344885394,0.35208505,0.376385658,0.386025333
cg14934242,0.478589818,0.47147319,0.343983434,0.314842445,0.30097295,0.275714673,0.415713383,0.139907737
cg14952312,0.385992906,0.501173272,0.398940201,0.439915545,0.409494201,0.430681667,0.457080518,0.352389815
cg14965694,0.475492573,0.587432701,0.600518648,0.635814881,0.600180778,0.613457793,0.530317251,0.622493509
cg15002904,0.018861105,0.024772596,0.017387692,0.018689787,0.020379348,0.016622846,0.027207449,0.052797896
cg15007983,0.61921139,0.86872031,0.913879009,0.916147067,0.797181002,0.652972484,0.673622008,0.885315594
cg15008743,0.641170922,0.579638142,0.585666074,0.563150412,0.535361061,0.591319238,0.544284923,0.483426932
cg15117372,0.923559267,0.95046273,0.951670882,0.954768666,0.951236502,0.935735416,0.923947326,0.92092546
cg15147215,0.076089259,0.089372574,0.065019627,0.119653002,0.2436401,0.037182207,0.051670064,0.116733229
cg15199987,0.552947872,0.578531508,0.055585633,0.065383558,0.069692844,0.569615583,0.279476134,0.061047275
cg15200445,0.443978982,0.694565785,0.334793329,0.552980867,0.351197438,0.856890584,0.562339567,0.216193283
cg15212455,0.029175818,0.038970737,0.03892346,0.043068327,0.029846921,0.026610734,0.031720481,0.035146525
cg15224459,0.353898577,0.612558648,0.397018241,0.62748098,0.465405177,0.578557466,0.717790867,0.448291484
cg15235999,0.924796266,0.940912202,0.706158329,0.753723072,0.859510042,0.667677505,0.925385076,0.780987384
cg15241074,0.05416185,0.497924792,0.888075786,0.744670458,0.663303873,0.553725735,0.428673844,0.686034337
cg15246712,0.518323842,0.040595507,0.045808547,0.080569789,0.041628292,0.425959109,0.05810348,0.070616831
cg15319824,0.079649898,0.354798649,0.545676357,0.417863299,0.365775825,0.033714592,0.201615418,0.49725829
cg15359390,0.050365471,0.099441923,0.057012045,0.054215321,0.033790471,0.04066495,0.136045721,0.037697694
cg15401418,0.687437709,0.869787252,0.653342831,0.653447202,0.634901049,0.535263731,0.760485257,0.64604494
cg15414638,0.854558969,0.942057447,0.808281421,0.931287747,0.907635498,0.896624551,0.940906703,0.92190477
cg15425811,0.895302351,0.913560352,0.718625901,0.733324051,0.761905042,0.826612355,0.940965935,0.813742038
cg15464821,0.835157926,0.544080969,0.490225401,0.560511999,0.756798459,0.937465115,0.648091649,0.528768235
cg15469871,0.976565174,0.978119294,0.975268081,0.979202375,0.977709059,0.97621528,0.976610141,0.97674253
cg15551981,0.4599334,0.071081434,0.206882704,0.083912483,0.136549563,0.08387018,0.171219266,0.073245963
cg15690542,0.476897978,0.766022664,0.729949081,0.620972261,0.52731621,0.669687785,0.69954365,0.693856456
cg15697225,0.894844393,0.878190936,0.593584955,0.611122711,0.583532833,0.798741733,0.902907461,0.622406794
cg15701794,0.657516348,0.650333992,0.668240987,0.678704145,0.657236349,0.695745532,0.617975994,0.689941397
cg15702949,0.91485111,0.91620548,0.875328865,0.899594717,0.881117136,0.923165156,0.938382429,0.913179449
cg15711727,0.914775878,0.924319998,0.915943341,0.652608882,0.93054145,0.926571014,0.930951761,0.906867821
cg15721243,0.850243784,0.883055245,0.868329821,0.866523717,0.852679449,0.856486556,0.875225357,0.854914488
cg15777261,0.406030377,0.64293905,0.463185327,0.539438674,0.591701055,0.596388638,0.670495186,0.697382099
cg15808472,0.517181589,0.531700231,0.505712371,0.531774137,0.348919287,0.592809049,0.515933268,0.555904761
cg15854394,0.734964111,0.917028876,0.857134934,0.923795998,0.925680436,0.922800022,0.906152913,0.90649023
cg15867944,0.531771776,0.77439662,0.525042044,0.551550886,0.726412272,0.527459266,0.665576718,0.550436327
cg15881597,0.093142572,0.520768063,0.453153467,0.480918037,0.302878928,0.133588241,0.522347275,0.431642187
cg15907060,0.557005176,0.678727823,0.420143873,0.39099867,0.303202021,0.411895119,0.637989918,0.327055446
cg15996644,0.883492993,0.93929208,0.929930166,0.913631321,0.901768458,0.936980981,0.919906848,0.904365484
cg16064054,0.27913313,0.226187493,0.341417566,0.190017795,0.304671915,0.259149456,0.200365085,0.358058829
cg16127514,0.564208368,0.892669657,0.81993301,0.620149152,0.681210929,0.842591863,0.68758366,0.912267345
cg16148270,0.069932369,0.038273555,0.056250708,0.065832395,0.066973402,0.056750888,0.078988834,0.054342153
cg16172549,0.515175841,0.507017551,0.657363461,0.678021167,0.69222382,0.495252523,0.686362339,0.692832353
cg16243243,0.118356835,0.022361409,0.066759802,0.118954054,0.065765492,0.058922355,0.029960124,0.069657619
cg16254756,0.652514879,0.831869996,0.615449501,0.738255263,0.571068353,0.730221935,0.726012699,0.637239808
cg16266669,0.652747215,0.630595284,0.096263021,0.098155143,0.228203449,0.41803388,0.681722117,0.143174423
cg16274899,0.696587802,0.764869122,0.693052528,0.657453983,0.593790794,0.773057826,0.729174606,0.690427837
cg16296679,0.613904967,0.506937297,0.40186595,0.152586968,0.255926751,0.618934792,0.527879937,0.133510739
cg16303742,0.609400951,0.900827208,0.587993982,0.684434538,0.699971568,0.787001515,0.902096739,0.489010177
cg16311302,0.480967479,0.13001163,0.416747445,0.422380464,0.362545992,0.424509641,0.184675587,0.420447969
cg16314899,0.046264928,0.029662052,0.034748673,0.042092838,0.043843025,0.05404098,0.041635797,0.041133663
cg16319129,0.505796899,0.89319635,0.506376194,0.526140868,0.320583646,0.49535937,0.942118129,0.500494589
cg16345566,0.618267665,0.687695476,0.641479194,0.625472446,0.654193297,0.643481879,0.656970075,0.714242547
cg16380632,0.9181822,0.903169778,0.927963866,0.917300932,0.933222876,0.920070425,0.864659229,0.914025205
cg16387467,0.369757263,0.794581184,0.765391722,0.810065648,0.702209904,0.468033605,0.805155924,0.764373801
cg16391973,0.900307114,0.901603191,0.898789514,0.92671383,0.917373002,0.932365419,0.909141717,0.910027416
cg16413785,0.545837556,0.381051241,0.207210702,0.053371342,0.247938455,0.39289527,0.549582234,0.073111218
cg16430166,0.911721056,0.950642935,0.934037289,0.943626335,0.929509881,0.924358786,0.913993773,0.921873241
cg16470716,0.846935315,0.885577126,0.908877346,0.890566165,0.922325505,0.895899252,0.898969431,0.89355946
cg16475891,0.513785855,0.561519154,0.726898468,0.774947711,0.758155829,0.554336638,0.530092415,0.796050074
cg16496269,0.460382004,0.81507119,0.72668554,0.766231444,0.745980556,0.420890742,0.762509241,0.91776804
cg16527418,0.974084272,0.979220304,0.972879706,0.97740779,0.969746123,0.972611602,0.966901137,0.942617701
cg16533146,0.58445328,0.842526813,0.751305927,0.763071458,0.740917213,0.47636768,0.856013261,0.602895149
cg16585333,0.507240977,0.563495904,0.605672162,0.620735394,0.614180331,0.589657962,0.590420006,0.647561367
cg16602369,0.145746446,0.125832152,0.122914459,0.095981213,0.11439761,0.153752192,0.158909092,0.111842162
cg16645423,0.0386236,0.043817192,0.029415442,0.043860482,0.071289019,0.077156795,0.03894783,0.035777721
cg16659026,0.910665712,0.981438566,0.978619287,0.976081804,0.976638953,0.923975232,0.977744174,0.974194873
cg16664617,0.366442618,0.325160911,0.111319449,0.143993483,0.050882204,0.26863419,0.315343332,0.036219164
cg16681083,0.257604219,0.977915456,0.969794855,0.802689902,0.793063182,0.497080038,0.966718973,0.912074598
cg16714096,0.867290123,0.908193385,0.906198367,0.910537221,0.903813841,0.909629607,0.918107495,0.940626545
cg16717267,0.077663745,0.375524599,0.711438599,0.776979436,0.814366825,0.124571023,0.364553413,0.460892417
cg16735509,0.039033448,0.041197874,0.03736289,0.048787323,0.030664995,0.041245044,0.039205782,0.032570749
cg16740427,0.636393877,0.932901003,0.91540763,0.933807541,0.929985047,0.860141286,0.835726402,0.926483835
cg16743289,0.521862034,0.590094469,0.548183743,0.521809187,0.527990766,0.513261437,0.568055517,0.493339414
cg16752400,0.679758407,0.699555263,0.843461775,0.678034515,0.676379637,0.764502131,0.650556966,0.699522939
cg16814023,0.377553798,0.618705941,0.690820323,0.621877452,0.651041861,0.381195025,0.562179032,0.922599406
cg16852440,0.447688892,0.450600691,0.459494116,0.494796682,0.494222315,0.476111522,0.375752705,0.471191825
cg16893174,0.055920521,0.444501677,0.068254083,0.077606078,0.039384319,0.094845438,0.410985811,0.058278722
cg16926213,0.977975002,0.979535392,0.984134887,0.984410334,0.983674111,0.980490576,0.98164426,0.980966325
cg17006282,0.634252491,0.730048228,0.861362707,0.8956164,0.873283709,0.456135734,0.698709779,0.895128177
cg17016000,0.718605737,0.767292487,0.572764945,0.628336382,0.828190631,0.811043253,0.777038617,0.317613965
cg17074431,0.594558532,0.606063411,0.585461314,0.591447883,0.58784528,0.603840735,0.570803053,0.553649336
cg17098387,0.580300343,0.586575517,0.484002084,0.450258932,0.671535696,0.470662972,0.540035576,0.683023942
cg17118836,0.713550401,0.774920596,0.94001827,0.930528145,0.94652064,0.917463077,0.874282976,0.937603298
cg17174814,0.974449829,0.986319218,0.98015416,0.889744484,0.960080057,0.975730255,0.977964318,0.979117245
cg17186388,0.759092277,0.967456069,0.164749404,0.147753707,0.151642318,0.78284509,0.963786958,0.131246769
cg17191109,0.268825856,0.244544078,0.459480194,0.334318992,0.274136117,0.296153281,0.108076211,0.358094165
cg17254383,0.570462731,0.777063239,0.61110338,0.642034533,0.611915384,0.755251831,0.825475715,0.437799629
cg17259096,0.077471754,0.159877791,0.054148603,0.182199516,0.079931235,0.05316511,0.131316851,0.031568924
cg17306686,0.565757211,0.637380421,0.57688878,0.417376772,0.520518354,0.573096796,0.654480959,0.656624208
cg17333886,0.743277875,0.85347843,0.869094659,0.863376392,0.872005867,0.797977191,0.847498172,0.801200452
cg17393917,0.938731085,0.930038032,0.765321747,0.898659597,0.853863652,0.907026313,0.933163824,0.91000326
cg17397069,0.561830482,0.763186624,0.490803202,0.734070417,0.658096315,0.49007825,0.75190107,0.640180755
cg17420585,0.140290977,0.313787344,0.324188452,0.250999486,0.229982665,0.21475348,0.151042528,0.243111654
cg17434008,0.533415682,0.523791194,0.803980336,0.841894722,0.805862192,0.61827215,0.607875735,0.891558041
cg17445212,0.064984825,0.052421772,0.062371237,0.050266797,0.063395535,0.080478019,0.068937943,0.065805696
cg17468100,0.738117317,0.707135565,0.927870406,0.92826569,0.890642527,0.623196334,0.73934865,0.615941609
cg17491987,0.943978575,0.945567655,0.952847096,0.932833171,0.971420047,0.962792396,0.961113114,0.959138696
cg17500703,0.516994563,0.538994086,0.596375145,0.615717127,0.59705094,0.540590086,0.499677646,0.628590891
cg17511472,0.165554458,0.476991486,0.137808466,0.277688673,0.305625162,0.363010594,0.450862157,0.169518302
cg17605021,0.041207437,0.042843874,0.042363023,0.035108995,0.044541958,0.044739166,0.035739783,0.037201498
cg17610933,0.225777136,0.119598208,0.394623667,0.381104525,0.403317237,0.191507901,0.149514002,0.373369741
cg17668731,0.331632172,0.882683257,0.816628727,0.866331481,0.889177325,0.537475788,0.91539963,0.697845807
cg17680092,0.57132461,0.410955583,0.383860378,0.414839823,0.435513526,0.628241219,0.502102769,0.490666654
cg17692971,0.842692727,0.874090035,0.754069174,0.746066961,0.765160905,0.897006168,0.879306656,0.824050394
cg17694351,0.548125858,0.565891849,0.726223918,0.688958087,0.50177366,0.535508531,0.584435057,0.75354165
cg17713488,0.729881791,0.668592503,0.616558442,0.637937478,0.627973824,0.700597378,0.671999297,0.640433726
cg17723381,0.864645112,0.815732762,0.490614713,0.574591116,0.727862582,0.748484256,0.728348274,0.505655267
cg17795240,0.465598548,0.882130609,0.55899217,0.424223432,0.506063706,0.612855514,0.933486377,0.406173105
cg17805072,0.109027745,0.908668178,0.50937335,0.801193991,0.914975074,0.410485567,0.771302392,0.852567852
cg17820828,0.056544964,0.440710981,0.015180436,0.114671,0.186275016,0.041355946,0.257499038,0.054715867
cg17839611,0.481395426,0.533234365,0.107578445,0.138861032,0.227126866,0.394376902,0.486125301,0.075695899
cg17877220,0.113364202,0.091117638,0.078373005,0.080451547,0.090130617,0.066091158,0.088137958,0.086436076
