Labels,SA LL 1,SA LL 2,SA LL 5,SA LL 6,SB LL 3,SB LL 4,SB LL 7,SB LL 8
cg11228126,0.070747681,0.036908598,0.06366544,0.048705627,0.100695493,0.060504342,0.049017266,0.031595506
cg11245181,0.042853591,0.320426433,0.303071015,0.327379465,0.258837882,0.194219339,0.212961541,0.09550957
cg11291081,0.055136898,0.066061,0.035356593,0.071402657,0.069551616,0.043253095,0.098387643,0.071442227
cg11322797,0.092891736,0.04871989,0.612426095,0.08525029,0.020287207,0.020132515,0.121156653,0.02092211
cg11351987,0.425017423,0.54577529,0.563691099,0.378567332,0.957465119,0.931270673,0.546881426,0.679465351
cg11363527,0.371127953,0.262812852,0.321805579,0.117528999,0.46772648,0.348131419,0.295451391,0.157302351
cg11376198,0.989581519,0.95139267,0.784345607,0.779205471,0.863841309,0.89350113,0.980990339,0.92452915
cg11413657,0.153221848,0.03210918,0.064067489,0.097648722,0.033323284,0.046699499,0.182990553,0.069165828
cg11503210,0.049486407,0.175984824,0.152604477,0.122663554,0.163281032,0.177800778,0.184681162,0.468245207
cg11522683,0.076283118,0.101508337,0.182946727,0.062420638,0.141810167,0.097721866,0.133883866,0.139861331
cg11524454,0.328666952,0.177228452,0.531867671,0.539981944,0.519385714,0.207967586,0.552058257,0.466054274
cg11544420,0.557362352,0.495482112,0.52377536,0.09075879,0.531524687,0.484930932,0.574504341,0.690592843
cg11586189,0.232000345,0.163837755,0.282967312,0.256497824,0.157235016,0.214434049,0.271806871,0.507383222
cg11588844,0.788745021,0.588309607,0.513982916,0.541590797,0.819651298,0.405853747,0.878271894,0.368196432
cg11596009,0.091869376,0.255272999,0.19525361,0.855389045,0.438823828,0.660234544,0.740945267,0.639633671
cg11600596,0.961601286,0.931481906,0.872661635,0.651243026,0.944565626,0.902805317,0.946980857,0.947037716
cg11608150,0.418816576,0.34454962,0.504504943,0.51951035,0.466950566,0.494863618,0.611088485,0.394528834
cg11617938,0.021976536,0.057865832,0.03283933,0.074214657,0.084657191,0.042391229,0.034380676,0.753589907
cg11653233,0.065065319,0.039218735,0.287873728,0.061162713,0.03808375,0.037085971,0.092424981,0.055654548
cg11656177,0.887746264,0.887200778,0.895912235,0.866817788,0.038370495,0.438744314,0.386345273,0.348814151
cg11702085,0.974288731,0.867837531,0.924975698,0.958054997,0.977160129,0.960974377,0.949115824,0.947375027
cg11719362,0.946436193,0.9327058,0.908266062,0.8902902,0.919758217,0.942996444,0.875623861,0.762398791
cg11738485,0.974948407,0.973925013,0.984097312,0.978613562,0.98110879,0.98254827,0.765978394,0.736421132
cg11738486,0.267290854,0.221437299,0.462041612,0.250983988,0.289347398,0.233418643,0.070563088,0.032766872
cg11749010,0.031499703,0.023048049,0.025783277,0.036269049,0.018314284,0.018478451,0.167490557,0.122573506
cg11800117,0.086444234,0.082057165,0.175566949,0.260827067,0.077152989,0.096151561,0.207137551,0.232235558
cg11828983,0.526528859,0.130247992,0.538499081,0.428712966,0.482377511,0.49325818,0.061423279,0.379143202
cg11835209,0.642203596,0.879598058,0.811549027,0.508003878,0.213683463,0.267167304,0.294163713,0.168138061
cg11860005,0.048239348,0.080007749,0.155185735,0.182362026,0.108684138,0.086702577,0.047266761,0.185655102
cg11871991,0.078233981,0.055728561,0.10014313,0.237781849,0.459396228,0.45207325,0.745504878,0.906901912
cg11965913,0.034485849,0.032963161,0.084489199,0.246568208,0.037211544,0.333377965,0.046676264,0.230315554
cg11989576,0.523601351,0.56635661,0.360641899,0.862164567,0.558029473,0.581619747,0.467403205,0.579538737
cg12041401,0.466614204,0.457256185,0.427915782,0.517860832,0.509661546,0.216338878,0.656837248,0.57538458
cg12054318,0.05748549,0.089823101,0.087268855,0.584923356,0.215100419,0.094845992,0.132845482,0.121524409
cg12064504,0.096211484,0.065180133,0.579514361,0.220221815,0.075385172,0.099416281,0.22750257,0.209620799
cg12080831,0.896667174,0.671367101,0.849322164,0.801420039,0.921961903,0.873191415,0.697046253,0.763967556
cg12135344,0.021655246,0.037742883,0.186955529,0.078012255,0.10395714,0.093981164,0.242807837,0.055418021
cg12152384,0.517299649,0.410170069,0.200812031,0.261564574,0.433442314,0.525512887,0.327067222,0.062526181
cg12174804,0.528024966,0.615622483,0.70651007,0.622790249,0.611143881,0.718267862,0.666265986,0.328309333
cg12215294,0.052018263,0.110402278,0.548346025,0.36959425,0.496901218,0.546190391,0.577509409,0.589136648
cg12253469,0.010521883,0.047567199,0.423092006,0.137879599,0.012977373,0.062403047,0.150075522,0.020628521
cg12319143,0.394588521,0.552601941,0.890899681,0.549837622,0.15555343,0.117762033,0.125865865,0.12636616
cg12324629,0.162187603,0.324240557,0.326202688,0.305683965,0.208845045,0.253121082,0.069404849,0.032842364
cg12350309,0.445376101,0.588058393,0.705591998,0.601151277,0.640882278,0.635904909,0.649545943,0.5516498
cg12404181,0.197934222,0.115942158,0.223152382,0.068181498,0.155104606,0.119571654,0.168353535,0.243468367
cg12450708,0.065003971,0.040734006,0.117217222,0.54758717,0.915496396,0.902890034,0.851684318,0.792487935
cg12460175,0.076078525,0.053524248,0.198871092,0.133560822,0.049633518,0.124830053,0.152937647,0.103643443
cg12473775,0.515518598,0.655401824,0.541023197,0.782828216,0.261226758,0.54250107,0.232748908,0.3315174
cg12492938,0.464704794,0.558083179,0.481266763,0.442570562,0.455923805,0.444713047,0.418062883,0.516114696
cg12500876,0.523982777,0.56758118,0.65925298,0.812375627,0.62782645,0.634162146,0.748412749,0.72709146
cg12553689,0.583453436,0.544286838,0.577869971,0.05224666,0.620656243,0.573127758,0.464276381,0.515737523
cg12574576,0.410462065,0.382806495,0.407775455,0.138199159,0.119023144,0.11963572,0.339258591,0.542431055
cg12586386,0.314021114,0.279448451,0.477690257,0.147778361,0.024936048,0.028919408,0.145481317,0.101695895
cg12588917,0.010985315,0.01309821,0.018499028,0.009631911,0.009965111,0.015154,0.015346369,0.016856361
cg12615761,0.491463499,0.5311761,0.533602663,0.479485098,0.423883389,0.518129255,0.267199386,0.294941993
cg12668399,0.922737255,0.93336745,0.55416184,0.14154706,0.888375698,0.844208964,0.725515621,0.728369026
cg12690119,0.119229176,0.153047612,0.200422998,0.135629802,0.075110205,0.079545309,0.27084385,0.122011976
cg12705353,0.895660586,0.895269617,0.799323709,0.489578193,0.455608297,0.473122105,0.521690374,0.884990419
cg12765123,0.413271106,0.512056975,0.568850953,0.309356497,0.490597266,0.490432268,0.258728353,0.398551468
cg12798194,0.288095976,0.534979008,0.716468311,0.57825605,0.58095415,0.347199121,0.497286846,0.086307418
cg12809031,0.063107899,0.082797742,0.173589996,0.465800303,0.117125371,0.118136169,0.099269971,0.058391494
cg12840312,0.364441384,0.557586098,0.568609536,0.434179406,0.484385866,0.520109158,0.431905034,0.486099516
cg12844324,0.391465808,0.450850862,0.538844629,0.396581121,0.49934764,0.532509818,0.415353939,0.233322113
cg12850379,0.095403697,0.059382777,0.164978875,0.090506666,0.047165617,0.053055254,0.351333215,0.225435579
cg12908916,0.702737613,0.792962468,0.360797953,0.058395493,0.858437941,0.808924764,0.627535704,0.664826232
cg12924430,0.963576625,0.968301013,0.941741424,0.258223155,0.535640424,0.385343837,0.034694128,0.062263828
cg12927753,0.229195585,0.059981291,0.132255659,0.171934653,0.07973089,0.071122687,0.397685512,0.134502567
cg12938556,0.019331467,0.114349407,0.228720021,0.17940466,0.111372445,0.118536084,0.03225205,0.027971342
cg12944343,0.586908248,0.82995389,0.852263246,0.051973984,0.046323903,0.124073507,0.08959934,0.349257585
cg13027206,0.050520488,0.108701991,0.100646949,0.126283663,0.091331483,0.056840912,0.028612939,0.034440037
cg13033722,0.056782933,0.171910587,0.160380066,0.183145669,0.094806337,0.131157408,0.046379108,0.034034859
cg13050716,0.71721986,0.835459959,0.727125118,0.325191352,0.500603311,0.550806429,0.513139987,0.488350868
cg13126871,0.698214834,0.546847248,0.533091559,0.836483899,0.544069323,0.498812331,0.41782779,0.688708059
cg13128596,0.028079667,0.124588866,0.195332228,0.108243587,0.064891543,0.086785313,0.030099068,0.016805639
cg13132497,0.458037895,0.455328971,0.382416429,0.365190932,0.173284893,0.227245609,0.072119124,0.102500673
cg13172549,0.559419847,0.755689351,0.780368046,0.743978461,0.62931877,0.717829158,0.656731027,0.76470923
cg13176979,0.012051144,0.102988066,0.120453157,0.081545727,0.084888005,0.063121981,0.051363346,0.017724413
cg13186228,0.956945463,0.959901259,0.904935964,0.955261163,0.95643245,0.930798484,0.874140502,0.73894098
cg13198297,0.262275216,0.083491752,0.15256417,0.092675069,0.193270645,0.086492481,0.260056972,0.147738301
cg13207180,0.460325384,0.483580807,0.569624016,0.445587767,0.477994561,0.564314444,0.593847943,0.561303216
cg13252700,0.980371732,0.973576718,0.880920464,0.763058724,0.544596652,0.59549483,0.95696541,0.618146316
cg13278353,0.982650878,0.963369206,0.887231859,0.96901439,0.971522356,0.969630463,0.979723254,0.970947153
cg13289019,0.323893719,0.397414647,0.439506976,0.250452561,0.330746268,0.429816871,0.305159302,0.224730281
cg13307058,0.372243682,0.396897989,0.320132716,0.163048421,0.108359208,0.4434506,0.593148487,0.048987007
cg13316472,0.037649822,0.078748971,0.182701336,0.034041596,0.089381373,0.141020364,0.180077199,0.22943496
cg13377056,0.076613214,0.0870436,0.134465095,0.465291002,0.067960127,0.275164314,0.076877088,0.632325971
cg13393036,0.080822881,0.05254434,0.171421448,0.118260711,0.07923399,0.07790977,0.080785322,0.0262423
cg13405775,0.89567005,0.938937824,0.856872157,0.446274803,0.669694309,0.463072075,0.420726887,0.77455897
cg13428066,0.573543433,0.337059544,0.463454479,0.543842986,0.540456086,0.466404504,0.464226991,0.454631662
cg13477101,0.050132943,0.054940546,0.232390179,0.256660116,0.112483769,0.175174145,0.022594264,0.038345161
cg13500113,0.69159193,0.713557442,0.617206488,0.669031964,0.259759818,0.246430575,0.576265053,0.210898707
cg13522882,0.212945334,0.264860578,0.145182636,0.071893978,0.149535832,0.168532261,0.164646308,0.237737388
cg13567405,0.081821367,0.039134062,0.121701333,0.164283433,0.037831254,0.111371723,0.168352758,0.764818256
cg13572782,0.025004122,0.09881943,0.320277932,0.141257525,0.1169304,0.134310334,0.052313869,0.04550485
cg13668471,0.121839247,0.088029754,0.228491334,0.310188662,0.504150648,0.4829258,0.094577385,0.053193525
cg13681655,0.138859624,0.371360141,0.274486209,0.375104266,0.224766342,0.213340472,0.062143591,0.083381763
cg13683194,0.178535293,0.147496966,0.348374608,0.186248317,0.251918751,0.157472937,0.234761378,0.080904259
cg13687570,0.41064591,0.439796783,0.624886788,0.523598694,0.440866344,0.484032682,0.427548742,0.550594538
cg13697378,0.373608102,0.491571841,0.533247701,0.469845048,0.51748097,0.535922838,0.221679129,0.202722615
cg13734401,0.296521074,0.035646553,0.113199531,0.082242446,0.91921735,0.917992051,0.606534299,0.727283766
cg13736514,0.389735719,0.431354435,0.571520645,0.606789902,0.478359058,0.515256032,0.703396066,0.291038259
cg13805518,0.242555485,0.192377651,0.29997657,0.468632985,0.429346645,0.246080935,0.162485445,0.020803301
cg13809441,0.948386934,0.949202986,0.939607131,0.945940039,0.586461665,0.523182223,0.704967802,0.493363233
cg13812291,0.779167401,0.547720092,0.607800151,0.108515128,0.579538427,0.613465994,0.792398773,0.355800169
cg13835029,0.052675418,0.039651401,0.059924834,0.093930489,0.075642931,0.063700994,0.045749738,0.408748321
cg13845105,0.14037111,0.13423916,0.12522217,0.044410464,0.218507513,0.252658908,0.177800397,0.092436414
cg13865488,0.924063206,0.952942821,0.8775479,0.697656455,0.60264007,0.693280741,0.600797804,0.290670909
cg13884376,0.070248199,0.122493286,0.198780341,0.175286142,0.079970588,0.100591284,0.142432175,0.159129193
cg13904574,0.020084715,0.021752029,0.060011031,0.026607914,0.463414347,0.44763908,0.13699997,0.275270449
cg13928427,0.892948961,0.852798467,0.80763339,0.529817289,0.56188934,0.566023881,0.67406642,0.456760655
cg13952159,0.11556806,0.071018597,0.208318254,0.460672338,0.097797285,0.146626405,0.259626399,0.612938634
cg13972423,0.780553771,0.634056747,0.846504362,0.87340697,0.946103843,0.503119447,0.711360617,0.377170234
cg13975106,0.171813607,0.114575338,0.205709968,0.378971379,0.144132293,0.145025269,0.27848318,0.157039404
cg13978566,0.951751919,0.952538899,0.892598981,0.600280741,0.927229125,0.926496435,0.896132462,0.932230285
cg13980266,0.026709219,0.096040336,0.280741801,0.182362197,0.041977237,0.052856731,0.247529691,0.412309141
cg13981838,0.072478076,0.100141029,0.075527614,0.475719865,0.045488394,0.522031409,0.069681564,0.242173152
cg13989519,0.053883514,0.042721211,0.098854028,0.123827366,0.053327945,0.032615005,0.093975978,0.041311671
cg14032732,0.563851885,0.327710102,0.610977042,0.341751138,0.498511095,0.520185014,0.212337708,0.18758954
cg14047153,0.165121316,0.244399297,0.404270426,0.248352686,0.164600081,0.138292786,0.060165447,0.048674229
cg14058329,0.901700511,0.958719939,0.94329709,0.776396529,0.838238603,0.900858313,0.864799333,0.951679327
cg14068301,0.054159486,0.050417062,0.135575268,0.060252652,0.024296035,0.037310061,0.077807938,0.05329125
cg14076977,0.051822793,0.032867293,0.171073048,0.590797788,0.1013324,0.067356585,0.046459669,0.021085659
cg14093127,0.332691361,0.403758825,0.27564162,0.46560451,0.444093347,0.235719865,0.521921594,0.448334333
cg14113351,0.382522187,0.582322411,0.498273681,0.467089747,0.088045932,0.084278378,0.151693952,0.02137953
cg14166009,0.423679977,0.41850982,0.572080122,0.496167833,0.415093857,0.559039652,0.36833547,0.445338621
cg14202048,0.87608952,0.932134794,0.912112423,0.907735916,0.60913798,0.551027029,0.279738449,0.803314793
cg14242696,0.051329233,0.083009104,0.093798538,0.070053216,0.037292961,0.056700375,0.827842896,0.175338003
cg14340463,0.050213353,0.101296928,0.40543081,0.380610581,0.282480514,0.523288576,0.221707344,0.139215642
cg14386312,0.290752902,0.331338935,0.482531738,0.183963121,0.563101984,0.432468099,0.248307424,0.049409247
cg14413354,0.397602217,0.058185005,0.182417944,0.536599536,0.612455049,0.467988487,0.506290984,0.633326146
cg14417784,0.318865682,0.399415916,0.521455308,0.460396074,0.504844518,0.590203381,0.202637147,0.348118908
cg14562054,0.50198189,0.4917417,0.61050227,0.721514008,0.552514286,0.538050938,0.786637271,0.169333682
cg14580228,0.081612893,0.036663363,0.094081591,0.416432015,0.027409455,0.0903163,0.209213853,0.015493431
cg14595683,0.036562112,0.476944972,0.105673211,0.031391555,0.16515349,0.231615091,0.687533123,0.071402478
cg14604066,0.027203516,0.01767722,0.032161746,0.028740466,0.110740939,0.043400359,0.086512669,0.049278791
cg14637144,0.732003516,0.765508259,0.783836621,0.475437266,0.59661779,0.607771729,0.568225581,0.684134577
cg14643390,0.061566904,0.537932146,0.131319517,0.060648881,0.047384759,0.047479836,0.094349799,0.085911574
cg14644378,0.586815532,0.638004156,0.629081963,0.515825738,0.493830866,0.578233222,0.391648916,0.18398459
cg14693391,0.060995251,0.027227716,0.041019677,0.033852276,0.024112739,0.024884145,0.04124463,0.271207797
cg14700230,0.451633291,0.686428802,0.135423325,0.8368785,0.837131199,0.864553078,0.775981652,0.342251382
cg14759494,0.551204857,0.549631395,0.610990241,0.930121755,0.486914419,0.611368953,0.508592867,0.841436729
cg14794655,0.033279601,0.237453259,0.148213036,0.237328693,0.098156053,0.093450783,0.357874472,0.03820572
cg14837974,0.231970825,0.377313073,0.249283283,0.5324771,0.270708048,0.220358907,0.149070687,0.196776773
cg14847483,0.542882499,0.529756023,0.487103484,0.593063105,0.500283525,0.54478483,0.765173185,0.569320133
cg14850026,0.90420829,0.897251447,0.829177747,0.828059226,0.817633043,0.874934623,0.939839749,0.907465255
cg14866167,0.319499624,0.711580839,0.714267958,0.642005325,0.478539744,0.511079931,0.510678932,0.498001204
cg14883961,0.02267088,0.070528394,0.169634539,0.080866227,0.059404166,0.079972409,0.075625802,0.202211181
cg14893161,0.325082287,0.368651407,0.372531568,0.318559982,0.422042638,0.426704965,0.215374227,0.029310167
cg14934242,0.686667779,0.552300455,0.895579924,0.886655284,0.555269352,0.50818439,0.592236001,0.43018054
cg14952312,0.763393403,0.605987534,0.513461366,0.910293995,0.728773695,0.694951669,0.787823923,0.774080055
cg14965694,0.054350501,0.03270623,0.056464122,0.349994909,0.087500697,0.038310793,0.260121042,0.172753979
cg15002904,0.146735779,0.276995362,0.367127516,0.542181952,0.159255892,0.308141827,0.096728684,0.179021107
cg15007983,0.180411595,0.054664544,0.043668657,0.080702688,0.519650243,0.432185034,0.084277447,0.684112348
cg15008743,0.029102822,0.050240317,0.065222575,0.098535885,0.460606897,0.551110285,0.135222745,0.160447731
cg15117372,0.756899795,0.685002851,0.912718098,0.909790402,0.844086678,0.923237893,0.635409954,0.809932215
cg15147215,0.372908385,0.52042597,0.539864888,0.463275528,0.539053714,0.576013066,0.545102605,0.535676602
cg15199987,0.038246393,0.076368156,0.14356953,0.247168551,0.596916136,0.642267379,0.715693543,0.063708411
cg15200445,0.418352452,0.060971617,0.217301847,0.617844295,0.043328917,0.102200354,0.262264082,0.524255871
cg15212455,0.585899353,0.546578463,0.611264736,0.638193999,0.606270492,0.54577521,0.805631518,0.712718687
cg15224459,0.443866322,0.594123635,0.631075878,0.583433073,0.613208863,0.663240793,0.49524192,0.25972629
cg15235999,0.78549513,0.39533972,0.640446966,0.628210342,0.741214472,0.615407836,0.23968986,0.270117849
cg15241074,0.39653817,0.438111669,0.424562515,0.905690826,0.067902891,0.044691562,0.552942027,0.575246048
cg15246712,0.235204478,0.477956581,0.087026146,0.208760262,0.048611864,0.050678415,0.218419501,0.367864413
cg15319824,0.029388749,0.029102234,0.185857526,0.161957795,0.027680762,0.087901271,0.099035785,0.203284485
cg15359390,0.027526117,0.054593357,0.163652131,0.066925007,0.030069396,0.039442187,0.06918233,0.029470326
cg15401418,0.970968662,0.979210316,0.977041714,0.96428567,0.98234562,0.982796513,0.939026749,0.920533648
cg15414638,0.749747529,0.51437961,0.78097126,0.935002107,0.946226206,0.914522705,0.803816552,0.746432176
cg15425811,0.128401005,0.0278462,0.03128394,0.057055484,0.020632967,0.019711984,0.10897629,0.135838957
cg15464821,0.049424088,0.045150757,0.075999382,0.045128607,0.045086051,0.040483621,0.123029424,0.227633041
cg15469871,0.546855851,0.630625207,0.752677755,0.666140327,0.680974602,0.674740907,0.802335852,0.445445162
cg15551981,0.088572755,0.283752159,0.178506663,0.132837743,0.148914048,0.116274517,0.207830621,0.082233309
cg15690542,0.134017976,0.125780489,0.356898601,0.405726223,0.164169436,0.187375526,0.105495266,0.428636984
cg15697225,0.467921275,0.504574269,0.50030038,0.498412844,0.930253578,0.858104505,0.954823033,0.890710121
cg15701794,0.04276741,0.046882635,0.057077053,0.052933592,0.04652815,0.031928297,0.067030906,0.090821985
cg15702949,0.053630516,0.091417471,0.13367476,0.029664996,0.069650148,0.054273278,0.044177506,0.03090067
cg15711727,0.467604917,0.47035923,0.163400238,0.196749637,0.559924222,0.561599166,0.555744795,0.61029113
cg15721243,0.537201901,0.585148299,0.569432036,0.554082196,0.1145746,0.185829046,0.049983383,0.172297038
cg15777261,0.098150098,0.202549533,0.200615753,0.039041925,0.036915767,0.06445776,0.187736179,0.084562164
cg15808472,0.572183086,0.486995388,0.575596923,0.899952696,0.911091285,0.893011682,0.702340666,0.746911505
cg15854394,0.143644623,0.330669772,0.324168899,0.46919112,0.242103706,0.195011672,0.113780941,0.047162551
cg15867944,0.338579726,0.12969574,0.293713345,0.784508815,0.448249733,0.260906854,0.454568634,0.52453352
cg15881597,0.205888467,0.364846801,0.118980221,0.26840912,0.079998606,0.147303945,0.129762895,0.269125473
cg15907060,0.435523973,0.386551111,0.322775863,0.35069816,0.569380167,0.51851563,0.65610457,0.563292186
cg15996644,0.568421831,0.494137502,0.293535331,0.537729394,0.597504564,0.582856638,0.322959136,0.581893985
cg16064054,0.099471573,0.088260329,0.183155622,0.042037075,0.611270936,0.629610324,0.689200873,0.15556743
cg16127514,0.052046932,0.089338727,0.188147451,0.589354967,0.279914847,0.260486385,0.176816575,0.357649538
cg16148270,0.474937241,0.604080166,0.618124372,0.661379038,0.586349716,0.577291901,0.688445271,0.640888998
cg16172549,0.948067968,0.933022078,0.916177689,0.51323255,0.939382553,0.938067173,0.824257199,0.919232994
cg16243243,0.548130982,0.504782108,0.793318799,0.465538549,0.86699583,0.828689417,0.955240024,0.853804957
cg16254756,0.200657896,0.540933885,0.365833261,0.375064338,0.443272776,0.418644776,0.486692949,0.839544837
cg16266669,0.053946265,0.050286173,0.086705046,0.088438958,0.060741181,0.060335194,0.19516529,0.178924716
cg16274899,0.169821742,0.129625667,0.204460654,0.108101858,0.225928555,0.068871562,0.065908367,0.216556511
cg16296679,0.047428168,0.043460025,0.161529645,0.605317442,0.535576647,0.531225495,0.45728323,0.287524808
cg16303742,0.710973956,0.598862367,0.597348961,0.187426751,0.93809626,0.881103972,0.813894569,0.270265946
cg16311302,0.038206978,0.055218219,0.080700813,0.062867281,0.076362735,0.050847549,0.164460364,0.046957721
cg16314899,0.608511248,0.610828938,0.693799579,0.760915269,0.655688721,0.709216619,0.430887341,0.730489704
cg16319129,0.034025202,0.053905979,0.085655564,0.530273145,0.378887255,0.529785933,0.544880447,0.51645949
cg16345566,0.891455123,0.954024308,0.957221702,0.929319778,0.94740839,0.955654022,0.803017451,0.645105917
cg16380632,0.915408709,0.936498116,0.899610477,0.886586504,0.051820088,0.244180428,,0.631931433
cg16387467,0.39159829,0.582852658,0.405615985,0.26816242,0.617291713,0.829280902,0.799547187,0.531110827
cg16391973,0.114504385,0.053721866,0.062325304,0.066505326,0.042327143,0.02735186,0.072184815,0.118141212
cg16413785,0.08379766,0.052294269,0.131208251,0.112337421,0.044342328,0.045986592,0.136444547,0.23605202
cg16430166,0.165450606,0.052610208,0.031991255,0.022241942,0.051103974,0.054123887,0.031294006,0.044151065
cg16470716,0.626276779,0.706882088,0.574375971,0.925462806,0.841188966,0.87554262,0.885388222,0.732465717
cg16475891,0.049873383,0.421630393,0.254965569,0.080383082,0.110519186,0.099453049,0.374271593,0.059522819
cg16496269,0.024510054,0.066846147,0.070102896,0.082757135,0.545146065,0.33271921,0.361791918,0.483562736
cg16527418,0.84964669,0.979486185,0.892952301,0.935930325,0.830382484,0.921882542,0.963096011,0.908529628
cg16533146,0.394443766,0.354726582,0.570359931,0.23114714,0.41991049,0.206696132,0.412851733,0.30190848
cg16585333,0.040615034,0.015958617,0.02098036,0.017018848,0.018152159,0.017923156,0.204018056,0.019674092
cg16602369,0.167391843,0.153621305,0.196118131,0.178359428,0.198798086,0.13833854,0.343818598,0.273232673
cg16645423,0.294130393,0.069126833,0.201724747,0.071266191,0.427376821,0.390652775,0.044871301,0.764136999
cg16659026,0.561771867,0.6289479,0.502849905,0.957390183,0.966823552,0.972623833,0.871163037,0.906434273
cg16664617,0.509814991,0.221495101,0.635728176,0.561930685,0.263633429,0.202287939,0.229438982,0.36952963
cg16681083,0.037278802,0.189217616,0.166034501,0.022513876,0.157565035,0.061536952,0.051287936,0.042803207
cg16714096,0.020900628,0.020038021,0.029405,0.013642699,0.018811267,0.028182242,0.024432878,0.093750428
cg16717267,0.528992924,0.49827307,0.717721563,0.192220405,0.581429973,0.922654079,0.846795946,0.702002429
cg16735509,0.087795741,0.042163561,0.088696105,0.702383287,0.045707206,0.031451089,0.206870255,0.165582055
cg16740427,0.058208248,0.055657611,0.196272027,0.06084836,0.059182879,0.058967439,0.152327598,0.194392262
cg16743289,0.935784087,0.88114287,0.885520565,0.538988192,0.893034573,0.92048653,0.914854134,0.918451893
cg16752400,0.908973633,0.842596381,0.935868481,0.123786191,0.943536263,0.963925063,0.861964148,0.860381714
cg16814023,0.119579966,0.038590156,0.215816542,0.102477544,0.026181205,0.063958277,0.058605915,0.378721973
cg16852440,0.499372,0.463744196,0.426249464,0.42405617,0.83495135,0.830984144,0.762472971,0.823683125
cg16893174,0.596060886,0.802952521,0.493875076,0.096771027,0.560178113,0.46122673,0.847998187,0.421357399
cg16926213,0.049732928,0.07632756,0.210129966,0.606219945,0.116130872,0.078821735,0.477615382,
cg17006282,0.921546381,0.828029798,0.512566026,0.843374614,0.884656648,0.905159421,0.79881388,0.644846075
cg17016000,0.099134525,0.150668102,0.199092266,0.466724262,0.103674468,0.09023883,0.176303284,0.104473331
cg17074431,0.564146361,0.56191366,0.564949594,0.059126669,0.601258079,0.546264977,0.645178755,0.634645471
cg17098387,0.777531999,0.650621036,0.781518826,0.776881101,0.900333855,0.731230858,0.799570741,0.89143193
cg17118836,0.939469154,0.949477072,0.91188119,0.660006023,0.955159464,0.935857019,0.851130209,0.814249164
cg17174814,0.046282593,0.085265515,0.219041094,0.221616045,0.160267136,0.132485133,0.049669025,0.062209322
cg17186388,0.622552889,0.526019025,0.254121048,0.091123455,0.497998442,0.566908653,0.497094702,0.273524916
cg17191109,0.060552585,0.076314406,0.060204162,0.140727684,0.045133858,0.065800559,0.286572547,0.194786625
cg17254383,0.926849688,0.915597711,0.898059718,0.901578618,0.881764743,0.915877114,0.721956429,0.934400603
cg17259096,0.936215215,0.496037856,0.83769675,0.491355678,0.439298108,0.487154603,0.737937999,0.695434173
cg17306686,0.41816616,0.443492721,0.486583562,0.564469303,0.519728511,0.472107594,0.549880111,0.648501792
cg17333886,0.019546459,0.051121771,0.102057131,0.044687594,0.056542419,0.037893665,0.019050882,0.047126767
cg17393917,0.881520287,0.918537216,0.664358469,0.262734893,0.372298164,0.267165489,0.416247461,0.856978916
cg17397069,0.824533742,0.686892762,0.570635865,0.650834186,0.816795314,0.73117979,0.589563801,0.125896631
cg17420585,0.347006927,0.17017027,0.224356278,0.353685506,0.303383689,0.555228947,0.430661408,0.462059322
cg17434008,0.040741065,0.082637223,0.123644359,0.083494248,0.057286626,0.04711082,0.045478889,0.056031624
cg17445212,0.581478651,0.489792644,0.328774736,0.454108977,0.512003643,0.611340997,0.268291699,0.156189523
cg17468100,0.018590793,0.026308969,0.033984822,0.026290168,0.023953451,0.017645859,0.12003115,0.113721115
cg17491987,0.478389656,0.55625966,0.386636675,0.608929203,0.206945717,0.463508981,0.33762229,0.568434625
cg17500703,0.742362891,0.862834885,0.515211776,0.915796641,0.467800089,0.529506701,0.620883506,0.512727293
cg17511472,0.030811376,0.053482869,0.169080319,0.078126391,0.053009583,0.061653618,0.870938777,0.053723415
cg17605021,0.026209298,0.0247728,0.043732234,0.035775643,0.026762794,0.032987451,0.127797164,0.205395472
cg17610933,0.037086823,0.111972642,0.176566354,0.198777918,0.176927699,0.146574318,0.691424201,0.34920857
cg17668731,0.229387716,0.133916306,0.330827604,0.22541843,0.376666229,0.185746947,0.397282807,0.392709249
cg17680092,0.45883271,0.479789868,0.50887234,0.567251425,0.035598286,0.037617833,0.060212745,0.065666525
cg17692971,0.438693087,0.480188911,0.71519343,0.141475553,0.145623685,0.112584976,0.407892452,0.119465657
cg17694351,0.299892094,0.27918246,0.329983883,0.357055033,0.29667352,0.369546055,0.267624106,0.139680084
cg17713488,0.763905186,0.742663449,0.712265644,0.69859078,0.668900162,0.746103903,0.675681923,0.815733585
cg17723381,0.314354951,0.251129153,0.374409432,0.359696395,0.205796806,0.283170887,0.194408305,0.15682909
cg17795240,0.778634181,0.60253252,0.93011808,0.513968485,0.536178471,0.559842037,0.779605063,0.692389847
cg17805072,0.055176337,0.103417094,0.491989926,0.884450683,0.327999174,0.303300104,0.076075853,0.617732589
cg17820828,0.435872539,0.590472654,0.643721221,0.641445065,0.551068596,0.552773794,0.222823659,0.432837031
cg17839611,0.030837189,0.151000807,0.402986024,0.279827862,0.164932058,0.048434086,0.564290705,0.018769324
cg17877220,0.432021535,0.524154388,0.526349931,0.32004293,0.467638097,0.531040876,0.111084986,0.105885329
