Labels,MA1,MA2,MA3,MA4,MB1,MB2,MB3,MB4
cg11228126,0.403940096,0.443092048,0.559504054,0.9202646,0.46742759,0.101626017,0.491937783,0.066472473
cg11245181,0.084667016,0.142962734,0.077321886,0.088496431,0.30215395,0.135742704,0.111468903,0.150033255
cg11291081,0.648083957,0.614249318,0.59142163,0.075126738,0.905802881,0.883623504,0.924145996,0.92924059
cg11322797,0.021913924,0.012641825,0.014915792,0.021211485,0.013940434,0.014880369,0.014893736,0.019984704
cg11351987,0.868376759,0.826191185,0.926398973,0.915205053,0.027892959,0.337121689,0.041270346,0.030179357
cg11363527,0.661163371,0.478868365,0.530807487,0.913816739,0.565404425,0.138758843,0.49759326,0.276130055
cg11376198,0.023599636,0.019705655,0.021109445,0.014028611,0.019229654,0.020907997,0.018017134,0.011597997
cg11413657,0.490972541,0.521001444,0.509222637,0.037055092,0.034337362,0.036379682,0.05070684,0.033904718
cg11503210,0.426542418,0.099400079,0.50029344,0.063091595,0.155897032,0.196429136,0.079975322,0.278247099
cg11522683,0.082497974,0.052546211,0.133352058,0.301955145,0.106173598,0.324744436,0.100171855,0.364274088
cg11524454,0.421949139,0.376256367,0.489739129,0.225508487,0.450243284,0.492253119,0.684469964,0.615790098
cg11544420,0.352580497,0.513563576,0.554728007,0.52331266,0.555603277,0.650615937,0.70334386,0.674394153
cg11586189,0.520806952,0.201707638,0.606541319,0.134155286,0.262071447,0.407255495,0.656027734,0.20386394
cg11588844,0.890428799,0.107416507,0.895373655,0.522625626,0.49796828,0.332249962,0.473219332,0.459377493
cg11596009,0.947402345,0.941901384,0.954724295,0.951168449,0.7210546,0.716698639,0.716484297,0.727522417
cg11600596,0.860969445,0.938861404,0.943639009,0.724367383,0.071530955,0.425974331,0.214048795,0.454289417
cg11608150,0.031706624,0.029024202,0.02280722,0.017979546,0.016940227,0.129507102,0.018605553,0.227713903
cg11617938,0.933455026,0.899076644,0.920306931,0.946726638,0.583044143,0.475901099,0.508477047,0.542735368
cg11653233,0.243921072,0.039628684,0.637374157,0.033380199,0.482489711,0.27903637,0.145909318,0.296001849
cg11656177,0.649668044,0.826674707,0.497306701,0.498054582,0.483150696,0.662580485,0.478340438,0.646847861
cg11702085,0.932909119,0.914792739,0.941766524,0.947327934,0.919721543,0.928571084,0.923124024,0.94164362
cg11719362,0.945095248,0.930032329,0.944714373,0.9481801,0.904149583,0.957578873,0.53708582,0.919869187
cg11738485,0.033928952,0.035886333,0.034214514,0.029214081,0.033153155,0.042187751,0.034719136,0.038730124
cg11738486,0.043121974,0.035695206,0.096206954,0.064656478,0.231849633,0.141966026,0.105605539,0.108159188
cg11749010,0.980638379,0.98277791,0.987295406,0.983490634,0.945506706,0.983462584,0.988317986,0.978381083
cg11800117,0.200131754,0.179627523,0.249275058,0.259216133,0.099826176,0.147796492,0.246044196,0.391914976
cg11828983,0.048205146,0.064542389,0.152661064,0.102813151,0.053061282,0.078795103,0.078747351,0.06566222
cg11835209,0.162887695,0.490951114,0.158458458,0.738640008,0.102928829,0.073552728,0.581706998,0.064822631
cg11860005,0.081368169,0.815068815,0.092231575,0.893254491,0.777209701,0.578034321,0.839328723,0.658190096
cg11871991,0.114099974,0.436938448,0.046604268,0.078521743,0.038400758,0.056657247,0.053534254,0.053527434
cg11965913,0.022842889,0.084826153,0.02387835,0.019495262,0.032098173,0.18812124,0.028243435,0.18238306
cg11989576,0.044297073,0.039827178,0.035730318,0.029771509,0.076804436,0.049498417,0.040391988,0.048486384
cg12041401,0.378712642,0.833568537,0.503099588,0.875065897,0.473303959,0.050785116,0.053213169,0.046443167
cg12054318,0.032689532,0.033403756,0.036554308,0.040279257,0.08103493,0.196394458,0.035953227,0.254987656
cg12064504,0.662534968,0.072380935,0.714072887,0.369544902,0.701117466,0.579590845,0.213833131,0.325002395
cg12080831,0.854408594,0.884154579,0.874378627,0.895805301,0.842793099,0.642139677,0.719448967,0.692996529
cg12135344,0.556008142,0.49496532,0.515780262,0.019597958,0.023252443,0.02814093,0.022667377,0.017292691
cg12152384,0.092343974,0.319957425,0.070241399,0.096500459,0.047853753,0.170361674,0.070946386,0.246429502
cg12174804,0.56258774,0.689395251,0.664908327,0.970656706,0.107450057,0.108627076,0.086538813,0.111062875
cg12215294,0.4040775,0.912109475,0.486672733,0.460659368,0.846320093,0.688700821,0.561947957,0.844755359
cg12253469,0.016998123,0.118448994,0.041306147,0.014344889,0.036593784,0.080989721,0.044364688,0.02369564
cg12319143,0.525480754,0.672394297,0.848123349,0.957770255,0.079397311,0.038264234,0.022476883,0.025609691
cg12324629,0.91897804,0.209646199,0.849544217,0.132953407,0.90846769,0.391358318,0.870272863,0.541800642
cg12350309,0.101193407,0.755167573,0.085158354,0.556568333,0.110333858,0.057718487,0.048396979,0.059326579
cg12404181,0.043640384,0.081312112,0.026823419,0.138353509,0.059047977,0.106652199,0.180680038,0.186792492
cg12450708,0.509100767,0.56363279,0.588361346,0.583808112,0.048503812,0.031775624,0.034302078,0.033173952
cg12460175,0.026915584,0.027037492,0.044567328,0.057492993,0.023897229,0.065281892,0.027369171,0.030453299
cg12473775,0.559152227,0.516271271,0.579523114,0.104321124,0.61697436,0.550981999,0.554682175,0.530416112
cg12492938,0.513628611,0.13996942,0.473357124,0.0562183,0.810855447,0.598573143,0.833166288,0.587702886
cg12500876,0.094525596,0.272635103,0.077443713,0.028996346,0.840096125,0.85295549,0.804146248,0.927728426
cg12553689,0.397827774,0.531378736,0.555106854,0.533409297,0.539489173,0.693825639,0.557253272,0.623149626
cg12574576,0.045292776,0.087376789,0.083490936,0.046976482,0.62946381,0.730902042,0.407934641,0.777809722
cg12586386,0.452687443,0.434643006,0.461743215,0.478460208,0.269137512,0.427640818,0.44960902,0.541940428
cg12588917,0.648537635,0.768170788,0.748546416,0.597541771,0.022958237,0.040339634,0.052042105,0.021221244
cg12615761,0.351417128,0.567251735,0.510552737,0.511254322,0.647750907,0.856030286,0.934499562,0.859740162
cg12668399,0.477305173,0.539975207,0.589405085,0.161093556,0.273855264,0.544835249,0.147217726,0.569205492
cg12690119,0.070583031,0.043536441,0.0479681,0.079529501,0.070411627,0.065106416,0.087742499,0.203995705
cg12705353,0.930112104,0.945105265,0.942152962,0.951397507,0.921275513,0.879407885,0.918150326,0.891383372
cg12765123,0.037130609,0.044416374,0.035846693,0.041052887,0.045722286,0.038761143,0.034833259,0.059795219
cg12798194,0.060697735,0.401227774,0.065306737,0.04289678,0.312769264,0.351959703,0.174438139,0.256928051
cg12809031,0.868643691,0.869748874,0.890326926,0.718815758,0.814368225,0.703607419,0.535488152,0.883971284
cg12840312,0.965104344,0.954128579,0.962260338,0.728292824,0.957521625,0.963924678,0.966304644,0.955518096
cg12844324,0.364409754,0.411680728,0.50153748,0.517499452,0.53773723,0.781753673,0.593937468,0.83050272
cg12850379,0.087298864,0.073307004,0.090723246,0.05579552,0.481654573,0.254066039,0.416496652,0.2967405
cg12908916,0.707302701,0.771824746,0.830563304,0.865860703,0.452613525,0.407861963,0.435984381,0.454780601
cg12924430,0.031695779,0.030721658,0.031561807,0.96971888,0.032070573,0.030812526,0.02726857,0.019161002
cg12927753,0.071036729,0.587039476,0.058783387,0.585486097,0.083347199,0.32476523,0.080857928,0.270392997
cg12938556,0.100535044,0.022542224,0.025760468,0.029683675,0.127421905,0.088413198,0.062725478,0.053552845
cg12944343,0.447783942,0.552906475,0.562614518,0.552029586,0.532514103,0.52098793,0.521986276,0.536245176
cg13027206,0.397547453,0.152763206,0.519423206,0.050468794,0.165948125,0.2992235,0.418962204,0.380685902
cg13033722,0.499438086,0.188508209,0.249978212,0.096352247,0.525848186,0.541931243,0.228723709,0.48169391
cg13050716,0.538964614,0.788386174,0.504115078,0.868320642,0.115547384,0.1353395,0.087746098,0.054464128
cg13126871,0.158773666,0.116889854,0.18849512,0.539091431,0.452502815,0.296843584,0.462248054,0.304671758
cg13128596,0.108049352,0.45334601,0.089506708,0.087351964,0.07991014,0.072287811,0.052498063,0.061251996
cg13132497,0.445733741,0.81733092,0.566883524,0.462934668,0.783106021,0.676569495,0.535591416,0.921768509
cg13172549,0.033524233,0.045165121,0.043683259,0.072712621,0.048588449,0.480672767,0.057750887,0.280069753
cg13176979,0.258002527,0.504141985,0.070152848,0.921586853,0.056462551,0.285502991,0.084403205,0.062259915
cg13186228,0.108038488,0.417098078,0.032693743,0.02660635,0.384532675,0.424414764,0.433273017,0.364336506
cg13198297,0.047941075,0.057688622,0.103337459,0.533991046,0.92937861,0.233800533,0.925366591,0.913315787
cg13207180,0.529731495,0.486864692,0.569597032,0.565848462,0.91204909,0.879620976,0.90423654,0.934987177
cg13252700,0.291240462,0.070983257,0.248648108,0.04477687,0.04549641,0.310324458,0.049256378,0.28777969
cg13278353,0.0519829,0.041302114,0.034119567,0.01716178,0.037748667,0.03191129,0.026028002,0.017998136
cg13289019,0.931316557,0.937893914,0.940828316,0.963628095,0.926421884,0.940394385,0.958291347,0.954899523
cg13307058,0.907661405,0.953213975,0.858058322,0.940497887,0.785512855,0.665569112,0.88163735,0.819011738
cg13316472,0.041526897,0.034898955,0.065777274,0.039221261,0.073552689,0.217780341,0.058417461,0.089815934
cg13377056,0.113148366,0.613617942,0.082587917,0.611071909,0.098846549,0.382694313,0.081164275,0.364295684
cg13393036,0.123699998,0.387055852,0.161436167,0.05159418,0.283987857,0.305970837,0.27028946,0.402286539
cg13405775,0.897710592,0.887148911,0.925980922,0.920748355,0.509628885,0.760214961,0.496663541,0.603194316
cg13428066,0.39600768,0.669032354,0.303562874,0.197311441,0.43390028,0.484408539,0.427042507,0.466687363
cg13477101,0.86731852,0.87003586,0.886876299,0.954729167,0.924769325,0.899654191,0.915638975,0.909664771
cg13500113,0.219063721,0.636163507,0.634501148,0.09325838,0.775896949,0.921261836,0.745472792,0.871041125
cg13522882,0.49956721,0.528917454,0.530045574,0.530513273,0.382520148,0.185667985,0.203197872,0.241036563
cg13567405,0.069281807,0.062271484,0.04671621,0.032254613,0.477035694,0.645848344,0.472405927,0.744648286
cg13572782,0.485009071,0.940319561,0.613202871,0.935864151,0.428775857,0.939536116,0.932213385,0.953554297
cg13668471,0.804459314,0.853196261,0.91596514,0.07158271,0.609198106,0.573988025,0.86167596,0.381485053
cg13681655,0.288800308,0.359590799,0.487592089,0.661120337,0.440725213,0.438393252,0.244026945,0.42341672
cg13683194,0.167576902,0.168064276,0.337213588,0.583322161,0.538888811,0.587913547,0.799335805,0.401822838
cg13687570,0.922055964,0.958121262,0.960017783,0.970086749,0.961992063,0.963643178,0.962003262,0.959496223
cg13697378,0.430410653,0.547256103,0.514796669,0.521895033,0.486524251,0.526096186,0.50482999,0.508464637
cg13734401,0.424838228,0.503709122,0.510160096,0.932320163,0.479516715,0.574718719,0.433167021,0.363191227
cg13736514,0.689696291,0.555994856,0.557007742,0.579314876,0.747558569,0.547661018,0.587507505,0.557597205
cg13805518,0.236320151,0.494966563,0.498924227,0.032646713,0.12925562,0.046286671,0.6188821,0.099228106
cg13809441,0.464683481,0.915722936,0.520054313,0.454767993,0.50198643,0.53481687,0.524882539,0.484468503
cg13812291,0.424587677,0.534687424,0.540628988,0.567995068,0.558759336,0.685834493,0.561901785,0.65215543
cg13835029,0.205726458,0.142726419,0.079618951,0.500420431,0.550368654,0.102622232,0.134500033,0.169404144
cg13845105,0.615803781,0.874571061,0.491452837,0.859033398,0.551971892,0.593320259,0.414100639,0.716174867
cg13865488,0.822248598,0.902698226,0.918608868,0.942285442,0.12195436,0.100822711,0.087152761,0.088294464
cg13884376,0.59373711,0.143012347,0.575067483,0.080951011,0.805005085,0.501629061,0.563362008,0.689764898
cg13904574,0.040628573,0.45196751,0.039533343,0.029968571,0.459943327,0.396247742,0.469047569,0.35718593
cg13928427,0.489691874,0.436953345,0.529211827,0.506120846,0.242410492,0.059483844,0.064598467,0.063076847
cg13952159,0.472052634,0.076198376,0.508726896,0.496943714,0.083733473,0.072321964,0.103739206,0.093608542
cg13972423,0.091469982,0.049244757,0.048442094,0.045971807,0.060562494,0.050356845,0.326143192,0.210981244
cg13975106,0.389157436,0.881392594,0.116039379,0.572792623,0.364575912,0.522311541,0.679978703,0.631525493
cg13978566,0.497490256,0.497997916,0.557525168,0.571066815,0.100781394,0.108292075,0.514514808,0.055335385
cg13980266,0.342019923,0.645997308,0.678156501,0.041868805,0.071972143,0.047654751,0.027055793,0.047469975
cg13981838,0.736218098,0.571788819,0.559044719,0.55286232,0.858372669,0.639151385,0.535109298,0.538383787
cg13989519,0.032402787,0.048058553,0.036570043,0.616825136,0.051698534,0.055696633,0.051925667,0.104504109
cg14032732,0.82022552,0.923906311,0.907757677,0.904986801,0.859153674,0.883416675,0.918915164,0.887372994
cg14047153,0.205328796,0.523646863,0.138928536,0.336580175,0.183868603,0.091017668,0.304490415,0.036497925
cg14058329,0.036321102,0.079023783,0.048147098,0.033508401,0.961148026,0.968961636,0.965973508,0.974680486
cg14068301,0.833896803,0.920002369,0.925750202,0.948551126,0.82132784,0.917127712,0.634105021,0.833690731
cg14076977,0.787797174,0.945256668,0.423967207,0.464300253,0.888544857,0.464438911,0.893894054,0.24314947
cg14093127,0.08903606,0.356024592,0.377442296,0.36590011,0.096402376,0.1620631,0.120489001,0.360535004
cg14113351,0.761974814,0.80880314,0.881547396,0.054980277,0.156771062,0.553951239,0.44840625,0.568593029
cg14166009,0.909133307,0.951878011,0.952986339,0.94814414,0.932042861,0.959143284,0.966072061,0.963248693
cg14202048,0.934286426,0.929047401,0.937346205,0.938354641,0.884320998,0.890165838,0.92936946,0.900055457
cg14242696,0.060782176,0.36870908,0.05817905,0.049162601,0.046181741,0.036381748,0.055631084,0.040941651
cg14340463,0.783717156,0.912197874,0.79732757,0.701060222,0.242707396,0.105810797,0.116292217,0.087927266
cg14386312,0.610894608,0.843447831,0.599855121,0.860134663,0.235498354,0.677697892,0.515450724,0.840332431
cg14413354,0.816272708,0.063143114,0.944979552,0.363094853,0.085255921,0.087488424,0.047879127,0.069757708
cg14417784,0.426878661,0.473486484,0.443400481,0.446635824,0.466885927,0.449144149,0.443064376,0.402014349
cg14562054,0.377459623,0.37712377,0.307028518,0.548338252,0.11249472,0.096113809,0.106900044,0.110254516
cg14580228,0.9198217,0.904963979,0.964805868,0.576381618,0.877237793,0.133064034,0.125985474,0.070627564
cg14595683,0.349638522,0.106764736,0.508243117,0.117330958,0.368362304,0.473619787,0.397133928,0.388925634
cg14604066,0.440654419,0.808937226,0.243467963,0.03792373,0.101213361,0.060254618,0.075595577,0.025744485
cg14637144,0.831876898,0.828211959,0.844334449,0.790606794,0.508082588,0.585100538,0.730229737,0.58234587
cg14643390,0.188165885,0.927877954,0.0658696,0.035511136,0.131600171,0.042054944,0.038267275,0.055268916
cg14644378,0.475946811,0.173831891,0.659464771,0.037077841,0.126120083,0.065572378,0.054575279,0.067962635
cg14693391,0.903515925,0.494009817,0.489725978,0.880200278,0.793462697,0.827390354,0.870363753,0.845968026
cg14700230,0.759469871,0.490442983,0.865193288,0.874703047,0.116121442,0.339624049,0.089122389,0.087126804
cg14759494,0.074153257,0.065517544,0.058859653,0.540998715,0.056714331,0.057521058,0.050848748,0.051309198
cg14794655,0.152782696,0.169389715,0.144433205,0.344110096,0.186578569,0.558118703,0.111725311,0.628115404
cg14837974,0.386504572,0.827806121,0.232064953,0.532964573,0.791108101,0.681512119,0.775459411,0.640660647
cg14847483,0.936417553,0.545817333,0.964889357,0.96608803,0.47485328,0.404739453,0.5427211,0.369205067
cg14850026,0.107372737,0.147663868,0.161952417,0.194740715,0.22556455,0.115091031,0.096471093,0.35754173
cg14866167,0.342125765,0.442396795,0.180149856,0.41502262,0.515161148,0.3228734,0.292392382,0.221013088
cg14883961,0.423010897,0.368432702,0.217684277,0.496577574,0.581977976,0.480899755,0.553428511,0.35376515
cg14893161,0.025282514,0.059672527,0.055767652,0.04550583,0.07851498,0.059700166,0.060837834,0.162212646
cg14934242,0.393938361,0.781082573,0.526423019,0.926030351,0.471984395,0.148404835,0.509394692,0.092181639
cg14952312,0.034901613,0.031108984,0.152665882,0.016232652,0.404377115,0.102688639,0.196956063,0.040104793
cg14965694,0.440746085,0.091814241,0.504302076,0.454427411,0.880836862,0.760275308,0.866405786,0.870858363
cg15002904,0.295520268,0.444389146,0.075823487,0.527477389,0.032351125,0.026643437,0.014217142,0.015762004
cg15007983,0.88228501,0.936053483,0.929940921,0.915625878,0.364969472,0.318734084,0.475065861,0.373529629
cg15008743,0.70771378,0.639594917,0.710424903,0.847463855,0.604263785,0.528563437,0.597095934,0.503886731
cg15117372,0.342566859,0.397125404,0.476673072,0.472240231,0.371016382,0.582563127,0.459137604,0.568330312
cg15147215,0.025223689,0.054576372,0.215780256,0.556450683,0.065498249,0.075463983,0.029947127,0.061924345
cg15199987,0.045139677,0.036047664,0.055222548,0.045263923,0.069160684,0.060292197,0.057988737,0.042523223
cg15200445,0.472556127,0.099038763,0.494490797,0.047548476,0.535049139,0.091689305,0.553502688,0.104583819
cg15212455,0.635666147,0.385063897,0.582118869,0.685558326,0.04438528,0.039781753,0.039882134,0.025430725
cg15224459,0.430718479,0.742627268,0.3943881,0.619497484,0.241465043,0.401559577,0.513128167,0.262278587
cg15235999,0.50674115,0.56601326,0.530814388,0.407503217,0.566992356,0.604140365,0.858680967,0.698096014
cg15241074,0.448014126,0.59733214,0.037642216,0.031442675,0.576032633,0.476971531,0.507001783,0.516366522
cg15246712,0.041167237,0.027604361,0.034611902,0.034375089,0.047258648,0.04671006,0.035634785,0.036872119
cg15319824,0.908558347,0.958393558,0.954432779,0.961745158,0.569604183,0.948380895,0.93636826,0.937679589
cg15359390,0.871266349,0.821674903,0.874604182,0.46004329,0.052109774,0.051227829,0.061851199,0.055146455
cg15401418,0.963788681,0.96962408,0.980208747,0.976999614,0.9633948,0.970093986,0.982287413,0.972477847
cg15414638,0.915807996,0.935552435,0.940811106,0.953061714,0.920511853,0.677708784,0.547901932,0.920976829
cg15425811,0.281624114,0.435693222,0.443540437,0.46897372,0.239269624,0.335590194,0.519309568,0.418537192
cg15464821,0.167607189,0.906615978,0.066818514,0.052635775,0.618246828,0.378416266,0.826602743,0.503072627
cg15469871,0.028539551,0.032727516,0.02527078,0.030262398,0.027285372,0.033327163,0.027352814,0.028411977
cg15551981,0.505574194,0.085558566,0.566908717,0.077564542,0.16894206,0.06581912,0.075593357,0.517437247
cg15690542,0.635783793,0.811359926,0.500175559,0.722944478,0.59663471,0.438556064,0.644889543,0.504866645
cg15697225,0.345548243,0.786143972,0.464082942,0.496453016,0.076965848,0.046055726,0.1581063,0.041070592
cg15701794,0.798808247,0.635648269,0.774322504,0.646559171,0.041337787,0.041398859,0.0401121,0.038780557
cg15702949,0.859793152,0.881098546,0.881748446,0.568956347,0.87732135,0.776024956,0.893116701,0.890373305
cg15711727,0.500854368,0.53094047,0.521440792,0.547514639,0.436921565,0.556358738,0.559513223,0.507713518
cg15721243,0.840076249,0.511696626,0.893283761,0.909406201,0.58207118,0.581009949,0.610624274,0.593429092
cg15777261,0.531503323,0.433313129,0.499162276,0.572554255,0.131166698,0.184683677,0.38995177,0.467214095
cg15808472,0.917272903,0.814294273,0.556491867,0.029240391,0.067993075,0.048098463,0.048764008,0.038829827
cg15854394,0.406470259,0.380966916,0.483090071,0.32020732,0.054504461,0.394856846,0.052454381,0.071939955
cg15867944,0.398175079,0.12997905,0.171120205,0.508302702,0.398501675,0.461806563,0.533341639,0.441647357
cg15881597,0.704522165,0.753077606,0.771355105,0.124280444,0.155128065,0.497175976,0.176028961,0.471749692
cg15907060,0.787490329,0.275543564,0.946522021,0.939777805,0.587095547,0.433164387,0.481873648,0.35134587
cg15996644,0.516757055,0.786454682,0.554274985,0.902328036,0.812044664,0.322171694,0.860137412,0.340943917
cg16064054,0.233768638,0.702861123,0.168340562,0.700648682,0.643950888,0.733910833,0.462282094,0.494007748
cg16127514,0.302803538,0.090261855,0.082184188,0.205035477,0.100797175,0.18249283,0.133114019,0.255593672
cg16148270,0.5739323,0.594979469,0.678168646,0.668321617,0.516669089,0.422465992,0.66000965,0.450416076
cg16172549,0.850961191,0.514671627,0.903572851,0.514141707,0.064732261,0.388169714,0.478850292,0.363844411
cg16243243,0.525708686,0.769923903,0.502423165,0.870490778,0.383384547,0.028349862,0.019309018,0.020046923
cg16254756,0.40968648,0.668458885,0.502550983,0.524835153,0.35256058,0.541822947,0.392539762,0.371030085
cg16266669,0.539014961,0.621090792,0.564895129,0.555155989,0.254877252,0.148066676,0.174505776,0.370531228
cg16274899,0.82970982,0.895281113,0.880982339,0.590191595,0.486480526,0.405341807,0.608031744,0.621991931
cg16296679,0.151383816,0.110829884,0.374692946,0.04499482,0.48334894,0.641105414,0.536793405,0.529599057
cg16303742,0.186627518,0.521518101,0.129404873,0.493953261,0.568388456,0.497996708,0.486113675,0.480039714
cg16311302,0.069997187,0.078849039,0.089740845,0.065551038,0.037215305,0.118370119,0.053800614,0.047435978
cg16314899,0.593537423,0.579363776,0.625735878,0.51863788,0.55896617,0.568605694,0.580016581,0.504957092
cg16319129,0.039647202,0.545841227,0.081029151,0.065218632,0.071615196,0.31680793,0.502704675,0.347032412
cg16345566,0.92717038,0.950599924,0.963208006,0.964189687,0.93023972,0.957383838,0.961956175,0.945065598
cg16380632,0.751142643,0.695557998,0.932712449,0.047539571,0.048265476,0.041028101,0.449626749,0.044624144
cg16387467,0.471053102,0.77309403,0.529151198,0.48639823,0.492264088,0.436583958,0.095017246,0.471513483
cg16391973,0.626754955,0.556276081,0.527134781,0.551770968,0.057730104,0.480010238,0.083765925,0.500635885
cg16413785,0.467397547,0.513806599,0.610361935,0.579741205,0.609677742,0.618374441,0.607602549,0.577230463
cg16430166,0.917294295,0.941568751,0.93620287,0.946428891,0.875708764,0.92101094,0.931372673,0.910034637
cg16470716,0.77131406,0.944000651,0.932155877,0.920346009,0.867378786,0.532541859,0.520427088,0.496434888
cg16475891,0.334591326,0.550610529,0.07206066,0.939436477,0.575822197,0.418854433,0.543425005,0.565345527
cg16496269,0.318736413,0.46901121,0.524846002,0.148464297,0.536227588,0.395654912,0.429838899,0.442161794
cg16527418,0.80732871,0.958824928,0.966221722,0.980567115,0.926761523,0.968714616,0.971353246,0.980018441
cg16533146,0.176935422,0.377817424,0.079729685,0.087559703,0.147536328,0.088316551,0.087338782,0.055312615
cg16585333,0.107802402,0.018558219,0.053893046,0.017363876,0.022633719,0.021042182,0.022288041,0.016050882
cg16602369,0.19684967,0.186443208,0.197426109,0.251946601,0.145891935,0.15747287,0.146617738,0.165867085
cg16645423,0.337645917,0.462868317,0.490639402,0.361846211,0.06488763,0.031867936,0.150809273,0.027787247
cg16659026,0.608772181,0.909047195,0.62763893,0.983459185,0.191846449,0.029505228,0.280109704,0.047765371
cg16664617,0.593217159,0.105926222,0.507699305,0.022550984,0.106667437,0.444683627,0.030935926,0.47514008
cg16681083,0.038750645,0.426549677,0.180590474,0.025531294,0.921328799,0.803506707,0.96278063,0.923526934
cg16714096,0.365544937,0.559351394,0.543672831,0.509486352,0.355180113,0.461188988,0.540059336,0.386446978
cg16717267,0.095061277,0.07088366,0.475018446,0.438554961,0.288394566,0.08543818,0.230433841,0.201172384
cg16735509,0.409371026,0.029781723,0.480043657,0.553426452,0.028015405,0.035925098,0.050788281,0.033983191
cg16740427,0.458851401,0.910443706,0.633549313,0.586303816,0.089351428,0.747540328,0.575923906,0.435894541
cg16743289,0.069281098,0.118367032,0.084616405,0.054698802,0.436963465,0.539850233,0.49286708,0.535089268
cg16752400,0.068510097,0.054052356,0.066198007,0.047706126,0.09309337,0.051864399,0.042065179,0.048767223
cg16814023,0.678332767,0.944487376,0.587217018,0.955800591,0.542754865,0.557587876,0.5462261,0.543409502
cg16852440,0.072897574,0.102187715,0.095584637,0.083135066,0.446435559,0.603904399,0.46200163,0.614899824
cg16893174,0.765221928,0.750557349,0.426173127,0.879806052,0.300255292,0.066633954,0.057602976,0.197627579
cg16926213,0.979706325,0.967559765,0.988679468,0.982882873,0.589410019,0.05319275,0.686088392,0.047653188
cg17006282,0.823512265,0.059770946,0.881312035,0.060074356,0.206031934,0.065578588,0.101917157,0.059888461
cg17016000,0.30029686,0.308358482,0.433295372,0.604923263,0.747714113,0.373690767,0.594479653,0.608683788
cg17074431,0.348183393,0.57754163,0.616623164,0.591167059,0.584831021,0.666588748,0.681709259,0.722435594
cg17098387,0.800452445,0.74817926,0.828893031,0.62838476,0.328562909,0.206442375,0.294115917,0.151608528
cg17118836,0.049776495,0.619694145,0.445978872,0.047800941,0.044101384,0.047803029,0.035085596,0.041846213
cg17174814,0.986326515,0.942106337,0.986813196,0.990371625,0.853079002,0.943429253,0.967491025,0.930998606
cg17186388,0.210583525,0.40802377,0.261388582,0.399309178,0.370218996,0.414867608,0.585965133,0.460626958
cg17191109,0.040582648,0.429708981,0.045000858,0.053967929,0.052164785,0.042510794,0.035282478,0.054320996
cg17254383,0.630359226,0.739499199,0.397813716,0.820856739,0.091959036,0.072148601,0.065599913,0.102712377
cg17259096,0.231043456,0.475280241,0.123766072,0.909268902,0.494551941,0.087748176,0.08069772,0.22825586
cg17306686,0.029903298,0.026123965,0.265611611,0.039979229,0.036990124,0.033124404,0.030593454,0.026781005
cg17333886,0.510643512,0.246250058,0.487389215,0.815846394,0.677106646,0.838985702,0.755032133,0.638486305
cg17393917,0.914971668,0.92108544,0.940051203,0.944011673,0.925683948,0.946390406,0.773376974,0.93086408
cg17397069,0.499771678,0.885666584,0.525247614,0.680018309,0.818890211,0.509134703,0.781432404,0.753589345
cg17420585,0.098717512,0.073900442,0.138439346,0.301689623,0.266870632,0.074498769,0.151267888,0.300263364
cg17434008,0.377970169,0.538841616,0.465565824,0.815217464,0.144486272,0.542636522,0.097538008,0.551378053
cg17445212,0.464048611,0.489309162,0.321287381,0.55671027,0.563123358,0.665007079,0.489973873,0.606388675
cg17468100,0.075893148,0.389900079,0.407647902,0.417712559,0.197075249,0.069740845,0.468588,0.37200651
cg17491987,0.810849009,0.792344782,0.925435147,0.952184245,0.025421476,0.020465731,0.021685718,0.020732124
cg17500703,0.073595278,0.834838269,0.19108512,0.901895604,0.447160084,0.72022665,0.451770775,0.712811678
cg17511472,0.772505128,0.701032662,0.366264884,0.962290868,0.273670899,0.335441066,0.238928168,0.285375257
cg17605021,0.563056124,0.53295325,0.207285693,0.578497427,0.569285814,0.577210552,0.560915612,0.549524282
cg17610933,0.848952715,0.457273749,0.546911318,0.92535396,0.181844209,0.26230565,0.138843292,0.375714979
cg17668731,0.404395823,0.714997478,0.191244366,0.501616736,0.58670782,0.782457394,0.72210249,0.576361539
cg17680092,0.757585103,0.033842053,0.541574885,0.035314532,0.632400489,0.13301645,0.924589446,0.0460681
cg17692971,0.822559539,0.824077089,0.912921128,0.675083864,0.721548147,0.807803353,0.263463546,0.732932535
cg17694351,0.281574715,0.384180944,0.250129324,0.308261837,0.404895623,0.297226215,0.422815189,0.320761358
cg17713488,0.033215182,0.033866121,0.030314546,0.032097395,0.029840173,0.057394729,0.023106177,0.167349387
cg17723381,0.343255921,0.162065841,0.210506524,0.872982571,0.194438828,0.125856972,0.178553625,0.093460553
cg17795240,0.915104899,0.395543723,0.958504662,0.959298997,0.067349855,0.038536283,0.139120167,0.046577328
cg17805072,0.403790253,0.861314658,0.529685417,0.487172603,0.088944051,0.333035283,0.042623675,0.28280626
cg17820828,0.53883119,0.628418534,0.626513148,0.590157345,0.635839382,0.854514873,0.594273883,0.927785756
cg17839611,0.382532054,0.41344195,0.463395021,0.301666626,0.516073529,0.464147814,0.839578366,0.50982958
cg17877220,0.162467756,0.092684248,0.122357903,0.11303105,0.116736899,0.115443122,0.081276785,0.110618522
