Labels,JA LL 1,JALL 2,JA3,JA4,JB LL 3,JB LL 4,JB3,JB4
cg11228126,0.862259318,0.749294015,0.864567705,0.903404321,0.935990995,0.852773832,0.789599056,0.925698891
cg11245181,0.350789857,0.351826214,0.500474371,0.449467729,0.636388199,0.132609576,0.473021341,0.52652006
cg11291081,0.058672749,0.114376022,0.051365084,0.047892201,0.064668445,0.038905742,0.125000284,0.168204798
cg11322797,0.960049549,0.976451818,0.972140648,0.980815001,0.973419676,0.944659132,0.919330055,0.956433904
cg11351987,0.820548649,0.92973655,0.871305519,0.904075069,0.572072126,0.045661347,0.501966474,0.436591022
cg11363527,0.747757027,0.909788722,0.813694381,0.859122347,0.337671149,0.080871316,0.462271082,0.455486288
cg11376198,0.579153691,0.696606657,0.576346477,0.554203638,0.50988757,0.982082212,0.532509629,0.534843965
cg11413657,0.87065188,0.897140542,0.627422717,0.592109515,0.61031487,0.541203755,0.596908445,0.396134437
cg11503210,0.490091252,0.584374073,0.471293523,0.527956669,0.51972611,0.311167869,0.572346117,0.529676777
cg11522683,0.07009335,0.058725273,0.176062707,0.066883612,0.082478237,0.628123018,0.23412474,0.065274381
cg11524454,0.255385855,0.129590905,0.106390063,0.125824566,0.082141799,0.12523998,0.131375543,0.032130532
cg11544420,0.599672971,0.632665219,0.531459527,0.553866565,0.519265601,0.526044188,0.548075685,0.489459218
cg11586189,0.271249572,0.122227725,0.234689993,0.508561726,0.138451814,0.170271492,0.147034935,0.209983623
cg11588844,0.045622262,0.037661361,0.074626912,0.425992796,0.045398088,0.149274775,0.671607094,0.026051182
cg11596009,0.911137991,0.923761465,0.934846069,0.941512506,0.85482973,0.893439884,0.937375564,0.952967093
cg11600596,0.786132431,0.738027141,0.617010417,0.60136719,0.719956803,0.81527486,0.596964355,0.624660605
cg11608150,0.062065822,0.048069256,0.020378128,0.022865329,0.035104176,0.041832064,0.020062463,0.022314015
cg11617938,0.55250111,0.615073731,0.47830273,0.811991508,0.354355677,0.052382705,0.207983461,0.803631634
cg11653233,0.07369083,0.108336804,0.090589428,0.030447383,0.711203485,0.057931079,0.598152848,0.617890648
cg11656177,0.392775796,0.464983159,0.479797898,0.444196067,0.461168694,0.03690596,0.414993825,0.421733197
cg11702085,0.812134398,0.593996687,0.425437023,0.439093439,0.647288169,0.11912023,0.354387322,0.394012881
cg11719362,0.047799751,0.05062582,0.093390254,0.036074575,0.598660401,0.038056876,0.401861172,0.144256608
cg11738485,0.133691007,0.054702597,0.255907518,0.117346891,0.263433578,0.870319591,0.67471969,0.641691355
cg11738486,0.054041832,0.410913447,0.185441168,0.067293527,0.03842691,0.052722232,0.240661249,0.101389794
cg11749010,0.102825164,0.048721392,0.030760227,0.032350629,0.051316703,0.095131686,0.076782223,0.019838207
cg11800117,0.508428537,0.461452021,0.510016897,0.608200773,0.366749703,0.194610114,0.209913309,0.489635998
cg11828983,0.563210872,0.549496,0.392826286,0.18898348,0.854739376,0.478074628,0.59686164,0.946632838
cg11835209,0.616961262,0.259818972,0.457142195,0.503511154,0.092497805,0.726435081,0.324159791,0.099522421
cg11860005,0.923044275,0.925509443,0.876813083,0.610229858,0.925524353,0.859514901,0.786647592,0.904535302
cg11871991,0.036217076,0.040569905,0.109431204,0.077628294,0.043159016,0.36989555,0.438062175,0.402614559
cg11965913,0.547319961,0.418058555,0.503337792,0.450572937,0.873597507,0.371613992,0.511042105,0.929728789
cg11989576,0.567996819,0.663841413,0.603079505,0.203512305,0.634589584,0.102569123,0.606886291,0.612884621
cg12041401,0.020528362,0.028033866,0.102370742,0.050983331,0.197742603,0.431454516,0.130911298,0.384482321
cg12054318,0.06879212,0.215680412,0.098636198,0.056244143,0.051999165,0.226692091,0.147199313,0.152677014
cg12064504,0.275215064,0.186423434,0.054478034,0.085304591,0.555912901,0.49970825,0.578684443,0.173271004
cg12080831,0.092239467,0.046881703,0.104352397,0.34599085,0.547631409,0.715662788,0.345882388,0.786969451
cg12135344,0.076008356,0.02601869,0.06497877,0.017963963,0.019407203,0.021130566,0.232886037,0.014771803
cg12152384,0.091165792,0.083968853,0.237836547,0.045652049,0.493614906,0.537398633,0.822456265,0.541953891
cg12174804,0.123877672,0.204872849,0.09932863,0.157823273,0.196483472,0.718041565,0.113216809,0.13055449
cg12215294,0.724231166,0.534838383,0.557055513,0.571861267,0.450212659,0.584184051,0.504856421,0.525598898
cg12253469,0.986808896,0.989128724,0.988175974,0.985795114,0.926092118,0.968654883,0.952195762,0.985691769
cg12319143,0.067602022,0.148026441,0.13628642,0.025337764,0.897287121,0.027815293,0.778967317,0.350244921
cg12324629,0.863674116,0.583210246,0.519738268,0.902041895,0.949480393,0.96243558,0.325004395,0.953955872
cg12350309,0.831272629,0.874631042,0.672719997,0.226769617,0.821282941,0.783014482,0.646116845,0.891484055
cg12404181,0.053058806,0.053213905,0.197150993,0.041685474,0.547882421,0.046108504,0.127639289,0.403495068
cg12450708,0.164436451,0.145203967,0.061655729,0.039314295,0.172744885,0.063759225,0.209680076,0.041906203
cg12460175,0.765348265,0.974164253,0.889569594,0.307654232,0.142083107,0.967783763,0.520949254,0.879357373
cg12473775,0.177784815,0.186559485,0.293055924,0.105829696,0.112763315,0.523856818,0.219728667,0.042025692
cg12492938,0.065382938,0.043865492,0.14843098,0.107651968,0.486444694,0.937719343,0.467564835,0.466493746
cg12500876,0.72161842,0.637461812,0.586185338,0.58907028,0.642365362,0.111222934,0.562676763,0.521644888
cg12553689,0.722128121,0.702542076,0.530616591,0.550347449,0.543809836,0.629571607,0.52243268,0.546600901
cg12574576,0.200461314,0.340643709,0.089771816,0.140440663,0.148442741,0.28174543,0.838702508,0.124688083
cg12586386,0.611095055,0.620923394,0.464251961,0.349166228,0.347675806,0.580861579,0.428427784,0.51835399
cg12588917,0.030149161,0.198079299,0.061615304,0.019359619,0.60329682,0.013377067,0.114289127,0.519180728
cg12615761,0.304041593,0.15902395,0.091561996,0.095076401,0.223697477,0.170744781,0.136644777,0.107246519
cg12668399,0.324132292,0.530126156,0.538455874,0.19325265,0.075219326,0.423940875,0.164746056,0.234719622
cg12690119,0.362546009,0.71722361,0.188092936,0.161190797,0.051527932,0.045770608,0.069480385,0.092612412
cg12705353,0.494994898,0.431541129,0.482211693,0.524050099,0.36120132,0.329554697,0.471172806,0.453647545
cg12765123,0.098053852,0.079873035,0.097324726,0.043122622,0.258933899,0.074810595,0.1323351,0.034259392
cg12798194,0.553149065,0.499604753,0.456248377,0.720538245,0.641627573,0.282821761,0.660769143,0.618058691
cg12809031,0.635213261,0.554561461,0.518043124,0.544188079,0.348260896,0.466561545,0.69269445,0.048725101
cg12840312,0.965951082,0.978476278,0.920673159,0.967924392,0.966465538,0.976915562,0.856432759,0.973695473
cg12844324,0.563877342,0.563644644,0.530990176,0.527486405,0.431787315,0.611508257,0.49468984,0.564659988
cg12850379,0.182483212,0.120462397,0.059824106,0.069415397,0.091647175,0.139769228,0.092341889,0.049329682
cg12908916,0.76678703,0.814941554,0.839167532,0.438503785,0.704935857,0.705600676,0.717608749,0.776177442
cg12924430,0.038412221,0.024871241,0.079969857,0.016133882,0.036469718,0.217667191,0.40253315,0.390724326
cg12927753,0.117154643,0.437986282,0.34124028,0.129362475,0.8658077,0.431186559,0.864836805,0.863237566
cg12938556,0.403625265,0.369765983,0.160934615,0.147840918,0.019728029,0.064164915,0.197179954,0.031218747
cg12944343,0.562344823,0.771888153,0.640512375,0.619452814,0.395668542,0.842900737,0.532358073,0.563103897
cg13027206,0.217080992,0.28315185,0.133074385,0.211897642,0.566512806,0.518476888,0.060694912,0.24849942
cg13033722,0.691194295,0.423310724,0.547320928,0.548158386,0.50560922,0.548578491,0.582174081,0.510536009
cg13050716,0.028694655,0.011855321,0.048535223,0.031376528,0.226876109,0.434572805,0.1233179,0.711140305
cg13126871,0.153307608,0.102018495,0.101572218,0.065869428,0.3605425,0.323073959,0.454382041,0.029651277
cg13128596,0.065414905,0.042238006,0.091729489,0.053325606,0.061834021,0.03064206,0.175736453,0.038409864
cg13132497,0.751377475,0.650112841,0.539192881,0.181841463,0.936218912,0.629345159,0.793228447,0.952884438
cg13172549,0.722807773,0.056786899,0.07956896,0.051266281,0.060216236,0.03418168,0.092553418,0.033610131
cg13176979,0.038257262,0.063863913,0.08000297,0.051843908,0.470591569,0.439676521,0.455481176,0.509842864
cg13186228,0.03588138,0.01843706,0.026514478,0.053098101,0.023294561,0.21844779,0.022468189,0.024928152
cg13198297,0.309808138,0.386685059,0.069289851,0.063219994,0.64109579,0.777386352,0.09606036,0.048321263
cg13207180,0.096542759,0.08905281,0.220429567,0.833237899,0.093011088,0.118633345,0.663298782,0.052008505
cg13252700,0.91782933,0.97736198,0.878572889,0.9390488,0.751401223,0.564477566,0.528933804,0.596799132
cg13278353,0.985214193,0.979935843,0.966640126,0.963754361,0.963997293,0.70397021,0.90752297,0.957802351
cg13289019,0.944912665,0.949050467,0.911725804,0.953260973,0.946428286,0.931104377,0.767835054,0.956641602
cg13307058,0.410984644,0.581984817,0.773736143,0.213369071,0.91843813,0.305253458,0.631758333,0.957417836
cg13316472,0.146655641,0.066797875,0.090080507,0.043719761,0.035912498,0.491732013,0.109771446,0.035215534
cg13377056,0.41968866,0.653345285,0.504141892,0.537837987,0.865257742,0.628741685,0.883252177,0.93681279
cg13393036,0.732735575,0.762323736,0.753486727,0.573568393,0.942243369,0.617867202,0.81788775,0.819369281
cg13405775,0.349807612,0.058866996,0.176155908,0.120727811,0.052264183,0.754331831,0.858903409,0.061229114
cg13428066,0.714325321,0.66805201,0.543176215,0.720464688,0.187739219,0.287461075,0.338981483,0.099000514
cg13477101,0.428959632,0.32811246,0.530981032,0.494274626,0.221049187,0.908296687,0.400927386,0.448054613
cg13500113,0.425326142,0.557100671,0.577871129,0.145548758,0.191387848,0.60182186,0.127804605,0.093169132
cg13522882,0.071714656,0.052442469,0.052091699,0.03996446,0.344659161,0.047981976,0.134169917,0.035172874
cg13567405,0.568546709,0.612402966,0.593106894,0.165454895,0.691953549,0.115184112,0.497056274,0.176982053
cg13572782,0.925943878,0.933577454,0.948062347,0.949380053,0.915346364,0.93041717,0.882001182,0.936266853
cg13668471,0.510414611,0.625928841,0.538065663,0.513678679,0.872220099,0.889203778,0.291141195,0.945121825
cg13681655,0.293878841,0.309401217,0.204316096,0.219197676,0.428369776,0.656531842,0.727103752,0.452374231
cg13683194,0.596341457,0.565294455,0.574209112,0.222489721,0.229487208,0.500640866,0.456194142,0.238631455
cg13687570,0.954028909,0.966870408,0.958275083,0.964773947,0.957590043,0.923840084,0.92236168,0.963876715
cg13697378,0.989149251,0.988755666,0.967199905,0.983143042,0.976100886,0.978427764,0.936960741,0.977361453
cg13734401,0.854949052,0.79837402,0.917583297,0.537061337,0.877287667,0.88981389,0.843752861,0.930746947
cg13736514,0.891473245,0.852724448,0.938923383,0.929349088,0.891699974,0.876113683,0.908786588,0.923061071
cg13805518,0.03552439,0.027711714,0.056135208,0.030898525,0.048330753,0.076464731,0.11430637,0.041266764
cg13809441,0.823989101,0.759878817,0.781611917,0.576045879,0.936917513,0.93219632,0.873909946,0.870746606
cg13812291,0.85889739,0.81610835,0.594970757,0.585092108,0.812399548,0.54223791,0.555294708,0.56071824
cg13835029,0.182250099,0.09179967,0.175529599,0.06951301,0.257744891,0.524552886,0.546366843,0.133472432
cg13845105,0.879715631,0.897866728,0.815064593,0.809582135,0.908863482,0.799924236,0.911402387,0.923668408
cg13865488,0.035530682,0.046442645,0.097554119,0.234475877,0.040613809,0.5762406369999999,0.303920403,0.125202957
cg13884376,0.486692499,0.358441037,0.183715467,0.811623195,0.367490745,0.78251079,0.509703752,0.82247272
cg13904574,0.930344866,0.945931684,0.857722174,0.854210404,0.833575893,0.900842415,0.792016438,0.894123556
cg13928427,0.559600653,0.394534475,0.493709856,0.398771853,0.264717594,0.032582383,0.469948284,0.438100973
cg13952159,0.049292102,0.044885951,0.075157863,0.069093843,0.063871717,0.09381595,0.131132516,0.060897991
cg13972423,0.742000009,0.680263771,0.873787922,0.900318329,0.616153849,0.87570315,0.850428757,0.485464931
cg13975106,0.238223073,0.380970159,0.17017297,0.066842267,0.060657688,0.284609535,0.078215535,0.064525001
cg13978566,0.04992753,0.051123653,0.120521258,0.07560221,0.696294607,0.683813008,0.528060693,0.531894306
cg13980266,0.917782282,0.581417066,0.391064646,0.528147763,0.832036539,0.855488964,0.921721718,0.951349478
cg13981838,0.053283167,0.079932192,0.442464153,0.0592345,0.528677292,0.424826717,0.254800263,0.561422589
cg13989519,0.043052937,0.036525669,0.041222977,0.03260738,0.04039548,0.048823676,0.102332322,0.03214013
cg14032732,0.027829738,0.017678511,0.019372127,0.019728618,0.028809413,0.024731645,0.021238149,0.01831026
cg14047153,0.203888485,0.038024083,0.119804839,0.04930633,0.042830819,0.157694011,0.203137669,0.015864905
cg14058329,0.974557105,0.981747952,0.969536493,0.963224669,0.978299552,0.954643464,0.893783587,0.972499255
cg14068301,0.039527766,0.03723963,0.046554312,0.030740098,0.057558856,0.040278405,0.051800636,0.026669932
cg14076977,0.034625735,0.019511597,0.01839212,0.045749835,0.026587986,0.069269827,0.05688926,0.037269833
cg14093127,0.484060335,0.30529419,0.32842396,0.38749464,0.419842147,0.213840882,0.234174639,0.351945383
cg14113351,0.342459225,0.267963415,0.19340949,0.477796543,0.949802395,0.645948583,0.456568762,0.879133349
cg14166009,0.933931637,0.938601529,0.954730272,0.953928556,0.955448715,0.831053778,0.95216902,0.960386595
cg14202048,0.875045964,0.941608922,0.707998166,0.674378408,0.943554236,0.583349505,0.905953139,0.918942353
cg14242696,0.081782938,0.175813365,0.14623283,0.038163864,0.757329087,0.643785211,0.614694317,0.676104776
cg14340463,0.685796136,0.732939657,0.771660887,0.512497242,0.688590489,0.427542356,0.850783827,0.908133363
cg14386312,0.046865635,0.089592536,0.059203345,0.07353665,0.051076415,0.034832247,0.183682581,0.046183623
cg14413354,0.503391172,0.614237778,0.118944907,0.083925644,0.901106242,0.59208853,0.648265438,0.918672002
cg14417784,0.077372963,0.044766419,0.027602533,0.033243662,0.069446335,0.059828019,0.036245964,0.028621676
cg14562054,0.456351578,0.107925368,0.252082142,0.181049796,0.052593711,0.391496874,0.387759376,0.110435376
cg14580228,0.032938636,0.024911685,0.366123569,0.430043746,0.651572533,0.617054099,0.25078711,0.639569713
cg14595683,0.059361611,0.030204862,0.154742607,0.071706096,0.459898938,0.381115901,0.387228303,0.325166768
cg14604066,0.045956667,0.025235071,0.050677551,0.058783792,0.034527045,0.982373968,0.138062811,0.02127666
cg14637144,0.135994551,0.058787435,0.218606815,0.322745453,0.025481692,0.30428169,0.422657819,0.046013786
cg14643390,0.355501334,0.347599922,0.324437724,0.336035145,0.50962418,0.155691964,0.065041117,0.336404954
cg14644378,0.054493512,0.035506765,0.130335945,0.063924537,0.57053771,0.486096985,0.564736439,0.528283043
cg14693391,0.166544595,0.118825265,0.147717217,0.103861848,0.092956819,0.02471512,0.468064767,0.447984529
cg14700230,0.176780631,0.123279635,0.094274494,0.058955525,0.150068168,0.091701252,0.15226386,0.078853888
cg14759494,0.790859834,0.807232279,0.803238326,0.787585015,0.872963561,0.368073112,0.550618884,0.581540449
cg14794655,0.045008046,0.140151471,0.080856948,0.107286966,0.362374396,0.067875025,0.400037031,0.498441844
cg14837974,0.455196803,0.387579455,0.505481358,0.556734188,0.315312771,0.084142017,0.643926802,0.181647549
cg14847483,0.744699342,0.626199205,0.545155872,0.543636413,0.561161514,0.717118525,0.519200595,0.594200366
cg14850026,0.490931785,0.593865372,0.503825699,0.535899499,0.56510489,0.370394965,0.438890202,0.133430898
cg14866167,0.46300808,0.419265557,0.4085208,0.245459237,0.765258334,0.826150942,0.550676046,0.903008799
cg14883961,0.648560377,0.621786413,0.500401148,0.507482931,0.571150386,0.19099395,0.192186543,0.31221745
cg14893161,0.8119733,0.910820526,0.643496526,0.862241557,0.936148292,0.783668521,0.850188644,0.903972362
cg14934242,0.925610289,0.966558108,0.797399729,0.905233653,0.790704472,0.251778787,0.823972367,0.484573835
cg14952312,0.085944194,0.037994395,0.045451031,0.027718429,0.096532912,0.015256398,0.044444751,0.081155646
cg14965694,0.457449813,0.611821254,0.435150282,0.127732233,0.817756324,0.74007069,0.807763461,0.775195001
cg15002904,0.318621229,0.026099534,0.19636968,0.031358925,0.68628731,0.02517593,0.653359137,0.903879064
cg15007983,0.86450523,0.768693625,0.906264199,0.923155461,0.856659265,0.913167219,0.918380928,0.926453102
cg15008743,0.097919831,0.051864868,0.080690442,0.054775418,0.783467316,0.070314841,0.409246698,0.608437305
cg15117372,0.453382136,0.352823872,0.488902062,0.434156781,0.234515833,0.92763951,0.427426543,0.404347187
cg15147215,0.775746514,0.607674434,0.761204922,0.875764799,0.518986791,0.982728313,0.507299606,0.458198629
cg15199987,0.654378561,0.618439405,0.557166416,0.542792154,0.905515883,0.452976878,0.270692893,0.921723935
cg15200445,0.173785474,0.136033847,0.12975799,0.082897163,0.085133397,0.099753468,0.118636548,0.354970427
cg15212455,0.330839305,0.405931007,0.34604819,0.357427447,0.679489028,0.738557342,0.623604628,0.642070912
cg15224459,0.593649038,0.613079275,0.524946189,0.623658378,0.294576656,0.411879259,0.16228256,0.292633107
cg15235999,0.045319955,0.04825073,0.058808394,0.046587665,0.130619444,0.047291581,0.080549647,0.042351453
cg15241074,0.078634489,0.045487038,0.03072247,0.035581724,0.043527062,0.697009168,0.093075263,0.047436955
cg15246712,0.116745484,0.078787986,0.042544717,0.038164294,0.110530124,0.102074329,0.144478985,0.036060025
cg15319824,0.034974535,0.036853474,0.063788212,0.033941325,0.166679271,0.029422451,0.094288628,0.025171304
cg15359390,0.374778711,0.370498442,0.343389757,0.27750357,0.422039261,0.914501047,0.753067333,0.442460401
cg15401418,0.975632367,0.974659373,0.980015572,0.979235315,0.976027406,0.921567385,0.934915205,0.978629865
cg15414638,0.777535948,0.712782523,0.619481031,0.669373171,0.46852852,0.071207326,0.601416076,0.629314851
cg15425811,0.756947948,0.363724395,0.931316485,0.927843411,0.923498545,0.929610183,0.887219859,0.949908642
cg15464821,0.689986945,0.517341739,0.538405535,0.515484055,0.793947202,0.651381835,0.49763895,0.538632494
cg15469871,0.044968199,0.044242497,0.044838808,0.035068517,0.040225374,0.036521899,0.125431148,0.026695462
cg15551981,0.478712637,0.242383211,0.279135573,0.066531209,0.872906836,0.320050352,0.15944511,0.900358229
cg15690542,0.194415718,0.117668962,0.169866476,0.101695698,0.720408433,0.294004289,0.435087664,0.71502433
cg15697225,0.299136984,0.216731438,0.323713703,0.357218718,0.633320291,0.72276772,0.428355817,0.44726281
cg15701794,0.89872548,0.922883251,0.837563013,0.851875015,0.73985511,0.911098697,0.698803598,0.770799747
cg15702949,0.06670394,0.032409108,0.093072007,0.044837793,0.533298424,0.065057122,0.190191892,0.514557016
cg15711727,0.56408861,0.583506875,0.523197087,0.518873473,0.268345252,0.766947685,0.498867187,0.500592326
cg15721243,0.072796722,0.038412386,0.066351884,0.052365999,0.049314798,0.043910686,0.192085741,0.048959874
cg15777261,0.859774501,0.810059004,0.581467346,0.865226433,0.927748506,0.302056005,0.899384373,0.925549486
cg15808472,0.165806947,0.076063634,0.057938472,0.053997648,0.186373318,0.037250387,0.203261739,0.489612137
cg15854394,0.054766968,0.057968954,0.141363903,0.027344448,0.562951675,0.071534982,0.170893895,0.780289583
cg15867944,0.549011808,0.449284552,0.380117088,0.564469741,0.95419739,0.939183544,0.597623898,0.873672034
cg15881597,0.202823965,0.333688493,0.284331546,0.116456705,0.790278878,0.407924963,0.843137151,0.608489166
cg15907060,0.870641364,0.937667242,0.923495209,0.933567016,0.045049311,0.818922372,0.252353004,0.707856269
cg15996644,0.301096773,0.181090375,0.066164485,0.061427195,0.241539456,0.212776945,0.71797521,0.193286296
cg16064054,0.56875524,0.658883685,0.476502753,0.602663911,0.283264142,0.692420017,0.528774099,0.612674529
cg16127514,0.33679899,0.224559495,0.335860699,0.229439882,0.429820764,0.496750446,0.354945473,0.443829125
cg16148270,0.456823244,0.738028757,0.654413848,0.624948563,0.622962107,0.571014917,0.595017432,0.616008902
cg16172549,0.702862815,0.514562883,0.45317684,0.50723273,0.929580837,0.823922159,0.851707954,0.91460063
cg16243243,0.409935088,0.467810647,0.472559092,0.137392737,0.680921649,0.383882794,0.456591411,0.507287176
cg16254756,0.753610543,0.788038374,0.405336335,0.401009885,0.828944412,0.804169701,0.478441726,0.293479195
cg16266669,0.783707757,0.236795571,0.423079613,0.669989656,0.351618347,0.783974963,0.672208125,0.950204062
cg16274899,0.708934501,0.509098214,0.552179164,0.579946472,0.861198709,0.327957811,0.34677139,0.889084396
cg16296679,0.089045319,0.070968936,0.046935289,0.043750188,0.790485959,0.043286056,0.200564276,0.744582854
cg16303742,0.322162449,0.325593032,0.220342518,0.43408192,0.911650489,0.623945491,0.885854396,0.939488276
cg16311302,0.094212291,0.34683172,0.084244063,0.096161138,0.107123562,0.042724757,0.50856149,0.055729313
cg16314899,0.615891405,0.752836319,0.620261079,0.581981088,0.701391562,0.815758482,0.569943504,0.579202573
cg16319129,0.046276436,0.069614793,0.102302883,0.052936908,0.448533471,0.04703159,0.541580457,0.262983666
cg16345566,0.11002002,0.211779495,0.423844127,0.378790229,0.440180883,0.019995917,0.666498876,0.431205023
cg16380632,0.693540658,0.798178445,0.46964077,0.552226435,0.92423392,0.907970169,0.65868872,0.935220904
cg16387467,0.495867258,0.498595346,0.406855266,0.20818152,0.066053588,0.071798795,0.726726243,0.266084463
cg16391973,0.924508492,0.923221794,0.912124917,0.930958146,0.87174826,0.898100658,0.902772174,0.608475687
cg16413785,0.111081132,0.083665689,0.097505556,0.060361572,0.651902291,0.159294756,0.52121814,0.860736391
cg16430166,0.800661117,0.615087005,0.555286652,0.561621611,0.411194509,0.74440018,0.550034288,0.548215544
cg16470716,0.627585328,0.62934235,0.56252365,0.565815042,0.419390374,0.02068053,0.531529788,0.537561082
cg16475891,0.433159976,0.331643966,0.607546797,0.129318018,0.473903231,0.625383103,0.124930365,0.540734151
cg16496269,0.547746613,0.527806954,0.833453042,0.565841714,0.772019723,0.623490781,0.447172608,0.532548886
cg16527418,0.924555419,0.935458922,0.958586315,0.961040979,0.910439644,0.963006093,0.904809727,0.951337452
cg16533146,0.741919017,0.498656375,0.51929765,0.449670829,0.899005473,0.368311072,0.419848363,0.657883006
cg16585333,0.965389674,0.965976106,0.953115627,0.944967716,0.955024101,0.978829499,0.865430156,0.970273744
cg16602369,0.390192936,0.33974644,0.156780897,0.219500798,0.51701158,0.424441928,0.200562986,0.195528361
cg16645423,0.06766345,0.022010809,0.052589396,0.082493081,0.036936969,0.030363219,0.329589312,0.099353898
cg16659026,0.07009557,0.052354554,0.02543795,0.023032379,0.044733719,0.03819397,0.111343811,0.024635078
cg16664617,0.885224683,0.881286379,0.925585526,0.943391026,0.909835697,0.87935619,0.848387258,0.921472618
cg16681083,0.758689277,0.476437269,0.584791687,0.574308457,0.607318251,0.776064042,0.890748398,0.608444313
cg16714096,0.252062528,0.536645087,0.301672341,0.490034026,0.479784604,0.025370674,0.454794948,0.478986851
cg16717267,0.115778864,0.252824637,0.136972631,0.062850935,0.061035706,0.211877635,0.085906018,0.083028693
cg16735509,0.744781739,0.736162961,0.542309803,0.428665238,0.626765524,0.412803372,0.438641897,0.459752568
cg16740427,0.862317716,0.788208758,0.909368093,0.917665074,0.140239089,0.752528506,0.831183431,0.055292
cg16743289,0.559522686,0.589844307,0.544199657,0.507009498,0.726177484,0.554644898,0.547732068,0.543618429
cg16752400,0.903366233,0.913454954,0.959888637,0.827461204,0.950336479,0.789761469,0.95875991,0.956572577
cg16814023,0.426824758,0.516570792,0.517238333,0.562419441,0.546634392,0.578409915,0.525627946,0.547502089
cg16852440,0.519514477,0.470996298,0.494336493,0.496593641,0.39890144,0.471222767,0.459084976,0.480366436
cg16893174,0.287277776,0.796878039,0.365305401,0.75774116,0.546570725,0.914707,0.434857257,0.156707546
cg16926213,0.935045567,0.978409726,0.981034045,0.984790372,0.90189562,0.938632025,0.960439895,0.988167386
cg17006282,0.599997698,0.236361117,0.358954931,0.191707649,0.926845878,0.909950634,0.890733085,0.891641332
cg17016000,0.582104082,0.511904898,0.491688455,0.480598638,0.274534688,0.332266815,0.435657738,0.184228286
cg17074431,0.657589209,0.59399512,0.602144592,0.595525084,0.594287532,0.558169191,0.543779674,0.595121281
cg17098387,0.910892961,0.925268275,0.892626209,0.936748831,0.844674305,0.820383633,0.885329906,0.912913369
cg17118836,0.90260832,0.915893972,0.94257085,0.940704646,0.913134555,0.9073969,0.892165293,0.934606803
cg17174814,0.827940638,0.71121599,0.60430047,0.543162084,0.943683819,0.982288198,0.654212083,0.949409675
cg17186388,0.080802438,0.176384786,0.178765864,0.192446054,0.107850919,0.666739883,0.208078535,0.245391042
cg17191109,0.231216657,0.214689872,0.043980733,0.064456931,0.294556595,0.217917632,0.096383462,0.069390906
cg17254383,0.438724111,0.415717528,0.256203117,0.216375247,0.777688056,0.373705916,0.832414777,0.767726113
cg17259096,0.324866489,0.035297266,0.366010687,0.123399354,0.860795946,0.053206576,0.535112844,0.837509953
cg17306686,0.650068036,0.706510446,0.366983499,0.376785764,0.030038452,0.042373995,0.527963884,0.270850812
cg17333886,0.263307987,0.171903386,0.377089845,0.285852053,0.30739462,0.211341984,0.3273778,0.33630805
cg17393917,0.83852834,0.931828713,0.898562866,0.934173711,0.887453294,0.805757299,0.907213994,0.926025057
cg17397069,0.765113582,0.889357011,0.841586867,0.485822054,0.286740068,0.400964548,0.471765399,0.592112106
cg17420585,0.059718283,0.03431665,0.117670145,0.101166827,0.141654877,0.389503505,0.181819263,0.195760076
cg17434008,0.66583048,0.605222478,0.526397504,0.543598332,0.750691547,0.640338008,0.613147789,0.471592364
cg17445212,0.578768267,0.788619221,0.817861779,0.847980512,0.337739326,0.606912428,0.561995757,0.327723703
cg17468100,0.217823691,0.207031213,0.155383233,0.875012018,0.919282329,0.830396392,0.62729277,0.942684945
cg17491987,0.609356745,0.536856192,0.508011455,0.480840406,0.924908051,0.494032583,0.743333301,0.848447876
cg17500703,0.316072043,0.389300418,0.369464564,0.376752739,0.422973312,0.404037438,0.49796332,0.54279977
cg17511472,0.129647228,0.25072183,0.1241199,0.572920479,0.376417988,0.037725973,0.092966752,0.109621605
cg17605021,0.687816378,0.75670934,0.532641969,0.575732187,0.843194621,0.042276086,0.521088248,0.591918254
cg17610933,0.071401035,0.048380599,0.170396097,0.185563164,0.17346581,0.128196161,0.754716116,0.109879252
cg17668731,0.929180731,0.910099788,0.851399615,0.818950396,0.944442743,0.107283476,0.376193702,0.923917818
cg17680092,0.141573173,0.196530632,0.034941596,0.065649499,0.054718064,0.411438879,0.454600788,0.028350835
cg17692971,0.229380215,0.170333848,0.096354276,0.105588436,0.189893539,0.150282362,0.137735036,0.059259293
cg17694351,0.939297276,0.967590982,0.855866711,0.873543866,0.744102681,0.406673597,0.616615255,0.601931764
cg17713488,0.37022278,0.424373681,0.227204482,0.6579689,0.045949832,0.575570178,0.229372128,0.033759278
cg17723381,0.145871822,0.147845363,0.126931933,0.050936182,0.095010217,0.079788396,0.116217014,0.085048798
cg17795240,0.873560386,0.858623566,0.400642552,0.931763263,0.909680213,0.804817327,0.238809935,0.898163273
cg17805072,0.129603947,0.111898848,0.059303941,0.089728177,0.316624981,0.477949316,0.55781173,0.046765243
cg17820828,0.577280593,0.715847753,0.511225442,0.449896981,0.032760103,0.683538677,0.127381775,0.33561879
cg17839611,0.452395623,0.308927954,0.453366184,0.099733095,0.933456452,0.191084629,0.538676687,0.904332751
cg17877220,0.658575463,0.680249079,0.628292367,0.625609466,0.40677217,0.559619354,0.500871277,0.530593641
