Labels,EA LL 1,EA LL2,EA1,EA_gld,EB LL 3,EB LL4,EB1,EB2
cg11228126,0.115051792,0.237464065,0.115795201,0.32541964,0.893479343,0.852483003,0.910812647,0.835638953
cg11245181,0.374095273,0.426820291,0.496396722,0.461076121,0.172851305,0.134523622,0.062541311,0.277088924
cg11291081,0.535571412,0.900427168,0.883634661,0.910394462,0.926408542,0.945991964,0.920080405,0.708332394
cg11322797,0.793812909,0.830499501,0.961456359,0.974913915,0.927021795,0.938228163,0.912359169,0.926221221
cg11351987,0.547859448,0.665406323,0.51435019,0.510742252,0.046186336,0.074490966,0.044201233,0.420108191
cg11363527,0.385721594,0.555133075,0.512850084,0.606581646,0.900490763,0.812834605,0.783656409,0.759067857
cg11376198,0.553613075,0.828013865,0.541789646,0.421917805,0.579433181,0.449235726,0.612493963,0.585788674
cg11413657,0.233742832,0.342050458,0.048942448,0.041757147,0.182294694,0.114494393,0.039222438,0.341026855
cg11503210,0.331767881,0.251540888,0.494405647,0.445396032,0.1440506,0.068631408,0.077060735,0.154875381
cg11522683,0.550663845,0.841298841,0.550984124,0.703986864,0.183788458,0.397962884,0.096587867,0.523563985
cg11524454,0.55316574,0.503556817,0.848865009,0.839075394,0.112539186,0.087353416,0.162242622,0.518846235
cg11544420,0.454862438,0.859585522,0.90755938,0.914505279,0.881849242,0.840594563,0.914175731,0.896114475
cg11586189,0.816433673,0.825926434,0.901519042,0.895548755,0.819103452,0.812559439,0.904229393,0.890808814
cg11588844,0.236477811,0.507190602,0.520063578,0.493432862,0.32010632,0.232340503,0.052892292,0.393021586
cg11596009,0.359496034,0.652005542,0.668429036,0.617374015,0.490185424,0.515856044,0.087011767,0.697468293
cg11600596,0.714490306,0.831372361,0.92879735,0.950736326,0.134024988,0.335406686,0.173834185,0.590769686
cg11608150,0.430596052,0.715526938,0.445577722,0.446071334,0.657145761,0.623409512,0.480661627,0.479930338
cg11617938,0.745598521,0.793270279,0.917491019,0.892517761,0.095486004,0.350614509,0.494773968,0.55659053
cg11653233,0.808237606,0.891930838,0.581609511,0.506493203,0.450315305,0.644233703,0.648096556,0.916965474
cg11656177,0.545174071,0.904238161,0.883038447,0.896110726,0.891830706,0.897969725,0.895275735,0.900277038
cg11702085,0.472513707,0.678839716,0.436570297,0.42886327,0.797900206,0.735322351,0.4835324,0.443699497
cg11719362,0.742138907,0.899548951,0.749626057,0.919316006,0.858077279,0.866898681,0.940566159,0.857896721
cg11738485,0.964016702,0.967512596,0.97179801,0.96009509,0.950324225,0.92659913,0.940465141,0.970360998
cg11738486,0.491668024,0.550955913,0.371369514,0.413927259,0.714072573,0.062253571,0.12400061,0.393595143
cg11749010,0.053529764,0.075466855,0.035663168,0.02820077,0.074076829,0.111271426,0.023994082,0.029309069
cg11800117,0.690565439,0.742856943,0.587460607,0.766248602,0.306118906,0.507548684,0.580985211,0.898234411
cg11828983,0.686010201,0.57445088,0.631017272,0.712767934,0.568556652,0.648653402,0.571677692,0.555511741
cg11835209,0.65838863,0.708109033,0.804026682,0.929743188,0.415506042,0.051049436,0.107342557,0.243598736
cg11860005,0.112036476,0.058657748,0.124591326,0.065355501,0.033812618,0.057375341,0.081728596,0.102378027
cg11871991,0.504714451,0.898627972,0.883045991,0.871317475,0.116283737,0.062581543,0.060447597,0.308251456
cg11965913,0.021469812,0.047515415,0.020468911,0.024125818,0.114643391,0.025499872,0.391345559,0.202568486
cg11989576,0.841893776,0.894625257,0.943876893,0.941817279,0.671225662,0.600680294,0.537313847,0.54512943
cg12041401,0.758642874,0.876988707,0.855337393,0.893401386,0.945512713,0.720665415,0.864187631,0.820016848
cg12054318,0.53397188,0.768224284,0.468844278,0.471548492,0.0970192,0.302346778,0.084787886,0.496671695
cg12064504,0.803880521,0.610832919,0.685170253,0.652372309,0.771743536,0.841140972,0.916938938,0.919386372
cg12080831,0.700892935,0.832052208,0.89934997,0.706300749,0.350838355,0.658373625,0.777462873,0.584242093
cg12135344,0.37138113,0.259539587,0.086428659,0.025897112,0.034125845,0.03824368,0.025729569,0.218103462
cg12152384,0.588670182,0.87355341,0.585268887,0.605032154,0.136837231,0.38466448,0.059507763,0.920612143
cg12174804,0.14662761,0.213259031,0.178896594,0.12811824,0.163970018,0.264159641,0.155625438,0.175169723
cg12215294,0.366074481,0.572978782,0.374867894,0.447691523,0.834568538,0.547062602,0.522198779,0.57673698
cg12253469,0.415789776,0.237041498,0.538950899,0.373448182,0.757555154,0.75329237,0.550219859,0.600045298
cg12319143,0.344286971,0.882176322,0.072543389,0.144694218,0.584793203,0.129708237,0.067581333,0.186975131
cg12324629,0.891073852,0.904763992,0.921848863,0.908258072,0.937634182,0.961865638,0.914635713,0.890741726
cg12350309,0.60671425,0.704573253,0.634925408,0.639017537,0.687730933,0.585749689,0.531169107,0.624004389
cg12404181,0.33607978,0.933527465,0.631352495,0.486901684,0.655593358,0.676230279,0.527940454,0.445723739
cg12450708,0.601461908,0.905789124,0.927676455,0.937915542,0.157467357,0.092624691,0.031142815,0.077069731
cg12460175,0.323512369,0.212851253,0.138968894,0.091455904,0.358749465,0.311351827,0.045848077,0.223652835
cg12473775,0.725476017,0.891683169,0.894565181,0.918876687,0.294523913,0.342893122,0.186908682,0.601476648
cg12492938,0.550082936,0.845415723,0.882058981,0.918447345,0.863099606,0.621755673,0.823672953,0.803773525
cg12500876,0.433682222,0.50007835,0.133462542,0.091625862,0.191538586,0.119344979,0.053731994,0.260885136
cg12553689,0.546988526,0.935005326,0.939930904,0.939403972,0.913754426,0.910620302,0.940046557,0.923268606
cg12574576,0.482942747,0.843433719,0.88854687,0.668203173,0.254360915,0.163714572,0.041402241,0.228299638
cg12586386,0.419592935,0.420724876,0.489572795,0.358854788,0.555493465,0.574741582,0.478455547,0.534345748
cg12588917,0.682057025,0.804581524,0.907320422,0.955413918,0.568700094,0.625028877,0.598959995,0.653970884
cg12615761,0.410799282,0.386871506,0.50410787,0.397494011,0.472270357,0.642578931,0.525828498,0.485406205
cg12668399,0.31119193,0.872622547,0.896920482,0.932238774,0.911619888,0.413897942,0.418335278,0.232505809
cg12690119,0.6453272,0.459167795,0.506164568,0.556752986,0.655218181,0.65839064,0.502525596,0.612026481
cg12705353,0.830408518,0.882295671,0.899567659,0.916566039,0.53345254,0.87106855,0.925688423,0.91882443
cg12765123,0.392996642,0.303312593,0.279733612,0.234248072,0.087283746,0.101203169,0.064170021,0.198524801
cg12798194,0.331526397,0.232454793,0.362582819,0.525690075,0.122125841,0.063044775,0.046110363,0.112648393
cg12809031,0.49801476,0.469993213,0.498662745,0.511666456,0.073311004,0.063469242,0.077538309,0.204625888
cg12840312,0.52181943,0.735190845,0.515644219,0.500614988,0.648818557,0.683129173,0.556262295,0.556615719
cg12844324,0.429524495,0.605941845,0.527719111,0.402289562,0.528187716,0.616337727,0.553698651,0.56079331
cg12850379,0.178243136,0.640304477,0.434382367,0.485433497,0.640958912,0.508917484,0.522165375,0.565254678
cg12908916,0.629087903,0.72007996,0.875312331,0.726359839,0.221856976,0.118583218,0.153355115,0.716845355
cg12924430,0.390413356,0.606808006,0.980961182,0.95635734,0.184873007,0.581974678,0.491530364,0.538026773
cg12927753,0.230706858,0.806466887,0.506011695,0.874170916,0.686662926,0.695729223,0.604856377,0.698820778
cg12938556,0.356474094,0.559435453,0.150851174,0.107099125,0.58453699,0.032909741,0.079032844,0.521754785
cg12944343,0.444050603,0.417527623,0.108528982,0.07695015,0.119322281,0.12262995,0.055529493,0.147159749
cg13027206,0.160228854,0.116793402,0.080536596,0.09417781,0.393831298,0.734372182,0.828337119,0.477267078
cg13033722,0.558107463,0.649345334,0.544097835,0.551292359,0.582764182,0.517984634,0.580500889,0.549225575
cg13050716,0.474154321,0.109348558,0.181438549,0.096665229,0.03268747,0.276278866,0.045419904,0.153991283
cg13126871,0.530000993,0.627161694,0.55730655,0.450565705,0.324733351,0.212241622,0.159915312,0.192391273
cg13128596,0.5096247,0.476432536,0.464060742,0.344584798,0.593694852,0.326863282,0.480554511,0.469663297
cg13132497,0.591288004,0.533897822,0.505974389,0.504996919,0.328056072,0.19533021,0.084404941,0.483346123
cg13172549,0.503657394,0.174206952,0.172821018,0.061472057,0.152033408,0.134389604,0.054819057,0.277078053
cg13176979,0.310394983,0.496842693,0.507416601,0.411732096,0.559462502,0.557243952,0.523696203,0.512063064
cg13186228,0.032845685,0.041284847,0.041640494,0.026647571,0.041392583,0.052384657,0.032978347,0.02962929
cg13198297,0.19563954,0.182725667,0.087967669,0.05413973,0.309071274,0.318965737,0.055765882,0.128390436
cg13207180,0.136865774,0.193061579,0.090787425,0.045226424,0.268496588,0.042674468,0.145612347,0.152214243
cg13252700,0.524725716,0.520198914,0.57680155,0.525174768,0.121973841,0.705639024,0.567276525,0.561135402
cg13278353,0.694592103,0.960666374,0.957099231,0.968429732,0.713857732,0.631299302,0.574010157,0.565150582
cg13289019,0.395614544,0.441484389,0.455483035,0.362992138,0.699911399,0.584556192,0.494471804,0.543351203
cg13307058,0.504554577,0.541184459,0.88354817,0.892757154,0.880788239,0.851841995,0.940431546,0.814821295
cg13316472,0.326337335,0.686829266,0.48972619,0.571065676,0.231653215,0.483986964,0.063598336,0.19098747
cg13377056,0.292334191,0.529924489,0.777335089,0.884041196,0.107224106,0.041716994,0.049388571,0.121445611
cg13393036,0.582574161,0.694726706,0.857801244,0.606851208,0.877397052,0.88186749,0.327704123,0.679305719
cg13405775,0.880857863,0.581351165,0.788141878,0.610401327,0.712100107,0.799739406,0.885810502,0.590077435
cg13428066,0.308212335,0.871035243,0.777876652,0.718119707,0.225830301,0.136620412,0.132854222,0.14888513
cg13477101,0.274466193,0.599285749,0.563850858,0.527882158,0.187892579,0.339917471,0.523384035,0.508241851
cg13500113,0.494569309,0.796090217,0.892768808,0.841742076,0.377583445,0.187137599,0.090775587,0.92721473
cg13522882,0.84101073,0.894294421,0.733913908,0.687842568,0.619460667,0.6539007,0.641247859,0.929282908
cg13567405,0.51069599,0.678728421,0.803004798,0.906592674,0.6350628,0.322160274,0.03657107,0.030578187
cg13572782,0.283185027,0.109186258,0.222519415,0.081176658,0.148293502,0.243385302,0.089609654,0.330136722
cg13668471,0.295377274,0.460008779,0.510896664,0.478436942,0.0643232,0.272347593,0.068153719,0.050276244
cg13681655,0.61021103,0.865894313,0.541893748,0.723320338,0.930441449,0.773296758,0.866266691,0.855493886
cg13683194,0.724332776,0.871857318,0.934282469,0.885141728,0.341130444,0.199959937,0.155055871,0.140472793
cg13687570,0.341380711,0.062119265,0.47886606,0.483836284,0.044509901,0.047208836,0.025533379,0.282935289
cg13697378,0.489860802,0.680627831,0.498189472,0.463517484,0.530150874,0.502159773,0.541218797,0.530743341
cg13734401,0.484149549,0.469500624,0.459497299,0.91576717,0.059967379,0.03368915,0.031603302,0.063881726
cg13736514,0.396857732,0.53086159,0.462453379,0.454003682,0.120033598,0.102587835,0.034719491,0.04828161
cg13805518,0.336962027,0.410622865,0.155715005,0.492062454,0.59606959,0.790835838,0.895613887,0.547773426
cg13809441,0.173783999,0.037249907,0.050504494,0.042007926,0.166878417,0.048809432,0.027345251,0.066234072
cg13812291,0.572157766,0.875680107,0.945395597,0.938002138,0.922732193,0.937325052,0.950790576,0.928654518
cg13835029,0.725462174,0.933149814,0.914752099,0.943139358,0.924261302,0.920251612,0.881591554,0.894554369
cg13845105,0.480519193,0.853647857,0.834620468,0.880732422,0.822177489,0.837474171,0.874350704,0.827681427
cg13865488,0.460127011,0.74872962,0.613738732,0.545325508,0.763071374,0.56027146,0.663373689,0.659291038
cg13884376,0.451810176,0.514088016,0.526507193,0.506901805,0.666801335,0.362760748,0.563054892,0.608117824
cg13904574,0.316125675,0.517335113,0.445174603,0.451380721,0.701752973,0.59400011,0.492998715,0.046806896
cg13928427,0.195731697,0.169608932,0.101038523,0.066165189,0.074962768,0.16380327,0.064370328,0.153884311
cg13952159,0.249622171,0.100438034,0.069208599,0.08727084,0.09884928,0.099969553,0.080564048,0.156452069
cg13972423,0.155271836,0.129307843,0.079303953,0.050546815,0.070621274,0.13971044,0.431507374,0.140604432
cg13975106,0.352562136,0.60700655,0.088995068,0.071972155,0.133784943,0.04909666,0.046303605,0.695806828
cg13978566,0.203763331,0.095338784,0.1534164,0.080834718,0.222907138,0.057021144,0.0601371,0.147510432
cg13980266,0.97844974,0.971701627,0.985750826,0.983827666,0.391431543,0.161960137,0.22892574,0.857491995
cg13981838,0.574123438,0.419426821,0.519535507,0.6148321,0.098107359,0.294439651,0.124593349,0.889592497
cg13989519,0.390944313,0.619436406,0.615408346,0.575573986,0.240913034,0.08176807,0.044335999,0.16060976
cg14032732,0.559305432,0.876735244,0.798746325,0.790976781,0.770332966,0.81565989,0.846773121,0.778630173
cg14047153,0.818048464,0.974245524,0.96999853,0.957102759,0.145253132,0.035101777,0.118192833,0.408397675
cg14058329,0.912805802,0.977714761,0.979501576,0.983670171,0.960316766,0.954225968,0.844977709,0.971473114
cg14068301,0.90211665,0.927301151,0.93817978,0.924900648,0.910244327,0.929180541,0.940437179,0.949814457
cg14076977,0.307906082,0.925978255,0.846758603,0.864634514,0.636046817,0.551703964,0.615387211,0.876832849
cg14093127,0.306473871,0.442763582,0.371239118,0.337472375,0.481827929,0.581168164,0.435468687,0.420680514
cg14113351,0.364459544,0.576953637,0.598500631,0.457295194,0.929258239,0.928742629,0.798675677,0.503528622
cg14166009,0.377503092,0.156418094,0.498671544,0.388176548,0.151362403,0.103254586,0.052517705,0.159566391
cg14202048,0.70424807,0.919440632,0.903437971,0.92121234,0.930298117,0.932555848,0.914643261,0.888304822
cg14242696,0.392212059,0.910246938,0.913005626,0.937204137,0.801329317,0.784103384,0.798460687,0.917890364
cg14340463,0.705187051,0.57552552,0.873995612,0.877891788,0.588494162,0.627250127,0.887638102,0.854180547
cg14386312,0.315185358,0.304214819,0.274384088,0.222845681,0.108183431,0.229694659,0.074358568,0.292675499
cg14413354,0.803352501,0.663535211,0.859011154,0.914523205,0.093774265,0.063379544,0.037242118,0.058422234
cg14417784,0.443948831,0.778364734,0.427063609,0.367351542,0.506143795,0.37686511,0.184073079,0.320191873
cg14562054,0.373792005,0.640665735,0.206532755,0.191706985,0.305052411,0.083378388,0.125007352,0.147273644
cg14580228,0.410776995,0.870226985,0.955031952,0.956200429,0.9012065,0.926021814,0.932962914,0.948261993
cg14595683,0.429706079,0.592730566,0.893201709,0.908855149,0.468947155,0.468591135,0.594909367,0.83454583
cg14604066,0.411930314,0.8961629,0.742395069,0.595279567,0.070496765,0.260731928,0.035246269,0.505884613
cg14637144,0.618811713,0.847832612,0.808211139,0.826042215,0.686321152,0.769029695,0.54118045,0.765121803
cg14643390,0.397236978,0.832700468,0.677259536,0.563130581,0.175420321,0.080125945,0.043053221,0.103683096
cg14644378,0.158795206,0.120445558,0.082228009,0.061838731,0.70682336,0.539454951,0.614093747,0.108520816
cg14693391,0.039042274,0.03727025,0.038696617,0.042691131,0.408026882,0.497439415,0.475340908,0.441452255
cg14700230,0.373671548,0.524430102,0.505086317,0.500671332,0.470442426,0.371331078,0.514900265,0.544942838
cg14759494,0.813190418,0.924704731,0.571092533,0.567898719,0.157320116,0.147486082,0.07423945,0.592613965
cg14794655,0.262980718,0.817174292,0.493817038,0.486413731,0.542329335,0.330634267,0.491736544,0.141709727
cg14837974,0.541486007,0.615373138,0.724773734,0.831119344,0.112982928,0.097764965,0.074701811,0.515601573
cg14847483,0.514972193,0.628684076,0.559310981,0.477600239,0.624167419,0.631462198,0.607379435,0.54260082
cg14850026,0.323291426,0.260873839,0.180680393,0.120898819,0.198567206,0.17777979,0.148097366,0.555690543
cg14866167,0.726506745,0.784731117,0.249995506,0.397524609,0.244561223,0.591442621,0.496779146,0.285339873
cg14883961,0.393927435,0.920234076,0.765821543,0.651137102,0.911801154,0.875035962,0.830800645,0.923975685
cg14893161,0.088268748,0.192112644,0.048916237,0.06904146,0.365237185,0.323485647,0.465293947,0.332321908
cg14934242,0.849318115,0.827864896,0.917408729,0.911421161,0.935334625,0.959233525,0.882672984,0.897459181
cg14952312,0.737919011,0.986639848,0.96418517,0.967755751,0.684271762,0.207208886,0.541741543,0.341459156
cg14965694,0.15225507,0.332643271,0.142616556,0.341590949,0.694957079,0.800224995,0.839283498,0.470442054
cg15002904,0.078550755,0.016358496,0.040522346,0.02948015,0.019221142,0.014871493,0.015357965,0.048085952
cg15007983,0.12732562,0.677892674,0.388937447,0.242292809,0.868062019,0.797484031,0.454507098,0.881046928
cg15008743,0.698332427,0.863797227,0.816165643,0.885660609,0.817440574,0.764882528,0.797798555,0.828381306
cg15117372,0.363254532,0.430651601,0.816570459,0.859147744,0.12054219,0.11903058,0.070461804,0.431025003
cg15147215,0.480423971,0.471944101,0.55326023,0.455250124,0.557685849,0.216876501,0.586929166,0.359953608
cg15199987,0.722510192,0.896923753,0.934279107,0.708733532,0.809087756,0.574702439,0.582299941,0.18367206
cg15200445,0.409015957,0.429179058,0.910747148,0.916342622,0.082459467,0.11670545,0.061613722,0.129573957
cg15212455,0.172970106,0.140222573,0.049196695,0.035448946,0.228764347,0.030563187,0.137874992,0.079609395
cg15224459,0.479740451,0.55862393,0.798744064,0.64016483,0.195916815,0.236636288,0.173350904,0.142435883
cg15235999,0.544464116,0.743045586,0.864148801,0.89021465,0.800514627,0.167637811,0.164635669,0.300072473
cg15241074,0.513972102,0.866317214,0.929354625,0.935534209,0.661308142,0.554895293,0.490067203,0.844458229
cg15246712,0.582515158,0.919679509,0.916078304,0.921007681,0.071260639,0.025438111,0.026505194,0.098611116
cg15319824,0.949510519,0.94953424,0.954504779,0.944588226,0.956264725,0.930457642,0.958854978,0.956952662
cg15359390,0.421418399,0.729275204,0.776413105,0.59255515,0.107291989,0.051373409,0.040347518,0.18222442
cg15401418,0.431100414,0.917483558,0.974539494,0.972346344,0.960817876,0.96739901,0.932531988,0.924289474
cg15414638,0.392667811,0.438756615,0.603214754,0.559906653,0.596853434,0.533484996,0.656016857,0.602919672
cg15425811,0.036300478,0.111987955,0.026990283,0.022884671,0.076379078,0.040989164,0.025068624,0.063515287
cg15464821,0.17633739,0.883592093,0.880557714,0.916772779,0.898853321,0.887131297,0.930316073,0.535083764
cg15469871,0.045330107,0.0933327,0.038112497,0.028921576,0.257718527,0.087794724,0.032273551,0.034605967
cg15551981,0.405734501,0.885844817,0.754011137,0.904359737,0.89554916,0.689103767,0.876343973,0.526988939
cg15690542,0.586027101,0.818065854,0.399489994,0.404332043,0.842507474,0.876994301,0.816986849,0.828047451
cg15697225,0.592654219,0.911517434,0.879091108,0.89081852,0.455963937,0.720951615,0.534852082,0.418914934
cg15701794,0.046330261,0.117228015,0.083455536,0.062011582,0.113533275,0.125590802,0.06620368,0.120006548
cg15702949,0.281727643,0.449371386,0.300462177,0.486140768,0.162679659,0.121768515,0.051022065,0.201617408
cg15711727,0.052884632,0.133101459,0.045649817,0.049964018,0.03024423,0.052978217,0.038754048,0.043258864
cg15721243,0.675277804,0.862980234,0.838999947,0.873370813,0.848637446,0.647984832,0.858677445,0.828488973
cg15777261,0.292144401,0.881038473,0.206237342,0.263997374,0.211062244,0.482203188,0.197649935,0.909474431
cg15808472,0.617519745,0.911912264,0.934754179,0.91257065,0.092758192,0.18306604,0.04423826,0.13604344
cg15854394,0.494117417,0.76702579,0.504254513,0.467640822,0.119561337,0.191289918,0.177356712,0.155481794
cg15867944,0.496763476,0.223396488,0.225850509,0.078388031,0.118927877,0.180837873,0.079667922,0.155649615
cg15881597,0.332713927,0.719741093,0.504197439,0.125311618,0.53391776,0.570709169,0.640837405,0.147029098
cg15907060,0.785207048,0.906532568,0.879574623,0.931720378,0.940950014,0.905807462,0.512704399,0.896780462
cg15996644,0.098586911,0.180041849,0.108279916,0.060560103,0.304234043,0.267017493,0.1276179,0.576939525
cg16064054,0.041253936,0.038824189,0.036500983,0.028061052,0.03946534,0.027579915,0.034708808,0.028810339
cg16127514,0.244633463,0.181973927,0.421168834,0.5165352,0.073866132,0.064477984,0.058258573,0.169529597
cg16148270,0.560383346,0.725216187,0.635829668,0.536129141,0.588658466,0.583630302,0.649640489,0.664490561
cg16172549,0.781515833,0.898761477,0.548790494,0.634929923,0.356757337,0.058613854,0.054927384,0.694888025
cg16243243,0.510231306,0.851209173,0.831675193,0.791870653,0.023758664,0.360141882,0.182238655,0.420062539
cg16254756,0.62985147,0.682054051,0.834244287,0.628926282,0.251780677,0.239463525,0.091491845,0.13117323
cg16266669,0.50269086,0.419221121,0.755681623,0.795683765,0.442271619,0.772831532,0.880993629,0.836085546
cg16274899,0.692522323,0.900278558,0.910093111,0.913951735,0.942636383,0.960397987,0.951657753,0.669681256
cg16296679,0.355808076,0.182854244,0.109808717,0.150026548,0.567757167,0.457005786,0.557723307,0.159245949
cg16303742,0.591831109,0.776409327,0.774657238,0.623475079,0.215356114,0.051671036,0.062575572,0.207418748
cg16311302,0.689377043,0.837209108,0.918283207,0.913318619,0.906022131,0.850440572,0.786784678,0.67663802
cg16314899,0.625003666,0.751824559,0.554216729,0.491821437,0.652248286,0.823325651,0.587509288,0.59919125
cg16319129,0.221263594,0.550622508,0.486659995,0.500562627,0.393975692,0.282178757,0.570205066,0.094852867
cg16345566,0.786710938,0.908447074,0.942772451,0.918687944,0.693389238,0.78216907,0.568316552,0.236543478
cg16380632,0.66427163,0.917421109,0.930538973,0.921439436,0.181175682,0.084310957,0.074135836,0.101128988
cg16387467,0.518244873,0.600298467,0.859481788,0.853135523,0.718848179,0.576180453,0.800495754,0.764577508
cg16391973,0.321740425,0.785049633,0.607944676,0.557806011,0.22416767,0.233457738,0.058931719,0.295966449
cg16413785,0.248598959,0.541711563,0.511496001,0.516726573,0.484771925,0.540579579,0.586460576,0.532340842
cg16430166,0.508311462,0.510275274,0.825138736,0.919750159,0.906102148,0.977844161,0.897948961,0.569388134
cg16470716,0.408167492,0.326701807,0.527543927,0.503253726,0.538297584,0.464571495,0.558118168,0.542941339
cg16475891,0.636503453,0.88891031,0.91643147,0.915631145,0.605308547,0.574764328,0.5895967,0.625075867
cg16496269,0.107642015,0.127677556,0.029491473,0.031925152,0.069854909,0.05091024,0.027337284,0.034035276
cg16527418,0.219632636,0.198835883,0.338769385,0.17763872,0.842082317,0.902897655,0.712075277,0.815043698
cg16533146,0.577849591,0.59191922,0.569619491,0.561584053,0.775871926,0.664658028,0.084745378,0.783092237
cg16585333,0.557737448,0.597443886,0.623420892,0.526790963,0.774871358,0.80153879,0.614610603,0.61946625
cg16602369,0.120626381,0.297198722,0.186585186,0.157272425,0.334990514,0.328548186,0.155244168,0.132303294
cg16645423,0.672073538,0.820662603,0.204101767,0.062454803,0.878062899,0.829825167,0.681584299,0.697139401
cg16659026,0.080538951,0.339159316,0.040761062,0.025922706,0.930557781,0.972707717,0.978245714,0.86532139
cg16664617,0.545199547,0.586628182,0.507384879,0.476933129,0.567256117,0.52785181,0.528148199,0.485694565
cg16681083,0.251638803,0.210512754,0.092164835,0.031509736,0.217568756,0.387338955,0.420195047,0.182345667
cg16714096,0.569342618,0.886840194,0.899168871,0.916839817,0.566185293,0.795849023,0.881879157,0.804224966
cg16717267,0.327030088,0.779699734,0.119817544,0.137164675,0.073596465,0.177141816,0.107990023,0.152463209
cg16735509,0.361535353,0.492377429,0.439280721,0.445561568,0.723049064,0.7608653,0.616686197,0.521735725
cg16740427,0.326333239,0.314981263,0.105085865,0.100003382,0.249387389,0.815680771,0.561196441,0.170703476
cg16743289,0.196234435,0.069078088,0.10852478,0.066194435,0.054940538,0.043371053,0.056090292,0.162239074
cg16752400,0.660771399,0.678790903,0.658943552,0.668005739,0.163548859,0.147247791,0.048011863,0.12678553
cg16814023,0.655394343,0.919173422,0.940632444,0.930941644,0.942336714,0.925768845,0.954730222,0.935376388
cg16852440,0.380074394,0.120187814,0.116205339,0.071168584,0.082574681,0.080642508,0.061889779,0.123203568
cg16893174,0.2779647,0.449374905,0.437529761,0.439308883,0.240793518,0.062266454,0.093027902,0.495456101
cg16926213,0.960887651,0.920401008,0.978199389,0.977326333,0.948230067,0.915784573,0.978594804,0.962934916
cg17006282,0.490665445,0.215495533,0.235763324,0.361471526,0.658258654,0.714731199,0.618128043,0.589306304
cg17016000,0.282821069,0.150552203,0.155044706,0.102931204,0.307570502,0.092921594,0.077441458,0.253236892
cg17074431,0.496498253,0.836145176,0.919450583,0.912917458,0.881944564,0.862203262,0.910307384,0.894588017
cg17098387,0.630329537,0.879115899,0.659541087,0.684178594,0.795678237,0.840073941,0.687477752,0.836256048
cg17118836,0.804532528,0.896016174,0.911863878,0.939247933,0.869656866,0.817786048,0.916937644,0.919301408
cg17174814,0.357648926,0.403381998,0.204862841,0.22143351,0.722916558,0.64869987,0.5295496,0.55610905
cg17186388,0.174473609,0.061831775,0.204931362,0.140453205,0.06016452,0.068848405,0.193844391,0.267899426
cg17191109,0.143151512,0.556195888,0.11696105,0.051564364,0.149844843,0.249231604,0.048520749,0.100939664
cg17254383,0.659919519,0.836280943,0.929617591,0.939892912,0.155651814,0.10585559,0.176414603,0.16820296
cg17259096,0.329745683,0.232667392,0.834025376,0.915553696,0.07394364,0.023983429,0.37550062,0.156152649
cg17306686,0.634470601,0.443089405,0.558054117,0.468699591,0.649899381,0.689350351,0.535226184,0.515241605
cg17333886,0.339754089,0.475502917,0.443584207,0.409713592,0.021760172,0.04017796,0.490208846,0.141817034
cg17393917,0.638093482,0.412705368,0.66373618,0.903240586,0.76304413,0.799792991,0.933098938,0.880068398
cg17397069,0.540503838,0.906895194,0.580786502,0.559103584,0.84278567,0.71076656,0.902797212,0.811186097
cg17420585,0.278948474,0.164627681,0.101468125,0.066804426,0.091797539,0.061102609,0.044209698,0.209140408
cg17434008,0.48198056,0.787416594,0.86227047,0.846455132,0.856340468,0.711462779,0.789909704,0.779970687
cg17445212,0.247090508,0.422467026,0.148365248,0.105442963,0.116864637,0.13553863,0.096246387,0.224178304
cg17468100,0.061750608,0.103184062,0.029937224,0.02728042,0.187542836,0.03963669,0.028358214,0.056754708
cg17491987,0.076465771,0.051461141,0.018223834,0.026964456,0.093059592,0.083105096,0.018749664,0.018841856
cg17500703,0.607301473,0.70065277,0.91235776,0.90902032,0.145538265,0.049649657,0.04651853,0.172163656
cg17511472,0.270454314,0.076906085,0.086302729,0.059657862,0.155623687,0.081437063,0.064604165,0.211384529
cg17605021,0.449270261,0.58555873,0.580694115,0.561754598,0.546086696,0.774896695,0.588839099,0.556827973
cg17610933,0.423549313,0.823652472,0.505581632,0.482419581,0.930344401,0.946653131,0.874056632,0.522209047
cg17668731,0.622744163,0.879192928,0.876714672,0.901058969,0.216680497,0.124997236,0.071251307,0.680415618
cg17680092,0.661326123,0.741450374,0.533569282,0.518537498,0.068347507,0.090535088,0.038513743,0.498744675
cg17692971,0.490527461,0.749414661,0.890291074,0.898715476,0.28953113,0.272960023,0.058946418,0.213033268
cg17694351,0.229543287,0.185948584,0.355728954,0.319400712,0.450899605,0.569107907,0.410538764,0.390089381
cg17713488,0.054350954,0.211025628,0.388539535,0.159036854,0.049781373,0.043035233,0.030643358,0.032142384
cg17723381,0.401205363,0.686966313,0.692680206,0.788579344,0.184361915,0.081492309,0.040310028,0.30866527
cg17795240,0.663968525,0.851539689,0.557424854,0.572956827,0.026666712,0.056317285,0.055426352,0.209934339
cg17805072,0.401391121,0.926941997,0.855105827,0.92602521,0.614657608,0.498542634,0.920304494,0.48296106
cg17820828,0.509446773,0.378870475,0.598582141,0.538463744,0.439002522,0.262088579,0.612960724,0.609516904
cg17839611,0.420715009,0.89347437,0.861921859,0.87973497,0.53905007,0.389445791,0.448846175,0.140588729
cg17877220,0.541357653,0.283171152,0.827059933,0.837224568,0.768204142,0.586370782,0.834754146,0.767319637
