Labels,PA L 1,PB L 2,PB L 3,PB L 4,PA LL 1,PA LL 2,PB LL 3,PB LL 4
cg11228126,0.136050552,0.350026416,0.284134562,0.298598361,0.057748085,0.148071739,0.737595682,0.052135682
cg11245181,0.401200403,0.414890482,0.530561539,0.545100912,0.219159765,0.446050544,0.459426609,0.58181902
cg11291081,0.568161039,0.063676345,0.061667968,0.056553938,0.687540107,0.065441075,0.043839712,0.054486079
cg11322797,0.032587305,0.028384005,0.028208455,0.030210573,0.122520596,0.026456014,0.017919268,0.024749959
cg11351987,0.910700408,0.902833103,0.901971125,0.913706151,0.869539446,0.923892172,0.932970731,0.918244697
cg11363527,0.632570448,0.489508486,0.403330995,0.272508136,0.788127278,0.675300758,0.454792486,0.755882581
cg11376198,0.985320886,0.985766559,0.985357141,0.982771152,0.98076095,0.980354992,0.990541284,0.981876528
cg11413657,0.210749896,0.045199222,0.039966874,0.034124562,0.205699478,0.590194615,0.028839529,0.064515544
cg11503210,0.313760514,0.740385852,0.805616196,0.766134649,0.202185806,0.774000169,0.367223348,0.61822603
cg11522683,0.082474654,0.058530295,0.075043168,0.41985312,0.129457442,0.075020532,0.071064077,0.183473063
cg11524454,0.304794924,0.608163233,0.628427387,0.505999011,0.939858691,0.589788372,0.234901176,0.402314388
cg11544420,0.515359966,0.54920444,0.479570737,0.513566385,0.634596478,0.516793969,0.543184601,0.557459962
cg11586189,0.43021637,0.15635875,0.118296635,0.43903322,0.12714807,0.440265939,0.152522983,0.230525649
cg11588844,0.078186918,0.048274609,0.065236793,0.045789959,0.157200921,0.040278931,0.041823502,0.029753678
cg11596009,0.288274853,0.136540592,0.366953042,0.676326774,0.72792402,0.6611483,0.689320908,0.842404089
cg11600596,0.525211057,0.829730028,0.938702222,0.941714238,0.90361802,0.951499205,0.605331954,0.948428565
cg11608150,0.375422753,0.334604335,0.27045575,0.248799715,0.298286253,0.544103954,0.548075389,0.495408893
cg11617938,0.527297928,0.887136349,0.889657584,0.577120854,0.878972432,0.473988173,0.565438852,0.663189869
cg11653233,0.554740207,0.877611041,0.811085192,0.922598234,0.669180767,0.691144214,0.944408534,0.825717027
cg11656177,0.541963724,0.479371037,0.485185109,0.471867152,0.427660434,0.460074979,0.408618032,0.416512573
cg11702085,0.943630684,0.951194122,0.956766006,0.946613253,0.922453756,0.96602429,0.969442941,0.962252899
cg11719362,0.608669379,0.869794227,0.931613976,0.92630278,0.831970528,0.638270543,0.710883617,0.918251963
cg11738485,0.614672682,0.642594943,0.642498009,0.639847755,0.460077107,0.639592386,0.691410114,0.615160699
cg11738486,0.317275898,0.152727168,0.237810982,0.219720694,0.369340734,0.219694489,0.206220363,0.050011474
cg11749010,0.974888823,0.977430464,0.977804408,0.976463798,0.887794878,0.97553425,0.985891468,0.980561482
cg11800117,0.102197645,0.066148345,0.090208474,0.099861958,0.225791438,0.134899127,0.097544259,0.163969786
cg11828983,0.120755271,0.049650434,0.052714425,0.053974181,0.06853535,0.045590057,0.041330581,0.038877681
cg11835209,0.442999476,0.503578721,0.507455265,0.525679942,0.489580785,0.896304332,0.520161287,0.417258272
cg11860005,0.815624641,0.668056227,0.746028789,0.784450954,0.627462576,0.939839943,0.779168851,0.81462203
cg11871991,0.824675089,0.462490943,0.498282386,0.461767482,0.716212932,0.911907576,0.433909191,0.422552088
cg11965913,0.105582055,0.406824279,0.433099089,0.432056448,0.096290976,0.363719983,0.386101329,0.267541952
cg11989576,0.037430199,0.038638167,0.035888233,0.034883729,0.104117946,0.04912974,0.028638306,0.043314312
cg12041401,0.055232374,0.133567251,0.053067479,0.063613571,0.057371533,0.02518154,0.403999863,0.027677897
cg12054318,0.279798321,0.041789358,0.03777659,0.035754258,0.23129518,0.05334999,0.053250445,0.04566288
cg12064504,0.07598154,0.062416482,0.0698467,0.05562891,0.433532005,0.181230175,0.327724803,0.28024193
cg12080831,0.868974331,0.773702529,0.857734909,0.789567883,0.714053837,0.627020548,0.820175449,0.794066495
cg12135344,0.188397708,0.716192282,0.81071712,0.974646392,0.143125218,0.60957996,0.573396001,0.323545063
cg12152384,0.510784184,0.282524386,0.508466773,0.140926915,0.230944282,0.330264547,0.432165108,0.135622655
cg12174804,0.650543299,0.685066877,0.71338882,0.715636899,0.351156747,0.6833348379999999,0.802794544,0.730370195
cg12215294,0.914783804,0.897224887,0.90410342,0.892337264,0.827732301,0.924503232,0.929636173,0.928228068
cg12253469,0.034263046,0.039382261,0.023168924,0.039647396,0.0223657,0.012715438,0.109059132,0.011833862
cg12319143,0.514302881,0.495310141,0.50404264,0.490870532,0.282029814,0.023443589,0.654375518,0.914268286
cg12324629,0.328432113,0.420020387,0.482557756,0.680571307,0.783951907,0.442441956,0.452084998,0.414441278
cg12350309,0.917875774,0.90915821,0.914862577,0.917467903,0.653416037,0.845076469,0.911498655,0.832163752
cg12404181,0.040810262,0.031373119,0.042527314,0.054996659,0.049633237,0.040763211,0.049701315,0.026252044
cg12450708,0.901793822,0.913427393,0.926305658,0.900450928,0.814616156,0.925804558,0.933409269,0.924070624
cg12460175,0.034807734,0.029613273,0.028171205,0.03336948,0.220330871,0.048437279,0.039402282,0.037993471
cg12473775,0.581413872,0.663024343,0.514832004,0.582474147,0.893546132,0.245126579,0.514008643,0.755379303
cg12492938,0.075003933,0.068797588,0.064884514,0.081585124,0.030790793,0.050867822,0.034697839,0.084178388
cg12500876,0.081849333,0.040730101,0.049743931,0.030627303,0.028272727,0.017823152,0.034349314,0.017236278
cg12553689,0.529693882,0.530463778,0.539256312,0.554083244,0.690389091,0.587735635,0.619270567,0.592764069
cg12574576,0.070397217,0.152796199,0.047241024,0.085325138,0.167156574,0.118250982,0.105993627,0.059213367
cg12586386,0.483651625,0.033441089,0.044939815,0.030895252,0.285014138,0.509938655,0.03020974,0.081935451
cg12588917,0.822143674,0.822998522,0.843786663,0.825167201,0.856877479,0.854348865,0.868700963,0.832999671
cg12615761,0.865531707,0.892547063,0.916630926,0.889326293,0.405895413,0.793615326,0.877983019,0.762844025
cg12668399,0.32328036,0.137934684,0.112301109,0.198311572,0.656474286,0.572923691,0.642625093,0.397522504
cg12690119,0.539328385,0.37088587,0.350423817,0.525308836,0.858244364,0.656266168,0.751786756,0.374952136
cg12705353,0.885721082,0.904214291,0.901099241,0.917536014,0.928742297,0.942608273,0.606488367,0.922174208
cg12765123,0.487365211,0.159173434,0.216656595,0.217043749,0.105341856,0.392300839,0.16051776,0.084083155
cg12798194,0.263520136,0.0715281,0.250401683,0.46439983,0.098161877,0.348934621,0.142020668,0.374263046
cg12809031,0.81946537,0.064148494,0.121670346,0.106606251,0.930503609,0.745185825,0.074172157,0.043351331
cg12840312,0.444760632,0.496706215,0.516488224,0.53299667,0.14349645,0.100631863,0.571622425,0.214470628
cg12844324,0.48672352,0.521050471,0.506391311,0.499932293,0.184805782,0.532832315,0.512790356,0.553570097
cg12850379,0.058412629,0.057596595,0.065860367,0.059292062,0.351388235,0.124232148,0.076916356,0.131429466
cg12908916,0.169698202,0.447803832,0.491034635,0.44971147,0.369097864,0.039394934,0.058570468,0.414122383
cg12924430,0.036625241,0.015901855,0.015378712,0.015088481,0.030820613,0.030590235,0.020393592,0.014572835
cg12927753,0.637417317,0.706944967,0.701173134,0.687674848,0.225772084,0.611215803,0.885451487,0.607578302
cg12938556,0.045024436,0.0579841,0.081648116,0.063971727,0.131155192,0.034671421,0.025632987,0.020726123
cg12944343,0.514434106,0.569587478,0.562351472,0.538772024,0.444264375,0.638821357,0.228522795,0.513499319
cg13027206,0.157984794,0.13877963,0.161340701,0.10821722,0.073117268,0.138801465,0.122122099,0.060652666
cg13033722,0.577562582,0.535738882,0.549759519,0.569228024,0.474397986,0.832592678,0.481223997,0.551423526
cg13050716,0.291794491,0.292742349,0.192998778,0.134475534,0.034072244,0.441999532,0.312965634,0.184113371
cg13126871,0.450444793,0.464932429,0.424505076,0.541639331,0.329508348,0.501285828,0.379759964,0.467811201
cg13128596,0.372572154,0.070778801,0.125836404,0.085965149,0.452955236,0.5293441,0.123676953,0.182208061
cg13132497,0.536584737,0.709419714,0.806493388,0.665508954,0.900340082,0.441707684,0.782737538,0.638252764
cg13172549,0.049613529,0.041372919,0.037898331,0.050648279,0.101907222,0.03584154,0.198512799,0.043490433
cg13176979,0.780088133,0.713307417,0.855770701,0.710690686,0.91612207,0.451761361,0.605475824,0.71815217
cg13186228,0.97605037,0.971131677,0.977209778,0.979232666,0.85581884,0.956681011,0.978936379,0.972613704
cg13198297,0.043745035,0.042166526,0.036741455,0.07806984,0.199783559,0.074092637,0.039574062,0.075964871
cg13207180,0.480702517,0.487124655,0.485964357,0.730462013,0.262582825,0.058332668,0.54209329,0.764054362
cg13252700,0.972279864,0.538399392,0.560084527,0.584834406,0.962276089,0.561373529,0.623264825,0.70361155
cg13278353,0.024195164,0.019778141,0.017843177,0.021604206,0.056998549,0.028195704,0.01527743,0.02182381
cg13289019,0.077016121,0.433998485,0.43982566,0.443295054,0.596812748,0.345100178,0.442156985,0.47087363
cg13307058,0.950310784,0.80602388,0.879593954,0.843074424,0.308166155,0.666913686,0.665736347,0.671687286
cg13316472,0.04464649,0.049687326,0.048716814,0.042794388,0.095093214,0.026240342,0.039241318,0.040908998
cg13377056,0.390908091,0.518379237,0.516114359,0.543795881,0.302381931,0.709528672,0.530391153,0.47758886
cg13393036,0.047222907,0.076788957,0.101643317,0.093933986,0.077736246,0.024651409,0.077285552,0.028705195
cg13405775,0.567146902,0.503575678,0.517304992,0.536727651,0.653859936,0.858497319,0.585644627,0.466808924
cg13428066,0.557891651,0.581074412,0.611731972,0.472204694,0.579859966,0.469700462,0.471833792,0.481572583
cg13477101,0.06905286,0.091900597,0.059285474,0.084121912,0.022348054,0.0921531,0.06233581,0.05543861
cg13500113,0.314655869,0.087598397,0.099210044,0.496847146,0.595587332,0.168866987,0.617813228,0.1845722
cg13522882,0.368294824,0.22297574,0.206238873,0.148235882,0.259710273,0.227558585,0.166527552,0.172684103
cg13567405,0.140911661,0.076300907,0.165225975,0.110623378,0.173620466,0.11168229,0.052917447,0.211516583
cg13572782,0.047934713,0.06261915,0.057874322,0.065067104,0.067018233,0.048844832,0.054659794,0.050412165
cg13668471,0.04169688,0.037536939,0.02517079,0.035693392,0.057446846,0.026191073,0.203386084,0.022245793
cg13681655,0.198295144,0.230915437,0.389116746,0.253760999,0.37954865,0.136574252,0.203634657,0.210531081
cg13683194,0.148709786,0.404328313,0.473437062,0.394046875,0.345022699,0.187412941,0.216799487,0.26074564
cg13687570,0.46393104,0.487741341,0.486646381,0.473169494,0.886320873,0.500326911,0.561513634,0.534256344
cg13697378,0.479153129,0.503621384,0.493893324,0.484562569,0.504508757,0.492558866,0.48977729,0.515826046
cg13734401,0.875103834,0.886303603,0.888066499,0.916619857,0.883311219,0.925096162,0.937714277,0.902944923
cg13736514,0.479873303,0.503811744,0.509017075,0.510375822,0.294827916,0.839776619,0.619826434,0.620904523
cg13805518,0.081543057,0.042265847,0.032339763,0.032137992,0.531280904,0.018482706,0.033534459,0.081784736
cg13809441,0.45829588,0.529841285,0.527585145,0.520692513,0.478826707,0.687015429,0.553218538,0.656055554
cg13812291,0.526930372,0.546252705,0.535058382,0.546597046,0.59434397,0.692818215,0.65530499,0.723595271
cg13835029,0.081623867,0.128442999,0.179832302,0.107423972,0.256062913,0.273046242,0.035772908,0.092769107
cg13845105,0.179225394,0.456281261,0.454777354,0.578824755,0.141296283,0.43141604,0.333590877,0.228770992
cg13865488,0.634873366,0.618464122,0.625590704,0.62618638,0.486303267,0.592978866,0.658834958,0.529826702
cg13884376,0.093420684,0.047503385,0.064838983,0.059005455,0.17664217,0.078178781,0.054875352,0.072048042
cg13904574,0.850833994,0.496885225,0.498640667,0.483783338,0.892830313,0.870780801,0.4688887,0.444797888
cg13928427,0.055145186,0.046439943,0.081334106,0.057440024,0.051880037,0.049619168,0.03937515,0.035460429
cg13952159,0.899697484,0.913113489,0.860914594,0.845593686,0.912668915,0.92076149,0.925722169,0.868073386
cg13972423,0.219214867,0.423250564,0.4958606,0.779678731,0.363526439,0.065577492,0.427040187,0.786035945
cg13975106,0.352671271,0.482748074,0.23107109,0.456801775,0.633855617,0.513459749,0.175842739,0.538092007
cg13978566,0.533242089,0.558591547,0.557785599,0.539217039,0.365765313,0.49728286,0.571525175,0.625713114
cg13980266,0.038586017,0.029152938,0.031868989,0.0307977,0.311495815,0.089950446,0.034558874,0.045913002
cg13981838,0.259726718,0.536926823,0.508671121,0.512967041,0.889687489,0.46750808,0.785238729,0.903382919
cg13989519,0.052061981,0.037772058,0.057908173,0.044723693,0.413466241,0.046412394,0.037785712,0.040022646
cg14032732,0.539117107,0.533622537,0.539959457,0.535525608,0.435678863,0.488163814,0.600577452,0.558970287
cg14047153,0.132502933,0.033239163,0.038247846,0.062570264,0.042802202,0.053358229,0.063394232,0.098123552
cg14058329,0.017658139,0.01754911,0.015881151,0.01867027,0.035657909,0.016832138,0.036947028,0.071814643
cg14068301,0.345548604,0.203969908,0.174696101,0.374633803,0.062300343,0.376770997,0.278361881,0.353101991
cg14076977,0.182602613,0.576267312,0.576107213,0.925994034,0.039444981,0.049600675,0.266386471,0.198529165
cg14093127,0.694131615,0.88876107,0.904257802,0.801362447,0.767962792,0.897803956,0.895041492,0.858041464
cg14113351,0.190464307,0.458680919,0.441339613,0.449870851,0.626700869,0.154837497,0.449075909,0.510411203
cg14166009,0.434721635,0.497619924,0.476062807,0.444279313,0.829311192,0.486432315,0.519018192,0.553298099
cg14202048,0.912544909,0.906935895,0.91969071,0.916017935,0.902658918,0.92471799,0.942088101,0.902168224
cg14242696,0.050188881,0.108023775,0.089350722,0.043532658,0.170978798,0.054360412,0.050711889,0.071910525
cg14340463,0.519835392,0.095356243,0.101096375,0.086945732,0.188610502,0.299675306,0.070871792,0.064789425
cg14386312,0.532153675,0.515212292,0.56189067,0.53263208,0.183080477,0.58708023,0.541578395,0.492578563
cg14413354,0.118497187,0.519649643,0.528780183,0.535308522,0.07963443,0.166081117,0.584937111,0.780998103
cg14417784,0.03461458,0.039557258,0.037822923,0.036384186,0.301689248,0.094127476,0.045002158,0.081105644
cg14562054,0.786920156,0.673038085,0.777848152,0.789596153,0.574977727,0.895044677,0.746966607,0.841785723
cg14580228,0.532969618,0.470981806,0.48416385,0.473548482,0.314377233,0.480456822,0.459708822,0.582078848
cg14595683,0.037797124,0.045960443,0.041400734,0.042422794,0.087568953,0.024476616,0.033884496,0.163962159
cg14604066,0.074685147,0.059033809,0.040908704,0.048279679,0.316942896,0.025667943,0.031876492,0.045078203
cg14637144,0.656912324,0.735306148,0.806178229,0.771475258,0.693819586,0.853470906,0.562107337,0.849548555
cg14643390,0.04231044,0.04380084,0.041803788,0.032090212,0.159042495,0.062299159,0.033422085,0.053629856
cg14644378,0.556871015,0.517761557,0.514673963,0.060640297,0.547929232,0.935737903,0.211499798,0.2249333
cg14693391,0.616562877,0.640133234,0.643826443,0.660593414,0.808312661,0.783981477,0.708813212,0.671250061
cg14700230,0.070443166,0.443903863,0.482551049,0.481497522,0.368099798,0.060946749,0.418115758,0.439439612
cg14759494,0.145006738,0.359762639,0.349283885,0.468387962,0.605552876,0.586026855,0.241494484,0.360048122
cg14794655,0.224604911,0.224745204,0.280014017,0.49137279,0.160419753,0.526423306,0.406440515,0.39726328
cg14837974,0.529270555,0.089972014,0.080179527,0.13400042,0.067924648,0.387197832,0.053974888,0.067375758
cg14847483,0.493612253,0.525343949,0.53077503,0.50395392,0.769587411,0.708845251,0.576568221,0.678516224
cg14850026,0.105103417,0.073047834,0.076592172,0.073594594,0.015396556,0.036328564,0.066174214,0.070034753
cg14866167,0.513216626,0.460128873,0.480452603,0.435156768,0.518218803,0.506285036,0.344904686,0.543260905
cg14883961,0.048353371,0.058385904,0.043281153,0.040239285,0.067312222,0.048833153,0.048550027,0.120645051
cg14893161,0.274755796,0.099684033,0.04478368,0.047436731,0.651174204,0.044222516,0.086134835,0.023637352
cg14934242,0.080363531,0.079350221,0.065784289,0.076971688,0.055595807,0.045144713,0.090043404,0.027023475
cg14952312,0.416793497,0.167062802,0.31369688,0.508531368,0.690953874,0.725615489,0.555224144,0.595814516
cg14965694,0.424276786,0.442520655,0.456687425,0.454849819,0.323021955,0.387181339,0.461076419,0.442267322
cg15002904,0.597072673,0.529421473,0.552776838,0.525782414,0.583550565,0.951299926,0.413856367,0.552354131
cg15007983,0.877920552,0.318942799,0.304028962,0.343777256,0.739799131,0.315016213,0.364606283,0.298171861
cg15008743,0.616811222,0.796301991,0.794967406,0.476538622,0.664581526,0.730275173,0.586765264,0.700796805
cg15117372,0.912404804,0.91923338,0.938421968,0.941456847,0.332822914,0.902104025,0.940103182,0.870642062
cg15147215,0.480519131,0.552938512,0.551464897,0.550601262,0.485826538,0.582318106,0.624545081,0.610903653
cg15199987,0.366571054,0.039573591,0.062778859,0.186185718,0.086273229,0.041307859,0.050864125,0.199518068
cg15200445,0.511878614,0.324650913,0.417014173,0.261933712,0.775588003,0.428517291,0.454296506,0.492409168
cg15212455,0.035181386,0.028475145,0.033137439,0.035473011,0.142879419,0.044980962,0.035152824,0.038872108
cg15224459,0.202586113,0.121387591,0.152003741,0.127029891,0.111237927,0.089003237,0.127379497,0.135287147
cg15235999,0.637621342,0.128321851,0.103494261,0.607590054,0.529967473,0.910430173,0.505949222,0.469707836
cg15241074,0.330817951,0.486545239,0.347996897,0.062024613,0.392280452,0.560848818,0.08402199,0.391291489
cg15246712,0.430977835,0.523506462,0.423282163,0.490062457,0.537558377,0.642119094,0.487709969,0.614291595
cg15319824,0.53732821,0.058386949,0.108467952,0.533275147,0.15186034,0.67164982,0.128823729,0.257581527
cg15359390,0.547824271,0.053536451,0.047703324,0.07751548,0.026118984,0.45356904,0.400418428,0.461627507
cg15401418,0.878168857,0.967770581,0.962612503,0.955350063,0.83157807,0.972564058,0.975902052,0.966608752
cg15414638,0.926415093,0.914900476,0.923589622,0.917896365,0.705486678,0.920154593,0.791020041,0.845625033
cg15425811,0.936464271,0.941781974,0.943702543,0.945100389,0.77330665,0.935307122,0.948286468,0.936136155
cg15464821,0.930318496,0.621833184,0.612898665,0.569704691,0.849979932,0.63265646,0.90894338,0.900055785
cg15469871,0.034233202,0.029578064,0.031132717,0.032715527,0.09066766,0.040915684,0.026002315,0.036551808
cg15551981,0.266072376,0.052720009,0.05208417,0.058377701,0.111810977,0.049357574,0.034860815,0.083355827
cg15690542,0.673052943,0.423988141,0.372258051,0.40783292,0.755775378,0.748318603,0.521917442,0.591569185
cg15697225,0.126229939,0.462052481,0.479328996,0.472236433,0.719661347,0.023995209,0.459290285,0.461041306
cg15701794,0.779149613,0.88415514,0.862995419,0.871131624,0.31937531,0.793838826,0.916187138,0.863289903
cg15702949,0.03958792,0.064661388,0.043056896,0.043684013,0.09877269,0.040821642,0.029921721,0.028646609
cg15711727,0.528805622,0.880814348,0.898648612,0.905357936,0.608700504,0.491143991,0.897802021,0.759566114
cg15721243,0.791500624,0.574267541,0.544718654,0.565080901,0.231025114,0.899025388,0.761026968,0.476935469
cg15777261,0.126880443,0.279970205,0.227078155,0.147024067,0.33178147,0.130124668,0.150492815,0.389778192
cg15808472,0.587209451,0.869266912,0.898163418,0.90041761,0.719341624,0.915247813,0.592573854,0.903445303
cg15854394,0.386259205,0.354760556,0.372297745,0.245851815,0.295862958,0.145755269,0.197486297,0.333866229
cg15867944,0.066784675,0.502642189,0.501635423,0.492940648,0.060480575,0.038409847,0.176754772,0.412810548
cg15881597,0.896341239,0.101627939,0.081893266,0.076750947,0.638870054,0.783601277,0.066378061,0.064801285
cg15907060,0.51718904,0.182224914,0.091084496,0.092587271,0.759619388,0.877720862,0.076824512,0.390264632
cg15996644,0.089527574,0.07557648,0.077286613,0.074427735,0.227140616,0.332723605,0.093448894,0.107790508
cg16064054,0.358442724,0.458163462,0.506906902,0.495288691,0.897379611,0.561975393,0.346103756,0.261725053
cg16127514,0.243609669,0.383620156,0.388954875,0.464196529,0.365394431,0.06074949,0.511801001,0.320687943
cg16148270,0.563143994,0.591972751,0.616963485,0.568550098,0.534385714,0.680300751,0.554637092,0.510572453
cg16172549,0.043981204,0.043589339,0.038460425,0.039692993,0.433858236,0.037821519,0.054855631,0.052408442
cg16243243,0.852938413,0.854057719,0.852499276,0.846979925,0.916604368,0.867538322,0.890462477,0.842692055
cg16254756,0.559227454,0.390742967,0.479558227,0.330931773,0.715188705,0.608028216,0.443402979,0.575629683
cg16266669,0.638253915,0.609561278,0.673573312,0.166048816,0.356882233,0.469611943,0.595872267,0.111752471
cg16274899,0.338457097,0.350711491,0.216071378,0.175256276,0.176796431,0.775504115,0.119770284,0.316799146
cg16296679,0.158462213,0.053714853,0.099687718,0.056190713,0.061205825,0.517122624,0.04263649,0.048194678
cg16303742,0.851813096,0.687142017,0.814211177,0.483560913,0.676539906,0.539016577,0.579731655,0.646026089
cg16311302,0.661888997,0.507395342,0.516758789,0.489366952,0.516074718,0.56986725,0.483978728,0.438982695
cg16314899,0.520075173,0.553136494,0.57819043,0.529986744,0.50394435,0.725156892,0.679899779,0.717851543
cg16319129,0.591603725,0.515961279,0.563392776,0.519197683,0.645375167,0.304020145,0.512055873,0.597665897
cg16345566,0.944858679,0.942482078,0.947498838,0.949132208,0.738931794,0.933359048,0.581750159,0.894146075
cg16380632,0.572241906,0.824393265,0.906637505,0.913921147,0.159934803,0.789555424,0.927111043,0.844772564
cg16387467,0.59123764,0.659395969,0.758935684,0.559727779,0.719973274,0.751183486,0.611549846,0.847743886
cg16391973,0.039250749,0.092591908,0.077248993,0.071715596,0.140820524,0.044485535,0.081179634,0.198205698
cg16413785,0.450978283,0.149384609,0.066468254,0.047120683,0.783710962,0.353550855,0.564282227,0.212399255
cg16430166,0.929626867,0.906957088,0.919685578,0.939012504,0.97329397,0.949791763,0.935083266,0.855029174
cg16470716,0.889069411,0.891686718,0.888691072,0.752767221,0.869291379,0.937903083,0.494560953,0.917586094
cg16475891,0.098706504,0.058038537,0.07635998,0.195901394,0.360404335,0.531707308,0.611285271,0.709896086
cg16496269,0.670988005,0.542156581,0.57200607,0.541223879,0.716905636,0.216991879,0.744750306,0.262891849
cg16527418,0.818274642,0.977376406,0.977578461,0.980542969,0.915183002,0.936459438,0.981422325,0.971679414
cg16533146,0.150190234,0.058607653,0.11402114,0.109711449,0.159815687,0.093789771,0.063227687,0.100432274
cg16585333,0.016520127,0.02180058,0.020011049,0.019042129,0.022056208,0.017153835,0.016510686,0.016123308
cg16602369,0.138907524,0.161731797,0.150458192,0.145768686,0.256133986,0.181258364,0.173701154,0.215553079
cg16645423,0.460486721,0.050888029,0.035433232,0.518390789,0.773704977,0.625870234,0.49781481,0.583375789
cg16659026,0.616282173,0.548439703,0.558449309,0.536150022,0.140698997,0.567331895,0.451359522,0.540086426
cg16664617,0.507371231,0.710358775,0.839529197,0.887872377,0.858699687,0.360508238,0.566096876,0.869967619
cg16681083,0.021605347,0.019490634,0.020223058,0.024037959,0.031287523,0.020026297,0.016018408,0.071400487
cg16714096,0.035675704,0.028918317,0.025061272,0.024322247,0.032866938,0.019646977,0.042632524,0.025309471
cg16717267,0.113872208,0.21507562,0.13419152,0.265698142,0.06363577,0.064409718,0.040137649,0.305748784
cg16735509,0.032431559,0.032807317,0.030098226,0.03440494,0.156904945,0.041256159,0.032527021,0.058254211
cg16740427,0.444026397,0.183983443,0.069257285,0.055466954,,0.061212357,0.090569873,0.139192914
cg16743289,0.52847028,0.538044104,0.541888618,0.513590687,0.664782405,0.500941116,0.518382645,0.531960461
cg16752400,0.156977761,0.684336113,0.694441184,0.676144864,0.151070848,0.640483855,0.628677447,0.693587421
cg16814023,0.028577965,0.050859388,0.062422803,0.041976622,0.097055881,0.034833553,0.025239251,0.186960903
cg16852440,0.07031472,0.08089341,0.073259713,0.068902629,0.065484545,0.045842342,0.062546581,0.065212399
cg16893174,0.416778374,0.452317947,0.468100972,0.158734527,0.723399155,0.357249652,0.401317812,0.462008656
cg16926213,0.59334445,0.569927626,0.633667094,0.627656988,0.401025754,0.177453499,0.219087463,0.077275719
cg17006282,0.069844226,0.047686714,0.123540385,0.062036259,0.108711892,0.400640462,0.161066526,0.044003063
cg17016000,0.639919757,0.515625423,0.600854444,0.677509137,0.637329275,0.673550053,0.650282969,0.613693206
cg17074431,0.56391008,0.541219768,0.574327917,0.59077431,0.624539162,0.519915363,0.576619471,0.616958217
cg17098387,0.766635623,0.790863359,0.805189906,0.832332722,0.754149697,0.889271129,0.896076625,0.829683927
cg17118836,0.927408588,0.52284505,0.5533867,0.537858794,0.553939675,0.928130674,0.569731983,0.586627955
cg17174814,0.947148544,0.885761541,0.87169749,0.80248873,0.941957077,0.979593279,0.75632942,0.499522601
cg17186388,0.343346033,0.340337389,0.288274558,0.551550724,0.171445989,0.164970221,0.463544684,0.608688872
cg17191109,0.793330664,0.622510343,0.698541637,0.819666121,0.415443575,0.859117217,0.704386497,0.760628758
cg17254383,0.486840066,0.327817533,0.506420369,0.587829841,0.412640232,0.450548646,0.360170214,0.46462614
cg17259096,0.174745491,0.502121417,0.552996978,0.384949584,0.923185965,0.513598842,0.507684314,0.538119743
cg17306686,0.028275887,0.054140618,0.026905371,0.033932774,0.07672032,0.029779844,0.023114743,0.027260861
cg17333886,0.577690507,0.545103095,0.558578486,0.704504302,0.710623769,0.481433009,0.478790971,0.549634026
cg17393917,0.034680608,0.029064999,0.03471183,0.031068068,0.175256411,0.045497414,0.032606738,0.046203
cg17397069,0.599428553,0.859754163,0.894848268,0.571709187,0.663511729,0.746853287,0.896498428,0.926320814
cg17420585,0.194739119,0.271084425,0.191079048,0.367192747,0.632412775,0.166469046,0.294821576,0.253829657
cg17434008,0.584233536,0.503344494,0.553728415,0.473201854,0.855378735,0.395844267,0.430972355,0.388777932
cg17445212,0.069928479,0.073330371,0.068399537,0.062065548,0.148727715,0.068529762,0.070765505,0.07024031
cg17468100,0.935171331,0.543696753,0.591341639,0.548043007,0.25235242,0.899918194,0.211599814,0.453193095
cg17491987,0.019560107,0.045879049,0.018864738,0.018782387,0.026680019,0.055843663,0.017870843,0.016132163
cg17500703,0.544772155,0.854437209,0.875130834,0.883277288,0.544961262,0.560134913,0.903070554,0.611246439
cg17511472,0.241804443,0.171296159,0.131871152,0.105702923,0.131800079,0.128095598,0.049458799,0.064269331
cg17605021,0.567665436,0.541933404,0.544448649,0.507201113,0.652866907,0.680954793,0.582949046,0.655382269
cg17610933,0.557272835,0.491785711,0.505643709,0.49735111,0.679445162,0.437134812,0.443501513,0.525730682
cg17668731,0.488136819,0.186091213,0.248998323,0.427156697,0.54081098,0.208536444,0.219994821,0.471442949
cg17680092,0.031421564,0.03577086,0.02788356,0.028947506,0.135208136,0.117252412,0.035398054,0.061548707
cg17692971,0.562219851,0.760729504,0.74032492,0.862558166,0.295446844,0.129642408,0.7028787,0.768202372
cg17694351,0.459046768,0.557970097,0.611515144,0.54971918,0.159218274,0.546045209,0.5702046,0.595238786
cg17713488,0.031089928,0.034209739,0.029106253,0.031589541,0.047109663,0.064306497,0.039836704,0.028394949
cg17723381,0.199759496,0.078574374,0.118181983,0.113855455,0.170754278,0.077142844,0.062717435,0.128046686
cg17795240,0.053448111,0.14712308,0.046454255,0.045843235,0.264519896,0.1457822,0.029634771,0.17348796
cg17805072,0.80851837,0.773548967,0.874657953,0.485970475,0.701279104,0.377024645,0.920566864,0.489971484
cg17820828,0.56971662,0.530143577,0.556146361,0.472406999,0.190401285,0.611477536,0.598062856,0.660029382
cg17839611,0.067612295,0.064864146,0.065993472,0.070492622,0.020427998,0.032130167,0.045228026,0.033450803
cg17877220,0.496159729,0.534625103,0.530912952,0.510948127,0.255824829,0.35738106,0.523360077,0.514394883
