,Unnamed: 0,Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21,DA,DB
413822,725553,cg13348458,0.854119738,0.712302854,0.907564484,0.944281616,0.932921982,0.918590198,0.873095827,0.904901359,0.834131335,0.768676806
414253,815348,cg13362627,0.144726672,0.029370126,0.255202918,0.218178308,0.023785743,0.021416991,0.087012115,0.046509988,0.312980178,0.290587363
414632,785684,cg13374488,0.224265416,0.541059546,0.258644252,0.153811083,0.374636668,0.025136952,0.465370312,0.061881105,0.329723861,0.399780189
414723,63341,cg13377056,0.564368567,0.148037081,0.178320052,0.576463951,0.121719964,0.583559466,0.477692961,0.525397245,0.426627131,0.524293975
415056,671257,cg13388416,0.697549079,0.945728859,0.457599823,0.544955286,0.666180993,0.31698252,0.46067093,0.462856894,0.596909665,0.488481158
415470,364321,cg13400321,0.598110353,0.728450664,0.788837508,0.616947101,0.565197243,0.766661534,0.635344412,0.885891107,0.783863248,0.824060894
416162,577339,cg13422894,0.585666169,0.21213827,0.53986621,0.770308817,0.40240877,0.251621577,0.548486846,0.423927631,0.489570904,0.476603651
416392,805099,cg13429671,0.77843869,0.228715402,0.865608325,0.845274417,0.920330278,0.766227449,0.541105578,0.925511994,0.743264019,0.756992271
417199,671158,cg13453228,0.723000384,0.592453271,0.439692586,0.583918681,0.584951793,0.461550032,0.620214134,0.539713701,0.637635259,0.617096171
417799,785301,cg13470634,0.236556098,0.100539924,0.33555384,0.435901626,0.374860193,0.606075134,0.567152806,0.428269816,0.269910121,0.474404018
418067,141541,cg13478953,0.708346763,0.851588323,0.138369661,0.133848896,0.193651076,0.040217837,0.596004623,0.138115252,0.628493987,0.50645383
418291,641783,cg13486079,0.204130949,0.54229794,0.251387798,0.184756702,0.064738089,0.04909988,0.14814179,0.532121267,0.340413006,0.309564974
418537,662683,cg13493265,0.543751689,0.854643378,0.307047753,0.449259652,0.104103156,0.111303636,0.621212132,0.900400064,0.527161151,0.369727756
418558,402149,cg13493791,0.520789669,0.480115729,0.152108518,0.523243305,0.055984699,0.31486035,0.584346732,0.500208307,0.473945006,0.512189429
418926,171741,cg13504931,0.440737341,0.054035253,0.69424668,0.186786993,0.750882906,0.838906126,0.521553329,0.044530086,0.320020846,0.458021553
419389,784825,cg13519696,0.702324682,0.852214417,0.509101186,0.792888738,0.680976178,0.95114245,0.688087752,0.859722176,0.740716172,0.789004405
419426,659781,cg13520651,0.414758188,0.441059762,0.534017946,0.432806761,0.541030837,0.471746756,0.339039725,0.473428023,0.466622775,0.523081323
419678,687871,cg13527652,0.84340967,0.938481595,0.542496433,0.567023651,0.769410572,0.724104359,0.705955219,0.557327338,0.700294601,0.628910636
419752,830483,cg13529695,0.497066607,0.907334738,0.451612348,0.391720683,0.82958143,0.325434047,0.394422752,0.412228843,0.561940563,0.426001167
420072,249563,cg13539372,0.510826089,0.926097686,0.541979688,0.944015064,0.647651074,0.920377257,0.697743631,0.929570028,0.69197883,0.613859353
420080,472351,cg13539678,0.537026506,0.16408203,0.338646928,0.181609413,0.338407666,0.0375069,0.712496329,0.065750252,0.436345272,0.534551824
420330,702535,cg13548007,0.859318184,0.506371595,0.863227882,0.913955499,0.80548352,0.94695328,0.59332855,0.889417912,0.636706192,0.728796444
421115,378841,cg13570559,0.068193918,0.060350657,0.346824611,0.093816528,0.048648332,0.805004372,0.7045278,0.032750451,0.246158365,0.477464329
422238,334930,cg13603332,0.318898981,0.063214005,0.783793635,0.491468556,0.823796096,0.271805382,0.1714179,0.098021535,0.326816767,0.516893743
422301,821474,cg13605024,0.849567294,0.912014504,0.910337495,0.937988364,0.939538777,0.786547319,0.688564648,0.918201622,0.845828729,0.774289213
423051,652151,cg13628292,0.454439935,0.163894913,0.536193354,0.524445948,0.071743834,0.505242329,0.578970895,0.11017831,0.543922574,0.661251687
423151,825015,cg13631192,0.732090722,0.65445989,0.529088595,0.694327076,0.663804744,0.625803226,0.687874557,0.664593056,0.662248789,0.630163784
424181,229494,cg13663091,0.591311233,0.693097206,0.350266025,0.627069714,0.213324497,0.427890882,0.062284668,0.675561782,0.543587744,0.475042472
424378,174646,cg13669437,0.543738106,0.947289072,0.696598942,0.948435879,0.940182241,0.908410308,0.944183593,0.949546775,0.840988036,0.829052904
424484,5834,cg13672691,0.29752014,0.568106133,0.509222535,0.106148463,0.03395986,0.081055872,0.623508659,0.066665047,0.438896126,0.442246283
424813,455112,cg13682195,0.711766439,0.859048803,0.171533469,0.887006826,0.14818263,0.924237734,0.654872595,0.936717195,0.628656226,0.654994765
425492,305829,cg13702185,0.394345818,0.139504459,0.199667543,0.64806695,0.713546357,0.061417741,0.242280097,0.143689768,0.196591545,0.408406338
425507,115619,cg13702733,0.200392938,0.048482715,0.161468436,0.057687464,0.122962346,0.064483039,0.550565941,0.052359797,0.395078292,0.551940124
425550,424803,cg13704028,0.110950979,0.062008386,0.123750695,0.126471338,0.051896827,0.055890679,0.167139622,0.057673474,0.23505543,0.27490817
425953,366421,cg13715975,0.323145099,0.381231453,0.164388621,0.633281128,0.229006012,0.716271197,0.508051192,0.086248679,0.450293475,0.513521161
425973,439636,cg13716453,0.704871382,0.932503744,0.498458734,0.3979986,0.359467607,0.373491892,0.228892678,0.426230363,0.774941542,0.51813818
426050,688539,cg13718839,0.616057533,0.509505146,0.912621757,0.921850216,0.715916427,0.621699251,0.490180387,0.901709538,0.528748647,0.619662872
426317,586352,cg13727125,0.890957895,0.889845592,0.678514209,0.440362099,0.560166854,0.621311013,0.522904988,0.934445213,0.729350754,0.692822306
426523,666635,cg13733630,0.34400178,0.527768732,0.619852295,0.554618705,0.729265225,0.797399253,0.129994904,0.502883561,0.425342291,0.382920709
427599,456161,cg13769596,0.15110958,0.089374108,0.113647087,0.382778826,0.071383422,0.626177867,0.119417408,0.070458519,0.219041097,0.407859116
427938,717008,cg13780616,0.835251487,0.567980891,0.881949432,0.933072258,0.892531436,0.930615156,0.904851551,0.899305928,0.845070928,0.745501209
428145,417883,cg13786944,0.608470613,0.929394456,0.16508289,0.918585369,0.162761292,0.883038361,0.313140445,0.532498423,0.622598302,0.397510668
428919,663369,cg13809660,0.385566741,0.301483941,0.620455099,0.638393538,0.208362082,0.912107552,0.371210939,0.510987354,0.415298866,0.533815513
429774,635799,cg13837146,0.355483731,0.103403253,0.136111024,0.218413011,0.231722445,0.085643175,0.326445064,0.056059004,0.257885424,0.258175671
430324,748760,cg13855454,0.908980597,0.962780807,0.93183727,0.928149788,0.936299177,0.930454848,0.931098843,0.917147785,0.884322247,0.826559652
430464,392035,cg13859324,0.429843073,0.547593483,0.084458282,0.809237943,0.676640584,0.187203079,0.843224005,0.537038996,0.479628768,0.442435145
431228,173184,cg13883479,0.293026529,0.714831861,0.501299117,0.236613815,0.060176365,0.042928537,0.85844024,0.083434229,0.348775577,0.467599887
432170,204897,cg13911801,0.879602038,0.414139745,0.908796614,0.939153161,0.678087699,0.873981438,0.516083068,0.932228461,0.641753395,0.659735257
434776,384092,cg13989519,0.585874331,0.555685508,0.12278941,0.048427389,0.042761399,0.076094618,0.933268291,0.043819821,0.547807565,0.472495768
435598,709514,cg14014543,0.789039872,0.917116669,0.836075904,0.900277244,0.870579414,0.81713613,0.837815615,0.660708553,0.803620012,0.82758291
435725,423402,cg14017896,0.48840881,0.870451497,0.392041645,0.909702873,0.399503538,0.73935553,0.257523781,0.880697248,0.65574747,0.476655747
435956,422772,cg14024008,0.62436189,0.746170274,0.668753442,0.934649246,0.924840812,0.845596563,0.102539415,0.930828543,0.461350171,0.455274838
436120,784772,cg14028887,0.54715993,0.432707633,0.674258828,0.404886862,0.77039063,0.335761501,0.321892579,0.352262103,0.380865807,0.462792357
436161,641912,cg14029959,0.321436462,0.098439486,0.405940284,0.358907141,0.238599208,0.052042845,0.348171444,0.164849032,0.360021029,0.389431298
436439,222365,cg14037664,0.159054712,0.2439982,0.2281793,0.438117907,0.353678189,0.036720595,0.225760769,0.506971905,0.348952459,0.377382098
437088,91632,cg14057760,0.488295042,0.236132539,0.70315028,0.057895603,0.927915399,0.469041909,0.519480001,0.50530246,0.553477118,0.522854586
437346,543356,cg14066471,0.52657509,0.061548836,0.551988198,0.231651485,0.757234073,0.614128018,0.127585047,0.582539319,0.510776139,0.575403655
437352,172602,cg14066657,0.225790478,0.037104368,0.285123018,0.561216651,0.053728838,0.492187448,0.327648069,0.538772681,0.17037026,0.36559602
437576,713356,cg14074184,0.674736315,0.600637327,0.969355987,0.962769496,0.863569412,0.774106682,0.943032415,0.956458849,0.74180352,0.875506121
437623,424874,cg14075217,0.243328212,0.481463631,0.467251902,0.529850014,0.591789533,0.039480927,0.457952364,0.068854092,0.436831602,0.553474741
438595,74223,cg14103893,0.43273466,0.073838862,0.810153179,0.927704175,0.828100399,0.633537694,0.062168732,0.509543174,0.362585981,0.447336982
438748,716408,cg14108909,0.728194151,0.912372908,0.879819067,0.833461627,0.733346364,0.888255317,0.933160096,0.920914568,0.819942007,0.700783181
439136,442575,cg14121439,0.508414414,0.50251853,0.537072756,0.570997292,0.554923569,0.551401559,0.184959109,0.508081372,0.518570649,0.537763029
439231,709053,cg14124465,0.841868021,0.543530221,0.638492061,0.898537265,0.919574179,0.910789787,0.935442942,0.925843431,0.78662669,0.850636394
439564,282007,cg14135638,0.467710618,0.6256145,0.039333574,0.546580524,0.109410821,0.524229799,0.442403855,0.524589368,0.537730739,0.320063364
440489,176635,cg14163502,0.599224652,0.560008401,0.611786929,0.119070271,0.634175461,0.867531678,0.404922744,0.525094947,0.522000292,0.562095647
440627,165488,cg14168115,0.33414525,0.210773381,0.610653676,0.273477437,0.337678909,0.083284333,0.561122789,0.068566581,0.386072759,0.417285319
440805,817755,cg14173447,0.586404154,0.827464326,0.82610545,0.874590454,0.946177689,0.84010522,0.82366375,0.867836307,0.552441004,0.44499566
442604,680640,cg14225039,0.813393891,0.877231353,0.519046143,0.521326322,0.570770071,0.88246417,0.524946231,0.490548689,0.731420241,0.511779889
443037,56288,cg14238785,0.200441592,0.058790572,0.507464823,0.348686614,0.601745058,0.598459396,0.100496653,0.559399788,0.36045872,0.510563652
443106,162523,cg14240353,0.453374595,0.234493631,0.295571159,0.170701908,0.410078667,0.308657188,0.439545718,0.03617844,0.4166704,0.453336605
443580,367890,cg14254767,0.414264259,0.230393351,0.307691124,0.43840736,0.019193126,0.139755068,0.11516547,0.150237209,0.2272985,0.367931935
444923,167978,cg14295437,0.27359581,0.130879295,0.277783712,0.43947642,0.146274835,0.063574673,0.351136816,0.553012858,0.295908916,0.344297678
446207,693988,cg14334453,0.716258961,0.904247357,0.672473805,0.918180351,0.934688803,0.422779067,0.531419681,0.890688566,0.713114323,0.488637304
446447,440732,cg14341467,0.436724091,0.403729501,0.512864416,0.123879635,0.336945467,0.295933486,0.161862771,0.480146506,0.528786985,0.483874273
446946,358445,cg14358245,0.500388184,0.418634819,0.408316908,0.75097328,0.114849957,0.182806851,0.446429441,0.918980354,0.447105974,0.565763346
446968,409229,cg14358875,0.661985532,0.110854492,0.222407173,0.178049835,0.148810193,0.035854168,0.401842979,0.088209713,0.448999535,0.549030504
447141,52602,cg14364186,0.445696854,0.559308527,0.100502221,0.214525231,0.08887096,0.154517449,0.138030314,0.083867696,0.548440417,0.43152844
448105,270192,cg14394264,0.465034106,0.362569225,0.715209203,0.172778434,0.684805215,0.206386799,0.561383877,0.568260994,0.54793191,0.555931298
448143,136661,cg14395603,0.566316252,0.511235382,0.558490884,0.867434956,0.512928721,0.249227101,0.75757167,0.5971826,0.497363849,0.627633605
449794,52624,cg14444957,0.463880847,0.055029526,0.063263346,0.149281226,0.029518919,0.096647266,0.822868848,0.037991707,0.204838754,0.311879796
449933,194555,cg14449059,0.639010703,0.504142558,0.689109259,0.664640547,0.696036812,0.853765412,0.45325876,0.885162962,0.482804275,0.567496684
450590,764543,cg14469556,0.536809565,0.511890683,0.345081514,0.412549538,0.684619351,0.293543811,0.426542325,0.556767769,0.571491708,0.402208455
450765,684895,cg14474618,0.517000433,0.530668163,0.615712094,0.941282524,0.33360521,0.961754946,0.650356424,0.919386817,0.537517114,0.696692214
450895,465146,cg14478713,0.465196298,0.03658964,0.364695182,0.542930714,0.38333366,0.393287906,0.059736215,0.567337504,0.397650055,0.368724644
451020,633067,cg14482434,0.367800171,0.047145295,0.121787344,0.23241276,0.035987182,0.035647843,0.453839978,0.039135623,0.346017573,0.482098516
451591,112766,cg14500342,0.51582975,0.890863541,0.553739182,0.564031779,0.828978032,0.75231411,0.134460051,0.528651932,0.620292326,0.453310172
452306,471395,cg14521562,0.461514694,0.324218596,0.257059524,0.435837506,0.157690023,0.214962968,0.317541689,0.352216557,0.348047655,0.365794773
452583,670372,cg14529268,0.4659449,0.759706956,0.407331485,0.808624927,0.780805889,0.048675966,0.300156636,0.917162389,0.530311155,0.532761319
453752,195782,cg14562149,0.452694826,0.037961998,0.118702746,0.495423465,0.053722204,0.447451583,0.112791124,0.471617375,0.280678875,0.351782507
454696,569537,cg14591460,0.367679823,0.59062911,0.406923141,0.542645127,0.346101183,0.261676529,0.689476379,0.605162331,0.494239028,0.544500821
454762,433670,cg14593352,0.663750029,0.169690096,0.310982851,0.036936582,0.058374837,0.053327193,0.55981774,0.036828145,0.508613841,0.237605385
455269,703290,cg14608409,0.650055535,0.61736965,0.72889902,0.956570497,0.777223376,0.821022192,0.918756714,0.938288703,0.593453672,0.594211904
455865,122902,cg14627669,0.346074056,0.907594335,0.626326044,0.766241931,0.675704002,0.916339992,0.46567841,0.921557572,0.531679858,0.563031478
455965,460540,cg14630801,0.53172256,0.530218137,0.888921856,0.936333969,0.950596817,0.963826303,0.88476735,0.940045361,0.553662277,0.689557411
456033,655574,cg14633012,0.287720156,0.04906341,0.538701889,0.550170732,0.689147084,0.172141885,0.417947087,0.562574221,0.553999605,0.442334771
456568,260348,cg14648920,0.194525953,0.094640184,0.102442834,0.564708989,0.32237504,0.503036538,0.870461849,0.55007098,0.184508522,0.511200084
456582,663815,cg14649285,0.304606549,0.097341276,0.659332933,0.917965644,0.295538994,0.685986337,0.146012717,0.877944199,0.350210181,0.513136422
457522,397692,cg14679414,0.316275492,0.089733389,0.12353018,0.508897924,0.101725913,0.27070517,0.613148065,0.183667901,0.275708407,0.456587666
457737,770925,cg14687029,0.442674888,0.488474855,0.388649177,0.036641644,0.217800678,0.069492714,0.031599843,0.037429951,0.497830288,0.323646363
458112,541743,cg14699839,0.808418055,0.807154623,0.074809081,0.589897701,0.038279781,0.680039948,0.458245625,0.464166749,0.39441136,0.412513694
458443,781998,cg14710128,0.511070534,0.501768046,0.893778563,0.830924878,0.843075137,0.857021478,0.530982005,0.897416106,0.507444096,0.745273214
458472,629668,cg14711415,0.082377371,0.055377784,0.079791173,0.045212117,0.114584606,0.252022318,0.43553142,0.076389342,0.203218831,0.356912425
458699,195784,cg14719533,0.693259632,0.835416748,0.524632131,0.696498788,0.554702208,0.603446433,0.463668868,0.505615487,0.654338399,0.55076555
458729,327609,cg14720578,0.402485679,0.515796797,0.488508726,0.337189053,0.461757162,0.250163491,0.849345623,0.228861387,0.45500338,0.616124747
458965,651065,cg14729498,0.320967314,0.473814246,0.062025775,0.472368289,0.153122006,0.840442545,0.060390931,0.460729984,0.49658433,0.423397305
459105,562360,cg14734470,0.638177206,0.911864221,0.427809239,0.212498147,0.674983409,0.369142404,0.578388526,0.456224939,0.766891767,0.679367432
459647,672960,cg14753161,0.547544988,0.533086219,0.590506445,0.553510339,0.801098504,0.747405395,0.398601709,0.49952154,0.497257335,0.508108458
461142,143395,cg14802352,0.17788356,0.516426405,0.518393182,0.50763052,0.488920347,0.426203018,0.627311414,0.046976776,0.393588679,0.438115242
461268,463655,cg14807428,0.390533337,0.41800582,0.38567997,0.510951546,0.145257954,0.574235053,0.352530164,0.552617848,0.366772438,0.500315603
461381,783589,cg14811849,0.607848946,0.620161665,0.673208406,0.886772916,0.825159306,0.857652995,0.076481668,0.926316966,0.557351982,0.495267843
461534,672922,cg14817501,0.4059142,0.510445708,0.43329434,0.70825747,0.487121011,0.923922183,0.3918975,0.808080495,0.49057623,0.445057802
462146,662569,cg14836839,0.432635303,0.521170369,0.33061466,0.73840021,0.033640662,0.719958651,0.550314691,0.556270093,0.559186831,0.49898533
462224,455330,cg14839168,0.582724823,0.516678632,0.091655782,0.544408989,0.357337857,0.577792539,0.533477957,0.526729996,0.502982013,0.495113265
462460,631461,cg14846286,0.250271967,0.492284606,0.080106583,0.092746388,0.067635218,0.172268504,0.05145186,0.031936297,0.306992827,0.303854634
462937,60462,cg14860680,0.626804581,0.543136658,0.117702707,0.070634399,0.134323161,0.834800403,0.107802542,0.068993937,0.462877328,0.381119641
462960,177410,cg14861778,0.389325329,0.524605758,0.144668953,0.919867941,0.518916279,0.142734703,0.306324346,0.042933498,0.403635925,0.376652025
462997,217843,cg14862884,0.465040715,0.151035588,0.08610074,0.405782771,0.05740111,0.537996949,0.049707624,0.527912249,0.129110686,0.434451918
463011,149102,cg14863458,0.321929267,0.109921789,0.202216324,0.408703266,0.386412196,0.131876226,0.197587861,0.086061807,0.363158519,0.429558764
463021,677845,cg14863831,0.780327274,0.536154073,0.352567569,0.487330376,0.609575312,0.835737011,0.47593686,0.929238682,0.711851493,0.589630489
463090,649243,cg14865834,0.233284851,0.131142916,0.348422148,0.129158481,0.506292637,0.063636985,0.776587124,0.474077558,0.405111856,0.431209663
464083,589491,cg14900154,0.255401181,0.782572505,0.495561825,0.864639671,0.413419662,0.91742894,0.468725226,0.925482375,0.397449615,0.655209773
464417,358131,cg14911637,0.294369793,0.150935965,0.605089978,0.24511961,0.534371499,0.038695152,0.244276662,0.071917839,0.35655532,0.368942419
464764,53731,cg14924300,0.905099574,0.522945748,0.163743266,0.484498078,0.032229211,0.6251172,0.373966844,0.681162513,0.499642338,0.247080827
464952,513193,cg14930579,0.356584578,0.108048259,0.365510317,0.300875949,0.427823512,0.909497148,0.071814418,0.050440603,0.335909214,0.383562447
465007,235446,cg14932219,0.149568133,0.382598721,0.11283,0.115787988,0.473936179,0.6338524,0.574099533,0.528109234,0.361705431,0.448200635
465046,657620,cg14933512,0.470749261,0.581116625,0.718296246,0.4631673,0.061051878,0.52909531,0.033161562,0.596711272,0.487220204,0.339180754
465877,701125,cg14963000,0.602350263,0.950740952,0.889815475,0.923604088,0.794673731,0.783509755,0.436487033,0.940982647,0.694619054,0.635124775
466695,655578,cg14991482,0.498631327,0.29251727,0.547285357,0.349517869,0.162041564,0.2415536,0.268878096,0.907409333,0.378089276,0.625076046
466724,667118,cg14992311,0.606013926,0.495740269,0.491892198,0.4610967,0.922938483,0.718634984,0.075181427,0.471291155,0.40277391,0.461289757
466883,82581,cg14997592,0.887329577,0.933010604,0.483251313,0.568767801,0.522667363,0.362506384,0.179307957,0.483404825,0.808715639,0.37168963
467338,423410,cg15013315,0.488183205,0.523032767,0.141150291,0.55706772,0.079720557,0.466398076,0.723218351,0.601940422,0.533889073,0.526668709
467350,769729,cg15013761,0.537928905,0.882364568,0.265814121,0.819939222,0.069021877,0.963360292,0.072608678,0.448576241,0.523706324,0.374940595
467673,193014,cg15026112,0.118943793,0.042593268,0.310733123,0.057696434,0.386892758,0.180162914,0.567667084,0.043746591,0.275737984,0.494142313
467732,417984,cg15027480,0.57987392,0.699720617,0.504963984,0.53018991,0.508148302,0.654487197,0.469339453,0.513323246,0.554855078,0.412968314
468412,698997,cg15050340,0.496220773,0.55053758,0.930523716,0.947627133,0.784795383,0.90223117,0.684801395,0.933103096,0.559197003,0.704551714
468544,262444,cg15055109,0.86678071,0.926868184,0.882572161,0.933364707,0.923061494,0.863915443,0.484409869,0.924453113,0.759858609,0.56579844
468907,621671,cg15066194,0.232605903,0.056022107,0.083170324,0.195258569,0.054755244,0.074162763,0.06073968,0.042904701,0.242492589,0.288595236
468930,86642,cg15066967,0.252060111,0.037267787,0.139823897,0.393183202,0.075284402,0.190322979,0.624374113,0.544726795,0.284866486,0.576443116
469084,522006,cg15071887,0.491207301,0.35925104,0.481261334,0.377039693,0.388261425,0.248564643,0.483300594,0.359569987,0.358213828,0.422320179
469286,685149,cg15078329,0.756286205,0.839183455,0.856205986,0.49928879,0.933893356,0.488288115,0.58355614,0.529044027,0.7436887,0.743744976
469810,647445,cg15095288,0.080232899,0.032914149,0.473798069,0.470688218,0.644153051,0.125076656,0.633371479,0.030713229,0.268310026,0.498992855
470248,572135,cg15109207,0.253683679,0.343468753,0.460380391,0.469458261,0.44282524,0.340119775,0.044485128,0.459845764,0.301927787,0.327058647
470657,678733,cg15122966,0.475937219,0.873708886,0.690477663,0.5703662,0.748413853,0.452845446,0.333904004,0.921763792,0.600594742,0.439509981
470663,699486,cg15123104,0.759294077,0.598513674,0.64429378,0.934817321,0.778000442,0.955099419,0.661369383,0.919838927,0.719700137,0.68365897
471017,818460,cg15134159,0.101019108,0.466027007,0.175919085,0.488682434,0.15503589,0.784900718,0.085008182,0.485675412,0.354118356,0.529497638
471481,46476,cg15149938,0.789214884,0.487391087,0.38617399,0.949199818,0.873482437,0.941383618,0.473065286,0.941418704,0.549431326,0.547502456
471963,650905,cg15166871,0.495472569,0.626561172,0.147951191,0.234361133,0.314394925,0.27432164,0.681591324,0.053723449,0.390137589,0.552950952
472766,452448,cg15196942,0.418526803,0.397760827,0.263943073,0.440195745,0.468005211,0.384884315,0.563964225,0.513036157,0.368449628,0.481687303
473011,273341,cg15205743,0.806593065,0.912546907,0.479130076,0.143971963,0.128752015,0.030348601,0.355172482,0.091922573,0.599306499,0.409487986
473054,657982,cg15207465,0.393240365,0.061393508,0.333540228,0.49713103,0.507503359,0.623465469,0.142961837,0.926176479,0.349394833,0.606838745
473120,654298,cg15209604,0.402862151,0.471347485,0.317607689,0.538093189,0.412868595,0.54226992,0.385375397,0.078816795,0.55824114,0.403562177
473215,279678,cg15212455,0.908896182,0.947129688,0.947273881,0.837863686,0.952584608,0.932441979,0.933260302,0.933743837,0.919330923,0.886569749
473281,645919,cg15215055,0.183638894,0.063928453,0.403968334,0.397720923,0.315689777,0.400635145,0.154213579,0.428580192,0.378387212,0.475951434
474023,523856,cg15240990,0.652276828,0.883716208,0.567459343,0.904209759,0.895797928,0.902696373,0.256925818,0.920138984,0.637178016,0.625957205
474389,793584,cg15254385,0.596162503,0.881315001,0.721766218,0.889140034,0.922864437,0.764261081,0.31615976,0.897093526,0.649574739,0.53136909
474540,669284,cg15259931,0.607835301,0.577825755,0.371373215,0.540776005,0.58953505,0.69288238,0.458765302,0.56919531,0.656631727,0.656222369
474640,656325,cg15263862,0.308119727,0.048477661,0.376842335,0.509901659,0.446784725,0.665388141,0.483457934,0.493613693,0.433987733,0.651886051
474986,707517,cg15276256,0.674916918,0.837246183,0.643835766,0.945429359,0.943111659,0.701189141,0.878163032,0.938725362,0.700556417,0.715058181
475075,644341,cg15279832,0.154746338,0.039293955,0.363260519,0.055036937,0.053893783,0.410764154,0.540350246,0.587252687,0.239806068,0.493766273
475448,783229,cg15294424,0.795719757,0.827272788,0.81457245,0.836480627,0.850086021,0.892776847,0.631758526,0.811612124,0.723360059,0.699614706
475550,43293,cg15298286,0.12198739,0.526441844,0.610939021,0.595715004,0.610036365,0.778827397,0.217727644,0.647439203,0.476479633,0.574601364
475757,193306,cg15306353,0.172853451,0.053525087,0.235576755,0.073172694,0.15705242,0.159276616,0.931232011,0.050358031,0.351656085,0.664544513
476042,553388,cg15317146,0.474168314,0.536171703,0.154599799,0.439674884,0.310779127,0.56474657,0.394150602,0.896969324,0.586339318,0.647612954
476092,448854,cg15318890,0.081283264,0.138705628,0.140685372,0.139109603,0.133900596,0.24185688,0.538652255,0.057392367,0.210944249,0.371733058
476473,372906,cg15331751,0.346606151,0.549764029,0.329609316,0.595455361,0.143670811,0.314492565,0.45468925,0.512596584,0.514970095,0.470215308
476978,52627,cg15350446,0.488002274,0.508739389,0.094102603,0.517297449,0.063982017,0.894269931,0.079208712,0.494654733,0.439991064,0.352654688
477232,303795,cg15359390,0.618101044,0.868434649,0.585961322,0.908087261,0.825440014,0.783423052,0.365283021,0.894167324,0.730510237,0.603833317
477421,220030,cg15366639,0.462247232,0.142418372,0.573410855,0.640462804,0.644955946,0.525937392,0.49013152,0.61515404,0.594636253,0.449419159
478061,582718,cg15389765,0.325454511,0.061456676,0.128432251,0.050437759,0.040515833,0.08659147,0.881335627,0.133314805,0.327410792,0.467069271
478331,716720,cg15398204,0.869340401,0.885869585,0.729173507,0.812733142,0.913898206,0.849925682,0.886146039,0.890575589,0.732288922,0.662753766
478512,456939,cg15404724,0.267459009,0.27307271,0.602940979,0.217982164,0.800269393,0.339605182,0.504526268,0.11820686,0.379774854,0.628614587
478688,572981,cg15410789,0.765484158,0.703014049,0.809779963,0.388360465,0.715745399,0.707113002,0.133157012,0.591203891,0.734298933,0.643067151
478955,781951,cg15419420,0.706034557,0.821110348,0.080101618,0.46915741,0.555543886,0.339067416,0.51610507,0.495495355,0.671135745,0.448600347
479061,376235,cg15423452,0.71896923,0.880163871,0.618548235,0.882234052,0.461122454,0.940980449,0.823154221,0.878793091,0.654824072,0.557396243
479251,631881,cg15431338,0.10167314,0.046658436,0.364698626,0.073038617,0.138201109,0.13769412,0.331106663,0.070884312,0.243653139,0.33512766
480155,650573,cg15460802,0.372118568,0.434721,0.196744127,0.509763998,0.222553451,0.73761254,0.206285942,0.116227861,0.344012574,0.432599755
480318,488056,cg15466493,0.826679391,0.759966812,0.763962363,0.76347996,0.783973856,0.915189031,0.848345161,0.762961509,0.731599939,0.73068366
480463,555076,cg15471456,0.357507973,0.142927077,0.846090565,0.516176142,0.638475411,0.135951573,0.432938157,0.078579302,0.404518228,0.542991281
480654,406796,cg15477500,0.488227299,0.6366913,0.402818747,0.907575557,0.194916487,0.49188493,0.657110023,0.493337279,0.610209455,0.534557375
480689,383654,cg15479189,0.245187297,0.045933872,0.228297482,0.056048513,0.615601866,0.059144388,0.490623846,0.100115542,0.252502845,0.510436521
480835,535884,cg15484167,0.36507164,0.465360816,0.183589407,0.494523464,0.099361296,0.665030138,0.745122011,0.474987669,0.463372204,0.374546597
481112,423685,cg15494458,0.889289688,0.937208957,0.545597166,0.577500539,0.392230353,0.832279731,0.415580244,0.931604149,0.634674366,0.480699783
481289,656797,cg15501329,0.20049994,0.518759584,0.21316901,0.552033674,0.136548375,0.833928067,0.407492657,0.514168258,0.430922618,0.535596549
481692,572561,cg15516907,0.239623669,0.60829318,0.72625465,0.65827631,0.688621063,0.813095706,0.300698965,0.411584164,0.35841372,0.581410152
481706,321092,cg15517536,0.339662215,0.051290912,0.166007425,0.187444225,0.383491033,0.142182946,0.644422811,0.030611553,0.352819295,0.472577043
481833,318186,cg15523354,0.042024844,0.028569739,0.259016983,0.506226904,0.043690313,0.151023587,0.373425206,0.502502624,0.172212973,0.236494534
482078,366458,cg15532814,0.383176012,0.144772558,0.569155052,0.073228934,0.57613159,0.882490493,0.405775723,0.083375927,0.313778631,0.574918339
482207,670040,cg15537551,0.38171115,0.717521453,0.704389414,0.484659094,0.935904394,0.284824682,0.463394505,0.490118128,0.405097105,0.578547197
482309,690488,cg15541170,0.633667944,0.937630955,0.66796457,0.948158484,0.42320221,0.838457912,0.410469989,0.940986014,0.750833971,0.599305243
483473,39265,cg15579389,0.050953273,0.03196936,0.371057439,0.228615362,0.934406841,0.476597798,0.34600442,0.531584483,0.210103968,0.443784389
483670,427648,cg15586259,0.887446306,0.06655066,0.759911093,0.955415044,0.622587603,0.874553196,0.938563259,0.941299593,0.682538002,0.8095412
484043,802907,cg15600634,0.095065528,0.037698844,0.188880187,0.143166564,0.08133174,0.132135684,0.085684345,0.075903101,0.22537765,0.462454178
